original,translation
Удаляется запись о контенте...,Suppression de l'enregistrement de contenu...
Удаляется запись об игре...,Suppression de l'enregistrement du jeu...
Удаляется игра и весь связанный контент,Suppression du jeu et de tout le contenu associé
Titlekey не может быть инициализирован,La clé de titre ne peut pas être initialisée
Удаляется папка LFS...,Suppression du dossier LFS...
Удаляется пустая папка,Suppression du dossier vide
Удаляется сохранение {}...,Suppression de la sauvegarde {}...
Удаляется старая запись о контенте...,Suppression de l'ancien enregistrement de contenu...
Удаляется старый cnmt.nca...,Suppression de l'ancien cnmt.nca...
Удаляется тикет: {}...,Suppression du billet : {}...
Удалять после установки: ,Supprimer après installation :
Удаляются все объекты из альбома для игры,Suppression de tous les éléments de l'album pour le jeu
Удаляются все сохранения для игры,Suppression de toutes les sauvegardes du jeu
Удаляются сохранения...,Suppression des sauvegardes...
"UID: {}, Ник: {}","UID:{},Pseudo:{}"
Удалённые,Supprimés
Удачный экспорт,Exportation réussie
Уделение старого тикета...,Suppression de l'ancien billet...
Упаковка каталога в RomFS,Empaquetage du répertoire dans RomFS
Упрощенный китайский,Chinois simplifié
Уровень заряда батареи         : {},Niveau de charge de la batterie         : {}
Успешно разобран как PFS0 файл,Analysé avec succès comme fichier PFS0
Устанавливается {},Installation de {}
Установить как аватар...,Définir comme avatar...
Установка,Installation
URL для проверки обновлений,URL de vérification des mises à jour
Установка анлокера...,Installation du déverrouilleur...
Установка завершена,Installation terminée
Установка игр (NAND),Installation de jeux (NAND)
Установка игр (SD Card),Installation de jeux (Carte SD)
Установка игры завершена,Installation du jeu terminée
Установка обновлений игр,Installation des mises à jour des jeux
Установка прервана,Installation annulée
Установка с картриджа,Installation depuis la cartouche
Установка тайтлов ({}/{}),Installation des titres ({}/{})
Установка через DBIbackend,Installation via DBIbackend
USB Соединение,Connexion USB
Установка ярлыка...,Installation du raccourci...
Установлен,Installé
Установленные,Installés
Установленные homebrew,Homebrew installés
Установленные homebrew ({}),Homebrew installés ({})
Установленные игры,Jeux installés
Установленные тикеты,Billets installés
Установленные тикеты ({}),Billets installés ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,Le fichier est corrompu et ne peut pas être installé. Signature HEAD non trouvée
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Le fichier est corrompu et ne peut pas être installé. Signature HFS0 non trouvée dans la partition racine
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Adresse MAC Wi-Fi : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Le fichier est corrompu et ne peut pas être installé. Signature HFS0 non trouvée dans la partition sécurisée
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Le fichier est corrompu et ne peut pas être installé. Signature PFS0 non trouvée
Файл слишком большой для хранилища,Fichier trop grand pour le stockage
Файл: {},Fichier : {}
Фиксация ФС...,Validation du FS...
Финальный размер: {},Taille finale : {}
Формирование списка...,Formation de la liste...
Форсированный язык    : {},Langue forcée    : {}
Форсированный язык    : {} ({}),Langue forcée    : {} ({})
  Автоопределение,  Détection automatique
Форсировано вклчение USB 3.0: {},Activation forcée de l'USB 3.0 : {}
Форсировать UTF-8,Forcer UTF-8
Форсировать язык,Forcer la langue
Французский,Français
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,Stockages MTP
Хранилище только для чтения,Stockage en lecture seule
Хэш версии              : {},Hachage version              : {}
Целевая запись о контенте не найдена,Enregistrement de contenu cible non trouvé
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,UNE PARTIE DU CONTENU EST MANQUANTE. LE JEU NE FONCTIONNERA PAS
Число транзисторов: {:>3},Nombre de transistors : {:>3}
Число уникальных сыграных игр : {},Nombre de jeux uniques joués : {}
Число ходов:        {:>3},Nombre de coups :    {:>3}
Читать дату файлов,Lire la date des fichiers
Чтение каталога...,Lecture du répertoire...
Чтение списка файлов...,Lecture de la liste des fichiers...
Что-то плохое грядёт,Quelque chose de mauvais va arriver
Что-то пошло не так. Пропускаем оставшийся файл,Quelque chose s'est mal passé. Ignorer le reste du fichier
"Чтобы вернуться, нажмите B",Appuyez sur B pour revenir
Шадок у Гиби,Shadok chez Gibi
Шифрование секции ,Chiffrement de la section
Экзосфера очищает CAL0      : {},Exosphère efface CAL0      : {}
Экран                 : ({:08X}) {},Écran                 : ({:08X}) {}
Экспорт SDK,Exporter le SDK
Экспортировать,Exporter
Экспортировать SDK,Exporter le SDK
Это действие будет нельзя отменить,Cette action est irréversible
Язык                    : {},Langue                    : {}
Январь,Janvier
Японский,Japonais
Ярлык   : ,Étiquette :
Ярлык для DBI,Raccourci pour DBI
"больше шансов, что оно заработает». Их",ça marche». Leur fusée n'est pas encore
быстро проникли в планы шадоков и,"grâce à leurs chapeaux, ont vite compris"
"всякий раз, когда растение расцветает","entouré de toutes parts, et chaque fois"
"выражениях: «Чем больше неудач, тем","il y a d'échecs, plus il y a de chances que"
"вычислили, что у них есть по крайней",ont au moins une chance sur un million
да,oui
заработает… И они торопятся поскорее,de réaliser les 999 999 premiers essais
"и дает транзистор, они мчатся, чтобы","qu'une plante fleurit et donne un transistor,"
"и не кончилось успехом». Или, в других","par réussir». Ou, en d'autres termes : «Plus"
"мере один шанс из миллиона, что она",qu'elle fonctionne... Et ils se dépêchent
миллионная заработает».,la millionième fonctionnera».
не является LFS папкой,n'est pas un dossier LFS
не является LFS папкой игры,n'est pas un dossier LFS de jeu
нет,non
"ничего, что бы непрерывно продолжалось",rien qui continue sans cesse et qui ne finisse
"но окружили его со всех сторон, и","dans un de leurs jardins, mais l'ont"
"опытов, чтобы быть уверенными, что",réussira».
осуществить 999999 первых неудачных,ratés pour être sûrs que la millionième
"очень умные благодаря своим шляпам,","transistors. Les Gibis, très intelligents"
"планету гиби искать транзисторы. Гиби,",sur la planète des Gibis pour chercher des
постоянно кончаясь неудачами.,se soldant constamment par des échecs.
принципов шадокской логики: «Нет,fondamentaux de la logique shadok : «Il n'y a
"ракета еще несовершенна, но они","parfaite, mais ils ont calculé qu'ils"
"растений, произрастающих на огородах.",sur des plantes qui poussent dans les jardins.
решили позабавиться. Они позволили,les plans des Shadoks et ont décidé de
"ZL/ZR - смена даты, Y - период","ZL/ZR - changer date, Y - période"
собрать урожай прежде шадока.,ils se précipitent pour le récolter avant le Shadok.
"терпят неудачу потому, что не хватает",échouent parce qu'il manque des transistors
транзисторов в системах безопасности.,dans les systèmes de sécurité. Mais chez
"шадоку забраться в один из их огородов,",s'amuser. Ils ont laissé le Shadok entrer
"Получено: {}, (скорость не определена)","Reçu: {}, (vitesse indéfinie)"
Игры добавлены в список исключений,Jeux ajoutés aux exclusions
Новых игр в список исключений добавлено не было,Aucun nouveau jeu ajouté aux exclusions
"Интервал автобекапа сейвов, дни","Intervalle auto-backup sauv., jours"
Просмотр МТР устройства [{}],Voir appareil MTP [{}]
Просмотр USB диска [{}],Voir disque USB [{}]
Заряд батареи (сырое значение) : {},Charge de la batterie (valeur brute) : {}
ru,fr
Конфигурация зарядки            : {},Config. de charge               : {}
Режим Hi-Z включён              : {},Mode Hi-Z activé                : {}
Зарядка батареи включена        : {},Charge de la batterie activée   : {}
Маршрут электропитания          : {},Chemin d'alimentation           : {}
Напряжение источника            : {} mV,Tension de la source            : {} mV
Ток источника                   : {} mA,Courant de la source            : {} mA
Быстрая зарядка разрешена       : {},Charge rapide autorisée         : {}
[CRC ОШИБКА ФАЙЛА],[ERREUR CRC FICHIER]
Целевая прошивка            : {}.{}.{},Firmware cible              : {}.{}.{}
Поддерживаемая версия HOS   : {},Version HOS supportée       : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Le firmware système sera téléchargé et installé depuis {}.\n\nAppuyez sur (+) pour continuer\nUne autre touche pour annuler
Распаковка архива не удалась,Échec décompression archive
Сканирование архива не удалось,Échec analyse archive
Установить все обновления из этой папки,Installer les mises à jour du dossier
Япония,Japon
Русский,Russe
Февраль,Février
Октябрь,Octobre
[HASH MISMATCH: GC ➡ eShop],[HASH INVALIDE: GC->eShop]
Ноябрь,Novembre
 {} минут, {} minutes
Игрок,Joueur
Время,Temps
Язык    : ,Langue  : 
Контент,Contenu
[HASH: OK],[HASH: OK]
Красная,Rouge
Путь    : ,Chemin  : 
  Жак Руксель. Великолепие навыворот.,  Jacques Rouxel. La splendeur à l'envers.
[HASH MISMATCH: Неисправимо],[HACHAGE INCOMPATIBLE : Irréparable]
[ПРЕД],[AVRT]
Альбом,Album
Выход,Quitter
и т.д...,etc...
{} бекап,Sauvegarde {}
874,874
Пишется тело: {}/{}MB \r,Écriture corps : {}/{}MB \r
Пишется скриншот\n,Écriture capture\n
Пишется таблица хешей\n,Écriture table de hachage\n
Пишется подпись видео\n,Écriture signature vidéo\n
Операция завершена\n,Opération terminée\n
Предел входного тока (буст)     : {} mA,Limite courant entrée (boost)   : {} mA
Предел тока быстрой зарядки     : {} mA,Limite courant charge rapide    : {} mA
Напряжение батареи              : {} mV,Tension de batterie             : {} mV
Контроллер источника получен    : {},Contrôleur source reçu          : {}
OTG Запрошен                    : {},OTG demandé                     : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",Le firmware système sera téléchargé et installé depuis {}.\n\nATTENTION ! Cette version semble incompatible avec l'Atmosphere actuelle.\n\nAppuyez sur (+) pour continuer\nUne autre touche pour annuler
Копирование файла не удалось,Échec de la copie du fichier
Daybreak.nro не найден,Daybreak.nro introuvable
Изображение добавлено в альбом,Image ajoutée à l'album
Ошибка добавления изобржения в альбом: {},Erreur d'ajout de l'image à l'album : {}
Добавить в альбом,Ajouter à l'album
Анализ mp4 файла,Analyse du fichier mp4
Длительность: {},Durée : {}
ОШИБКА! Файл не содержит один видео трек,ERREUR ! Le fichier n'a pas de piste vidéo
ОШИБКА! Файл не содержит один аудио трек,ERREUR ! Le fichier n'a pas de piste audio
ОШИБКА! У видео трека неподдерживаемый кодек,ERREUR ! Codec vidéo non supporté
ОШИБКА! У аудио трека неподдерживаемый кодек,ERREUR ! Codec audio non supporté
ОШИБКА! Аудио трек не стерео,ERREUR ! Piste audio non stéréo
[{}] Общий тикет для {},[{}] Billet commun pour {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,ERREUR ! Taux d'échantillonnage inadéquat
ОШИБКА! У видео трека неподходящая ширина,ERREUR ! Largeur vidéo inadéquate
ОШИБКА! У видео трека неподходящая высота,ERREUR ! Hauteur vidéo inadéquate
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,ATTENTION ! Le flux vidéo peut contenir des B-Frames. La lecture peut échouer.
"Похоже, это не MP4 файл",Ce n'est pas un fichier MP4
Открыть как RomFS,Ouvrir comme RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Votre carte SD est une contrefaçon. Il est recommandé de remplacer la carte SD par une carte certifiée.
[{}] Персональный тикет для {},[{}] Billet personnel pour {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Il semble que votre carte SD soit une contrefaçon.\n\nDes problèmes peuvent survenir lors de l'installation des jeux.\nDans ce cas, il est recommandé de remplacer la carte SD par une carte certifiée."
Информация о SD карте,Informations sur la carte SD
Производитель    : {:s} ({:02X}),Fabricant    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Nom du produit   : {:s}
Ревизия продукта : {:s},Révision du produit : {:s}
Серийный номер   : {:s},Numéro de série   : {:s}
[ПОДПИСЬ: DBI],[SIGNATURE : DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Temps de jeu    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR changer date, Y période, X tri, (+) choisir utilisateur"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}Mo] {}Mo sur {}Mo ({:.2f} Mo/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X sélectionner, Y inverser la sélection, (+) menu, R3 trier, L3 lancer"
Создать все известные ({}),Créer tous les connus ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X sélectionner, Y inverser la sélection, (+) menu, L3 lancer"
"DPAD или стики для перемещения, (+) Настройки","DPAD ou sticks pour se déplacer, (+) Paramètres"
Просмотр HTTP/FTP/Github сервера...,Affichage du serveur HTTP/FTP/Github...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Sélectionner, Y Inverser la sélection, (+) Menu, R3 Trier"
"X выбор, Y обр. выбор, (+) меню","X sélectionner, Y sél. inv., (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X sélectionner, Y inverser la sélection, A ouvrir, (-) 2e panneau, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X choisir, Y inv. choisir, ⬅/➡ changer de panneau, (-) fermer, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[FRAGMENT DELTA NON NÉCESSAIRE]
[КОНТЕНТ ОТСУТСТВУЕТ],[CONTENU MANQUANT]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[ÉCHEC CRÉATION ESPACE RÉSERVÉ]
[НЕДОСТАТОЧНО МЕСТА],[ESPACE INSUFFISANT]
  Кодировка...,  Encodage...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[COMPRESSION INCONNUE]
[ОТСУТСТВУЕТ],[MANQUANT]
[ОШБК],[ERR]
[ОШИБКА NCA MAGIC],[ERREUR MAGIQUE NCA]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[ERREUR ÉCRITURE ESPACE RÉSERVÉ]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ERREUR D'EXTRACTION ZSTD : {}]
[ОШИБКА РАСПАКОВКИ],[ERREUR D'EXTRACTION]
[ОШИБКА],[ERREUR]
[ОШИБКА] Отсутствует URL списка обновлений,[ERREUR] URL de la liste des mises à jour manquante
[ПЕРЕДАЧА OK],[TRANSFERT OK]
  Применить,  Appliquer
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFERT ANNULÉ]
[ПОВРЕЖДЁННЫЙ NCA],[NCA CORROMPU]
[ПОДПИСЬ: OK],[SIGNATURE : OK]
[ПОДПИСЬ: XCI➡NSP],[SIGNATURE : XCI➡NSP]
[ПОДПИСЬ: Поддельная],[SIGNATURE : Fausse]
[СТАРАЯ ПРОШИВКА],[ANCIEN MICROLOGICIEL]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[MODE TITRE REQUIS]
[ФАЙЛ ПОВРЕЖДЁН],[FICHIER CORROMPU]
[ХЕШ ИСПРАВЛЕН],[HÂCHAGE CORRIGÉ]
  Редактирование,  Modifier
[ХЕШ НЕ СОВПАДАЕТ],[HÂCHAGE INCOMPATIBLE]
\nНачало обработки dlc {}: {:016X},\nDébut du traitement du dlc {} : {:016X}
\nНачало обработки программы {},\nDébut du traitement du programme {}
\nНачало создания Data.nca,\nDébut de la création de Data.nca
\nНачало создания Meta.nca,\nDébut de la création de Meta.nca
\nОшибка USB обмена,\nErreur de communication USB
\nСборка PFS0,\nConstr. PFS0
\nСборка RomFS,\nConstr. RomFS
\nСекция 0,\nSection 0
\nСекция 1,\nSection 1
 (по времени игры), (par temps de jeu)
\nСекция 2,\nSection 2
\nСоздан NSP: {},\nNSP créé : {}
\nШифрование NCA,\nChiffrement du NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Total : {} heure
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Total : {} heures
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Total : {} heures
{:4d} {}. Всего: {} час,{:4d} {}. Total : {} heure
{:4d} {}. Всего: {} часа,{:4d} {}. Total : {} heures
{:4d} {}. Всего: {} часов,{:4d} {}. Total : {} heures
 (по названию игры), (par titre de jeu)
{:4d}. Всего: {} час,{:4d}. Total : {} heure
{:4d}. Всего: {} часа,{:4d}. Total : {} heures
{:4d}. Всего: {} часов,{:4d}. Total : {} heures
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objets traités. {:>5} enregistrements trouvés...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}ko téléchargés...\r
{} cохранение,{} sauvegarde
{} cохранений,{} sauvegardes
{} cохранения,{} sauvegardes
 (по числу запусков), (par nombre de lancements)
{} бекапа,Sauvegarde {}
{} бекапов,{} sauvegardes
{} записей ({}),{} entrées ({})
{} записи ({}),{} entrées ({})
{} запись ({}),{} entrée ({})
{} игр ({}),{} jeux ({})
{} игра ({}),{} jeu ({})
{} игры ({}),{} jeux ({})
{} сохранение,{} sauvegarde
{} сохранений,{} sauvegardes
{} сохранения,{} sauvegardes
{} тикет,{} ticket
{} тикета,Billet {}
{} тикетов,{} billets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} Mo (Moy: {:.1f} Mo/s, Act: {:.1f} Mo/s) Rest. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} Mo, {:.2f} Mo/s"
{}: {} потерянная запись,{} : {} enregistrement orphelin
{}: {} потерянных записей,{} : {} enregistrements orphelins
{}: {} потерянных записи,{} : {} enregistrements orphelins
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} Chiffrement : {} Taille d'installation : {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [IMPOSSIBLE D'OUVRIR LE FICHIER]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} Mo/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} Mo/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: ignore {}/{} ({:.2f} Mo/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nLa restauration de la sauvegarde a échoué\n\nAppuyez sur A - Annuler, autre bouton - Continuer"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}Mo sur {}Mo ({:.2f} Mo/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,"«Chez les Shadoks, la situation est satisfaisante."
Ёмкость с завода   : {} mAh,Capacité d'usine   : {} mAh
АВТО,AUTO
Аватар установлен,Avatar défini
Август,Août
Австралия,Australie
Автозапуск FTP: ,Démarrage auto FTP :
Автозапуск MTP,Démarrage auto MTP
Автозапуск списка homebrew,Démarrage auto de la liste homebrew
Автоповтор кнопок при удержании,Répétition automatique des boutons maintenus
Автор   : ,Auteur  :
Агрументы для ярлыка,Arguments pour le raccourci
Адрес FTP сервера: {},Adresse du serveur FTP : {}
Адрес HTTP сервера: {},Adresse du serveur HTTP : {}
 {:>5} часа, {:>5} heures
Альбом (0°),Paysage (0°)
Американский английский,Anglais américain
Апрель,Avril
База этой игры не самодостаточна. Не забудьте установить обновление,La base de ce jeu n'est pas autonome. N'oubliez pas d'installer la mise à jour
Базовое хранилище: ,Stockage de base :
Бекапы,Sauvegardes
Бекапы сохранений ({}),Sauvegardes des sauvegardes ({})
Британский английский,Anglais britannique
 {:>5} часов, {:>5} heures
В альбоме найден {} объект,{} élément trouvé dans l'album
В альбоме найдено {} объекта,{} éléments trouvés dans l'album
В альбоме найдено {} объектов,{} éléments trouvés dans l'album
В альбоме отсутствуют объекты,Aucun élément trouvé dans l'album
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Clés nécessaires manquantes dans le fichier /switch/prod.keys.\n\nCertaines fonctions du programme seront indisponibles.\n\nRedémarrez dans Hekate et utilisez le payload Lockpick_RCM.bin\npour dumper les clés depuis la SysNAND.
ВНИМАНИЕ ,AVERTISSEMENT
ВНИМАНИЕ! ,AVERTISSEMENT!
ВНИМАНИЕ! Тайтл {:016X} не установлен,AVERTISSEMENT! Le titre {:016X} n'est pas installé
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),AVERTISSEMENT! La version installée ({}) ne correspond pas à la version souhaitée ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,DES ERREURS ONT ÉTÉ TROUVÉES LORS DU TRANSFERT DE FICHIER. INSTALLATION ANNULÉE
 {} в чёрном списке., {} dans la liste noire.
Введите URL сервера (HTTP или (S)FTP),Entrez l'URL du serveur (HTTP ou (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Entrez les arguments pour le raccourci ou laissez vide
Введите желаемый номер страницы,Entrez le numéro de page souhaité
Введите новое имя,Entrez un nouveau nom
Введите новое имя каталога,Entrez un nouveau nom de répertoire
Введите новое имя файла,Entrez un nouveau nom de fichier
Введите номер DLC,Entrez le numéro du DLC
Версия  : ,Version :
Версия {} [v{}],Version {} [v{}]
Версия атмосферы            : {}.{}.{},Version d'Atmosphère            : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Version du micrologiciel         : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,Utiliser à la place de l'utilisateur {} :
Внимание! ,Attention!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Attention!\nCertains fichiers étaient verrouillés et ont donc été ignorés.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Lors de l'analyse de\n\n{}\n\nl'erreur suivante est survenue :\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Des erreurs se sont produites lors de l'installation des billets. Vérifiez les correctifs de signature ES
Во время экспорта были ошибки,Des erreurs se sont produites lors de l'exportation
Возраст батареи                 : {}%,Âge de la batterie                 : {}%
Возраст батареи                : {},Âge de la batterie                : {}
Возраст батареи                : {}%,Âge de la batterie                : {}%
 {} минута, {} minute
Возрастной рейтинг,Classification par âge
Восстановить,Restaurer
Восстановить бекап...,Restaurer la sauvegarde...
Восстановить для...,Restaurer pour...
Восстановить как бекап сохранения,Restaurer comme sauvegarde de sauvegarde
Восстановление бекапа,Restauration de la sauvegarde
Восстановление не удалось,La restauration a échoué
Восстановление успешно,Restauration réussie
Восстановление: {},Restauration : {}
 {} минуты, {} minutes
Время гашения экрана в секундах,Temps d'extinction de l'écran en secondes
Время игры: {:02}:{:02}:{:02},Temps de jeu : {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Temps de transfert {:d}:{:02d}:{:02d}
Все игровые сессии,Toutes les sessions de jeu
Все игроки,Tous les joueurs
