original,translation
Установка обновлений игр,Instalando actualizaciones de juegos
Установка прервана,Instalación interrumpida
Установка с картриджа,Instalar desde cartucho
Установка тайтлов ({}/{}),Instalando títulos ({}/{})
Установка через DBIbackend,Instalar vía DBIbackend
USB Соединение,Conexión USB
Установка ярлыка...,Instalando acceso directo...
Установлен,Instalado
Установленные,Instalados
Установленные homebrew,Homebrew instalado
Установленные homebrew ({}),Homebrew instalado ({})
Установленные игры,Juegos instalados
Установленные тикеты,Tickets instalados
Установленные тикеты ({}),Tickets instalados ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,El archivo está dañado y no se puede instalar. No se encontró la firma HEAD
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,El archivo está dañado y no se puede instalar. No se encontró la firma HFS0 en la sección root
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},MAC de LAN inalámbrica: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,El archivo está dañado y no se puede instalar. No se encontró la firma HFS0 en la sección secure
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,El archivo está dañado y no se puede instalar. No se encontró la firma PFS0
Файл слишком большой для хранилища,El archivo es demasiado grande para el almacenamiento
Файл: {},Archivo: {}
Фиксация ФС...,Confirmando FS...
Финальный размер: {},Tamaño final: {}
Формирование списка...,Formando lista...
Форсированный язык    : {},Idioma forzado    : {}
Форсированный язык    : {} ({}),Idioma forzado    : {} ({})
  Автоопределение,  Autodetección
Форсировано вклчение USB 3.0: {},Forzado de USB 3.0: {}
Форсировать UTF-8,Forzar UTF-8
Форсировать язык,Forzar idioma
Французский,Francés
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,Almacenamientos MTP
Хранилище только для чтения,Almacenamiento de solo lectura
Хэш версии              : {},Hash de la versión              : {}
Целевая запись о контенте не найдена,Registro de contenido de destino no encontrado
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,FALTA PARTE DEL CONTENIDO. EL JUEGO NO FUNCIONARÁ
Число транзисторов: {:>3},Número de transistores: {:>3}
Число уникальных сыграных игр : {},Número de juegos únicos jugados : {}
Число ходов:        {:>3},Número de saltos:   {:>3}
Читать дату файлов,Leer fecha de archivos
Чтение каталога...,Leyendo directorio...
Чтение списка файлов...,Leyendo lista de archivos...
Что-то плохое грядёт,Algo malo está por venir
Что-то пошло не так. Пропускаем оставшийся файл,Algo salió mal. Omitiendo el resto del archivo
"Чтобы вернуться, нажмите B","Para volver, presiona B"
Шадок у Гиби,Shadok en Gibi
Шифрование секции ,Cifrando sección
Экзосфера очищает CAL0      : {},Exosphère limpia CAL0      : {}
Экран                 : ({:08X}) {},Pantalla                 : ({:08X}) {}
Экспорт SDK,Exportar SDK
Экспортировать,Exportar
Экспортировать SDK,Exportar SDK
Это действие будет нельзя отменить,Esta acción no se puede deshacer
Язык                    : {},Idioma                    : {}
Январь,Enero
Японский,Japonés
Ярлык   : ,Etiqueta:
Ярлык для DBI,Acceso directo a DBI
"больше шансов, что оно заработает». Их",probabilidades hay de que funcione». Su
быстро проникли в планы шадоков и,rápidamente descubrieron los planes de los shadoks y
"всякий раз, когда растение расцветает",cada vez que una planta florece
"выражениях: «Чем больше неудач, тем","palabras: «Cuantos más fracasos, más"
"вычислили, что у них есть по крайней",calculado que tienen al menos
да,sí
заработает… И они торопятся поскорее,funcione... Y se apresuran a realizar
"и дает транзистор, они мчатся, чтобы","y da un transistor, corren para"
"и не кончилось успехом». Или, в других","y no termine en éxito». O, en otras"
"мере один шанс из миллиона, что она",una posibilidad entre un millón de que
миллионная заработает».,funcione».
не является LFS папкой,no es una carpeta LFS
не является LFS папкой игры,no es una carpeta LFS de juego
нет,no
"ничего, что бы непрерывно продолжалось",nada que continúe ininterrumpidamente
"но окружили его со всех сторон, и","pero lo rodearon por todos lados, y"
"опытов, чтобы быть уверенными, что",para asegurarse de que el millonésimo
осуществить 999999 первых неудачных,"los primeros 999,999 intentos fallidos"
"очень умные благодаря своим шляпам,","muy inteligentes gracias a sus sombreros,"
"планету гиби искать транзисторы. Гиби,","al planeta de los gibis a buscar transistores. Los gibis,"
постоянно кончаясь неудачами.,terminando constantemente en fracasos.
принципов шадокской логики: «Нет,de la lógica shadok: «No hay
"ракета еще несовершенна, но они","cohete aún no es perfecto, pero han"
"растений, произрастающих на огородах.",de plantas que crecen en sus huertos.
решили позабавиться. Они позволили,decidieron divertirse. Permitieron
"ZL/ZR - смена даты, Y - период","ZL/ZR - cambiar fecha, Y - período"
собрать урожай прежде шадока.,recoger la cosecha antes que el shadok.
"терпят неудачу потому, что не хватает",fallan porque faltan transistores
транзисторов в системах безопасности.,en los sistemas de seguridad.
"шадоку забраться в один из их огородов,","que el shadok entrara en uno de sus huertos,"
"Получено: {}, (скорость не определена)","Recibido: {}, (velocidad indefinida)"
Игры добавлены в список исключений,Juegos añadidos a la lista de exclusión
Новых игр в список исключений добавлено не было,No se añadieron nuevos juegos a la lista de exclusión
"Интервал автобекапа сейвов, дни","Intervalo auto-backup guard., días"
Просмотр МТР устройства [{}],Ver dispositivo MTP [{}]
Просмотр USB диска [{}],Ver disco USB [{}]
Заряд батареи (сырое значение) : {},Carga de la batería (valor bruto) : {}
ru,es
Конфигурация зарядки            : {},Configuración de carga          : {}
Режим Hi-Z включён              : {},Modo Hi-Z activado              : {}
Зарядка батареи включена        : {},Carga de batería activada       : {}
Маршрут электропитания          : {},Ruta de energía                 : {}
Напряжение источника            : {} mV,Voltaje de fuente               : {} mV
Ток источника                   : {} mA,Corriente de fuente             : {} mA
Быстрая зарядка разрешена       : {},Carga rápida permitida          : {}
[CRC ОШИБКА ФАЙЛА],[ERROR DE CRC DEL ARCHIVO]
Целевая прошивка            : {}.{}.{},Firmware destino            : {}.{}.{}
Поддерживаемая версия HOS   : {},Versión HOS soportada       : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Se descargará e instalará el firmware del sistema desde {}.\n\nPresione (+) para continuar\nCualquier otro botón para cancelar
Распаковка архива не удалась,Fallo al descomprimir el archivo
Сканирование архива не удалось,Fallo al escanear el archivo
Установить все обновления из этой папки,Instalar actualizaciones de esta carpeta
Япония,Japón
Русский,Ruso
Февраль,Febrero
Октябрь,Octubre
[HASH MISMATCH: GC ➡ eShop],[HASH DISCORDE: GC->eShop]
Ноябрь,Noviembre
 {} минут,{} minutos
Игрок,Jugador
Время,Tiempo
Язык    : ,Idioma  :
Контент,Contenido
[HASH: OK],[HASH: OK]
Красная,Rojo
Путь    : ,Ruta    :
  Жак Руксель. Великолепие навыворот.,  Jacques Rouxel. La magnificencia al revés.
[HASH MISMATCH: Неисправимо],[HASH NO COINCIDE: Irreparable]
[ПРЕД],[AVISO]
Альбом,Álbum
Выход,Salir
и т.д...,etc...
{} бекап,Copia de {}
874,874
Пишется тело: {}/{}MB \r,Escribiendo cuerpo: {}/{}MB \r
Пишется скриншот\n,Guardando captura\n
Пишется таблица хешей\n,Escribiendo tabla hash\n
Пишется подпись видео\n,Escribiendo firma de video\n
Операция завершена\n,Operación completada\n
Предел входного тока (буст)     : {} mA,Límite corr. entrada (boost)    : {} mA
Предел тока быстрой зарядки     : {} mA,Límite corr. carga rápida       : {} mA
Напряжение батареи              : {} mV,Voltaje de batería              : {} mV
Контроллер источника получен    : {},Controlador fuente recibido     : {}
OTG Запрошен                    : {},OTG Solicitado                  : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",Se descargará e instalará el firmware del sistema desde {}.\n\n¡ATENCIÓN! Parece que Atmosphere no soporta esta versión.\n\nPresione (+) para continuar\nCualquier otro botón para cancelar
Копирование файла не удалось,Fallo al copiar el archivo
Daybreak.nro не найден,Daybreak.nro no encontrado
Изображение добавлено в альбом,Imagen añadida al álbum
Ошибка добавления изобржения в альбом: {},Error al añadir imagen al álbum: {}
Добавить в альбом,Añadir al álbum
Анализ mp4 файла,Analizando archivo mp4
Длительность: {},Duración: {}
ОШИБКА! Файл не содержит один видео трек,¡ERROR! El archivo no contiene una pista de video
ОШИБКА! Файл не содержит один аудио трек,¡ERROR! El archivo no contiene una pista de audio
ОШИБКА! У видео трека неподдерживаемый кодек,¡ERROR! Códec de video no soportado
ОШИБКА! У аудио трека неподдерживаемый кодек,¡ERROR! Códec de audio no soportado
ОШИБКА! Аудио трек не стерео,¡ERROR! La pista de audio no es estéreo
[{}] Общий тикет для {},[{}] Ticket común para {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,¡ERROR! Frecuencia de muestreo de audio inadecuada
ОШИБКА! У видео трека неподходящая ширина,¡ERROR! Ancho de video inadecuado
ОШИБКА! У видео трека неподходящая высота,¡ERROR! Altura de video inadecuada
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,¡ATENCIÓN! El flujo de video puede contener B-Frames. Podría no reproducirse
"Похоже, это не MP4 файл",Parece que no es un archivo MP4
Открыть как RomFS,Abrir como RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Tu tarjeta SD es una falsificación. Se recomienda reemplazar la tarjeta SD por una verificada.
[{}] Персональный тикет для {},[{}] Ticket personal para {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Parece que tu tarjeta SD es falsa.\n\nEs posible que haya problemas al instalar juegos.\nEn este caso, se recomienda reemplazar la tarjeta SD por una verificada."
Информация о SD карте,Información de la tarjeta SD
Производитель    : {:s} ({:02X}),Fabricante    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Nombre producto  : {:s}
Ревизия продукта : {:s},Revisión del producto : {:s}
Серийный номер   : {:s},Número de serie   : {:s}
[ПОДПИСЬ: DBI],[FIRMA: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Tiempo de juego    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR cambiar fecha, Y periodo, X ordenar, (+) seleccionar usuario"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB de {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X seleccionar, Y invertir selección, (+) menú, R3 ordenar, L3 iniciar"
Создать все известные ({}),Crear todos los conocidos ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X seleccionar, Y invertir selección, (+) menú, L3 iniciar"
"DPAD или стики для перемещения, (+) Настройки","DPAD o sticks para moverse, (+) Ajustes"
Просмотр HTTP/FTP/Github сервера...,Ver servidor HTTP/FTP/Github...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Seleccionar, Y Invertir selección, (+) Menú, R3 Ordenar"
"X выбор, Y обр. выбор, (+) меню","X seleccionar, Y sel. inv., (+) menú"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X seleccionar, Y invertir selección, A abrir, (-) 2.º panel, (+) menú"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X selecc., Y selecc. inv., ⬅/➡ cambiar panel, (-) cerrar, (+) menú"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[FRAGMENTO DELTA NO NECESARIO]
[КОНТЕНТ ОТСУТСТВУЕТ],[CONTENIDO FALTANTE]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NO SE PUEDE CREAR MARCADOR]
[НЕДОСТАТОЧНО МЕСТА],[ESPACIO INSUFICIENTE]
  Кодировка...,  Codificación...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[COMPRESIÓN DESCONOCIDA]
[ОТСУТСТВУЕТ],[FALTA]
[ОШБК],[ERROR]
[ОШИБКА NCA MAGIC],[ERROR DE NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[ERROR AL ESCRIBIR EN MARCADOR]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ERROR DE DESCOMPRESIÓN ZSTD: {}]
[ОШИБКА РАСПАКОВКИ],[ERROR DE DESCOMPRESIÓN]
[ОШИБКА],[ERROR]
[ОШИБКА] Отсутствует URL списка обновлений,[ERROR] Falta la URL de la lista de actualizaciones
[ПЕРЕДАЧА OK],[TRANSFERENCIA OK]
  Применить,  Aplicar
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFERENCIA INTERRUMPIDA]
[ПОВРЕЖДЁННЫЙ NCA],[NCA DAÑADO]
[ПОДПИСЬ: OK],[FIRMA: OK]
[ПОДПИСЬ: XCI➡NSP],[FIRMA: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[FIRMA: Falsa]
[СТАРАЯ ПРОШИВКА],[FIRMWARE ANTIGUO]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[SE REQUIERE MODO DE TÍTULO]
[ФАЙЛ ПОВРЕЖДЁН],[ARCHIVO DAÑADO]
[ХЕШ ИСПРАВЛЕН],[HASH CORREGIDO]
  Редактирование,  Edición
[ХЕШ НЕ СОВПАДАЕТ],[HASH NO COINCIDE]
\nНачало обработки dlc {}: {:016X},\nIniciando procesamiento de dlc {}: {:016X}
\nНачало обработки программы {},\nIniciando procesamiento del programa {}
\nНачало создания Data.nca,\nIniciando creación de Data.nca
\nНачало создания Meta.nca,\nIniciando creación de Meta.nca
\nОшибка USB обмена,\nError de comunicación USB
\nСборка PFS0,\nEnsamblando PFS0
\nСборка RomFS,\nEnsamblando RomFS
\nСекция 0,\nSección 0
\nСекция 1,\nSección 1
 (по времени игры), (por tiempo de juego)
\nСекция 2,\nSección 2
\nСоздан NSP: {},\nNSP creado: {}
\nШифрование NCA,\nCifrando NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Total: {} hora
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Total: {} horas
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Total: {} horas
{:4d} {}. Всего: {} час,{:4d} {}. Total: {} hora
{:4d} {}. Всего: {} часа,{:4d} {}. Total: {} horas
{:4d} {}. Всего: {} часов,{:4d} {}. Total: {} horas
 (по названию игры), (por título del juego)
{:4d}. Всего: {} час,{:4d}. Total: {} hora
{:4d}. Всего: {} часа,{:4d}. Total: {} horas
{:4d}. Всего: {} часов,{:4d}. Total: {} horas
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objetos procesados. {:>5} registros encontrados...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB ya descargados...\r
{} cохранение,{} guardado
{} cохранений,{} guardados
{} cохранения,{} guardados
 (по числу запусков), (por número de inicios)
{} бекапа,Copia de {}
{} бекапов,{} copias
{} записей ({}),{} registros ({})
{} записи ({}),{} registros ({})
{} запись ({}),{} registro ({})
{} игр ({}),{} juegos({})
{} игра ({}),{} juego ({})
{} игры ({}),{} juegos ({})
{} сохранение,{} guardado
{} сохранений,{} guardados
{} сохранения,{} guardados
{} тикет,{} ticket
{} тикета,Ticket de {}
{} тикетов,{} tickets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Prom: {:.1f} MB/s, Act: {:.1f} MB/s) Rest. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} registro perdido
{}: {} потерянных записей,{}: {} registros perdidos
{}: {} потерянных записи,{}: {} registros perdidos
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} Cifrado: {} Tamaño de instalación: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [NO SE PUEDE ABRIR EL ARCHIVO]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: omitiendo {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nLa restauración de la copia de seguridad falló\n\nPresiona A para abortar, otro botón para continuar"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB de {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«La situación de los shadoks es satisfactoria.
Ёмкость с завода   : {} mAh,Capacidad de fábrica   : {} mAh
АВТО,AUTO
Аватар установлен,Avatar establecido
Август,Agosto
Австралия,Australia
Автозапуск FTP: ,Autoiniciar FTP:
Автозапуск MTP,Autoiniciar MTP
Автозапуск списка homebrew,Autoiniciar lista de homebrew
Автоповтор кнопок при удержании,Repetición automática de botones al mantener
Автор   : ,Autor   :
Агрументы для ярлыка,Argumentos para acceso directo
Адрес FTP сервера: {},Dirección del servidor FTP: {}
Адрес HTTP сервера: {},Dirección del servidor HTTP: {}
 {:>5} часа, {:>5} horas
Альбом (0°),Horizontal (0°)
Американский английский,Inglés americano
Апрель,Abril
База этой игры не самодостаточна. Не забудьте установить обновление,La base de este juego no es autosuficiente. No olvide instalar la actualización
Базовое хранилище: ,Almacenamiento base:
Бекапы,Copias
Бекапы сохранений ({}),Copias de guardados ({})
Британский английский,Inglés británico
 {:>5} часов, {:>5} horas
В альбоме найден {} объект,Se encontró {} objeto en el álbum
В альбоме найдено {} объекта,Se encontraron {} objetos en el álbum
В альбоме найдено {} объектов,Se encontraron {} objetos en el álbum
В альбоме отсутствуют объекты,No hay objetos en el álbum
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Faltan claves en /switch/prod.keys.\n\nAlgunas funciones no estarán disponibles.\n\nReinicia en Hekate y usa el payload Lockpick_RCM.bin\npara volcar claves de SysNAND.
ВНИМАНИЕ ,ATENCIÓN
ВНИМАНИЕ! ,¡ATENCIÓN!
ВНИМАНИЕ! Тайтл {:016X} не установлен,¡ATENCIÓN! El título {:016X} no está instalado
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),¡ATENCIÓN! La versión instalada ({}) no coincide con la deseada ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,SE ENCONTRARON ERRORES DURANTE LA TRANSFERENCIA DEL ARCHIVO. INSTALACIÓN INTERRUMPIDA
 {} в чёрном списке., {} en la lista negra.
Введите URL сервера (HTTP или (S)FTP),Ingrese la URL del servidor (HTTP o (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Ingrese los argumentos para el acceso directo o déjelo vacío
Введите желаемый номер страницы,Ingrese el número de página deseado
Введите новое имя,Ingrese el nuevo nombre
Введите новое имя каталога,Ingrese el nuevo nombre del directorio
Введите новое имя файла,Ingrese el nuevo nombre del archivo
Введите номер DLC,Ingrese el número de DLC
Версия  : ,Versión :
Версия {} [v{}],Versión {} [v{}]
Версия атмосферы            : {}.{}.{},Versión de Atmosphère            : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Versión del firmware         : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,"En lugar del usuario {}, usar:"
Внимание! ,¡Atención!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,¡Atención!\nAlgunos archivos estaban bloqueados y fueron omitidos.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Durante el análisis de\n\n{}\n\nocurrió el siguiente error:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Hubo errores durante la instalación de los tickets. Verifique la presencia de parches de firma ES
Во время экспорта были ошибки,Hubo errores durante la exportación
Возраст батареи                 : {}%,Edad de la batería                 : {}%
Возраст батареи                : {},Edad de la batería                : {}
Возраст батареи                : {}%,Edad de la batería                : {}%
 {} минута, {} minuto
Возрастной рейтинг,Clasificación por edad
Восстановить,Restaurar
Восстановить бекап...,Restaurar copia...
Восстановить для...,Restaurar para...
Восстановить как бекап сохранения,Restaurar como copia de guardado
Восстановление бекапа,Restaurando copia de seguridad
Восстановление не удалось,La restauración falló
Восстановление успешно,Restauración exitosa
Восстановление: {},Restaurando: {}
 {} минуты, {} minutos
Время гашения экрана в секундах,Tiempo de apagado de pantalla en segundos
Время игры: {:02}:{:02}:{:02},Tiempo de juego: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Tiempo de transferencia {:d}:{:02d}:{:02d}
Все игровые сессии,Todas las sesiones de juego
Все игроки,Todos los jugadores
Все объекты,Todos los objetos
Все файлы в порядке,Todos los archivos están bien
Всего {} байт получен,Total de {} bytes recibidos
Всего {} байт послан,Total de {} bytes enviados
Всего {} байта получено,Total de {} bytes recibidos
 Да,Sí
Всего {} байта послано,Total de {} bytes enviados
Всего {} байтов получено,Total de {} bytes recibidos
Всего {} байтов послано,Total de {} bytes enviados
Всего записей: {},Total de registros: {}
Всего освобождено места : ,Espacio total liberado:
Всего отослано: {} ({}/сек),Total enviado: {} ({}/s)
Всего программ: {},Total de programas: {}
Вставить,Pegar
Вставка...,Insertando...
Всё время. Всего: {} час,Todo el tiempo. Total: {} hora
 Да ,Sí
