original,translation
Удаление {} сохранений,Trinama {} įrašų
Удаление {} сохранения,Trinama {} įrašai
Удаление бекапов,Ats. kopijų trynimas
Удаление записи об игре...,Žaidimo įrašo trynimas...
Удаление игр,Žaidimų trynimas
Удаление игры ,Žaidimo trynimas
Удаление игры целиком: [{}],Viso žaidimo trynimas: [{}]
"SSID: {}, Пароль: {}","SSID: {}, Slaptažodis: {}"
Удаление каталога LFS,LFS katalogo trynimas
Удаление контента,Turinio trynimas
Удаление настроек родительского контроля...,Tėvų kontrolės nustatymų trynimas...
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,"Ištrinti nepavyko.\n\nSpauskite bet ką, kad tęstumėte"
Удаление неиспользуемого {}...,Trinamas nenaudojamas {}...
Удаление плейсхолдера...,Vietos rezervatoriaus trynimas...
Удаление пользователя,Vartotojo trynimas
Удаление пользователя...,Vartotojo trynimas...
Удаление ранее установленных файлов...,Anksčiau įdiegtų failų trynimas...
Удаление родительского контроля,Tėvų kontrolės trynimas
SaveFS очищена,SaveFS išvalyta
Удаление связи с Nintendo account...,Nintendo account ryšio trynimas...
Удаление сохранений,Įrašų trynimas
Удаление сохранения целиком,Viso įrašo trynimas
Удаление старого     {}...,Trinamas senas     {}...
Удаление старого файла {}...,Trinamas senas failas {}...
Удаление старой записи об игре...,Trinamas senas žaidimo įrašas...
Удаление старой папки {}...,Trinamas senas aplankas {}...
Удаление тайтла: [{}],Pavadinimo trynimas: [{}]
Удаление тикетов ({}),Tiketų trynimas ({})
Удаление...,Trinama...
TempC0               : {:04x},TempC0               : {:04x}
Удалить,Ištrinti
Удалить LFS,Ištrinti LFS
Удалить сохранения,Ištrinti įrašus
Удалить старые бекапы,Ištrinti senas ats. kopijas
Удаляется {} из {}...,Trinama {} iš {}...
Удаляется {}...,Trinama {}...
Удаляется бекап ,Trinama ats. kopija
Удаляется запись о контенте...,Trinamas turinio įrašas...
Удаляется запись об игре...,Trinamas žaidimo įrašas...
Удаляется игра и весь связанный контент,Trinamas žaidimas ir susijęs turinys
Titlekey не может быть инициализирован,Titlekey negali būti inicijuotas
Удаляется папка LFS...,Trinamas LFS aplankas...
Удаляется пустая папка,Trinamas tuščias aplankas
Удаляется сохранение {}...,Trinamas įrašas {}...
Удаляется старая запись о контенте...,Trinamas senas turinio įrašas...
Удаляется старый cnmt.nca...,Trinamas senas cnmt.nca...
Удаляется тикет: {}...,Trinamas tiketas: {}...
Удалять после установки: ,Trinti po diegimo:
Удаляются все объекты из альбома для игры,Trinami visi albumo objektai žaidimui
Удаляются все сохранения для игры,Trinami visi žaidimo įrašai
Удаляются сохранения...,Trinami įrašai...
"UID: {}, Ник: {}","UID: {}, Nikas: {}"
Удалённые,Ištrinti
Удачный экспорт,Sėkmingas eksportas
Уделение старого тикета...,Trinamas senas tiketas...
Упаковка каталога в RomFS,Katalogo pakavimas į RomFS
Упрощенный китайский,Supaprastinta kinų
Уровень заряда батареи         : {},Baterijos įkrovos lygis        : {}
Успешно разобран как PFS0 файл,Sėkmingai išanalizuotas kaip PFS0
Устанавливается {},Diegiama {}
Установить как аватар...,Nustatyti kaip avatarą...
Установка,Diegimas
URL для проверки обновлений,URL atnaujinimų tikrinimui
Установка анлокера...,Atrakintojo diegimas...
Установка завершена,Diegimas baigtas
Установка игр (NAND),Žaidimų diegimas (NAND)
Установка игр (SD Card),Žaidimų diegimas (SD)
Установка игры завершена,Žaidimo diegimas baigtas
Установка обновлений игр,Žaidimų atnaujinimų diegimas
Установка прервана,Diegimas nutrauktas
Установка с картриджа,Diegimas iš kasetės
Установка тайтлов ({}/{}),Pavadinimų diegimas ({}/{})
Установка через DBIbackend,Diegimas per DBIbackend
USB Соединение,USB Ryšys
Установка ярлыка...,Nuorodos diegimas...
Установлен,Įdiegtas
Установленные,Įdiegti
Установленные homebrew,Įdiegti homebrew
Установленные homebrew ({}),Įdiegti homebrew ({})
Установленные игры,Įdiegti žaidimai
Установленные тикеты,Įdiegti tiketai
Установленные тикеты ({}),Įdiegti tiketai ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,"Failas pažeistas, negalima įdiegti. Nerasta HEAD signatūra"
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,"Failas pažeistas, negalima įdiegti. Nerasta HFS0 signatūra root skirsnyje"
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Wireless LAN MAC adresas: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,"Failas pažeistas, negalima įdiegti. Nerasta HFS0 signatūra secure skirsnyje"
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,"Failas pažeistas, negalima įdiegti. Nerasta PFS0 signatūra"
Файл слишком большой для хранилища,Failas per didelis saugyklai
Файл: {},Failas: {}
Фиксация ФС...,FS fiksavimas...
Финальный размер: {},Galutinis dydis: {}
Формирование списка...,Sąrašo formavimas...
Форсированный язык    : {},Priverstinė kalba     : {}
Форсированный язык    : {} ({}),Priverstinė kalba     : {} ({})
  Автоопределение,Automatinis aptikimas
Форсировано вклчение USB 3.0: {},Priverstinis USB 3.0 įjungimas: {}
Форсировать UTF-8,Priversti UTF-8
Форсировать язык,Priversti kalbą
Французский,Prancūzų
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,MTP saugyklos
Хранилище только для чтения,Saugykla tik skaitymui
Хэш версии              : {},Versijos maiša          : {}
Целевая запись о контенте не найдена,Tikslinis turinio įrašas nerastas
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,TRŪKSTA DALIES TURINIO. ŽAIDIMAS NEVEIKS
Число транзисторов: {:>3},Tranzistorių skaičius: {:>3}
Число уникальных сыграных игр : {},Unikalių žaistų žaidimų skaičius: {}
Число ходов:        {:>3},Ėjimų skaičius:     {:>3}
Читать дату файлов,Skaityti failų datą
Чтение каталога...,Katalogo skaitymas...
Чтение списка файлов...,Failų sąrašo skaitymas...
Что-то плохое грядёт,Kažkas blogo artėja
Что-то пошло не так. Пропускаем оставшийся файл,Kažkas ne taip. Praleidžiamas likęs failas
"Чтобы вернуться, нажмите B","Norėdami grįžti, spauskite B"
Шадок у Гиби,Šadokas pas Gibi
Шифрование секции ,Sekcijos šifravimas
Экзосфера очищает CAL0      : {},Exosphere valo CAL0         : {}
Экран                 : ({:08X}) {},Ekranas               : ({:08X}) {}
Экспорт SDK,SDK eksportas
Экспортировать,Eksportuoti
Экспортировать SDK,Eksportuoti SDK
Это действие будет нельзя отменить,Šio veiksmo negalima atšaukti
Язык                    : {},Kalba                   : {}
Январь,Sausis
Японский,Japonų
Ярлык   : ,Nuoroda :
Ярлык для DBI,DBI nuoroda
"больше шансов, что оно заработает». Их","daugiau šansų, kad suveiks». Jų"
быстро проникли в планы шадоков и,greit perprato šadokų planus ir
"всякий раз, когда растение расцветает","kaskart, kai augalas pražysta"
"выражениях: «Чем больше неудач, тем","posakiuose: «Kuo daugiau nesėkmių,"
"вычислили, что у них есть по крайней","apskaičiavo, kad jie turi bent"
да,Taip
заработает… И они торопятся поскорее,suveiks... Ir jie skuba kuo greičiau
"и дает транзистор, они мчатся, чтобы","ir duoda tranzistorių, jie lekia,"
"и не кончилось успехом». Или, в других",ir nesibaigė sėkme». Arba kituose
"мере один шанс из миллиона, что она","vieną šansą iš milijono, kad ji"
миллионная заработает».,milijoninė suveiks».
не является LFS папкой,nėra LFS aplankas
не является LFS папкой игры,nėra žaidimo LFS aplankas
нет,Ne
"ничего, что бы непрерывно продолжалось","nieko, kas tęstųsi nuolat"
"но окружили его со всех сторон, и",bet apsupo jį iš visų pusių ir
"опытов, чтобы быть уверенными, что","bandymų, kad būtų tikri, jog"
осуществить 999999 первых неудачных,atlikti 999999 pirmus nesėkmingus
"очень умные благодаря своим шляпам,","labai protingi dėl savo skrybėlių,"
"планету гиби искать транзисторы. Гиби,","Gibi planetą ieškoti tranzistorių. Gibiai,"
постоянно кончаясь неудачами.,nuolat baigiantis nesėkmėmis.
принципов шадокской логики: «Нет,šadokų logikos principų: «Nėra
"ракета еще несовершенна, но они","raketa dar netobula, bet jie"
"растений, произрастающих на огородах.","augalų, augančių daržuose."
решили позабавиться. Они позволили,nusprendė pasilinksminti. Leido
"ZL/ZR - смена даты, Y - период","ZL/ZR - keisti datą, Y - laikotarpis"
собрать урожай прежде шадока.,nuimti derlių anksčiau nei šadokas.
"терпят неудачу потому, что не хватает","patiria nesėkmę, nes trūksta"
транзисторов в системах безопасности.,tranzistorių saugumo sistemose.
"шадоку забраться в один из их огородов,","šadokui įlįsti į vieną jų daržų,"
"Получено: {}, (скорость не определена)","Gauta: {}, (greitis nenustatytas)"
Игры добавлены в список исключений,Žaidimai pridėti į išimčių sąrašą
Новых игр в список исключений добавлено не было,Į išimčių sąrašą naujų žaidimų nepridėta
"Интервал автобекапа сейвов, дни","Išsaugojimų automatinio kopijavimo intervalas, dienos"
Просмотр МТР устройства [{}],MTP įrenginio peržiūra [{}]
Просмотр USB диска [{}],USB disko peržiūra [{}]
Заряд батареи (сырое значение) : {},Baterijos įkrova (neapdorota)  : {}
ru,lt
Конфигурация зарядки            : {},Įkrovimo konfigūracija          : {}
Режим Hi-Z включён              : {},Hi-Z režimas įjungtas           : {}
Зарядка батареи включена        : {},Baterijos įkrovimas įjungtas    : {}
Маршрут электропитания          : {},Maitinimo maršrutas             : {}
Напряжение источника            : {} mV,Šaltinio įtampa                 : {} mV
Ток источника                   : {} mA,Šaltinio srovė                  : {} mA
Быстрая зарядка разрешена       : {},Greitas įkrovimas leistinas     : {}
[CRC ОШИБКА ФАЙЛА],[CRC FAILO KLAIDA]
Целевая прошивка            : {}.{}.{},Tikslinė versija            : {}.{}.{}
Поддерживаемая версия HOS   : {},Palaikoma HOS versija       : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,"Bus atsisiųsta ir įdiegta sistemos programinė įranga iš failo {}.\n\nSpauskite (+) norėdami tęsti\nBet kurį kitą mygtuką, kad atšauktumėte"
Распаковка архива не удалась,Archyvo išskleidimas nepavyko
Сканирование архива не удалось,Archyvo nuskaitymas nepavyko
Установить все обновления из этой папки,Įdiegti visus atnaujinimus iš šio aplanko
Япония,Japonija
Русский,Rusų
Февраль,Vasaris
Октябрь,Spalis
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,Lapkritis
 {} минут,{} min.
Игрок,Žaidėjas
Время,Laikas
Язык    : ,Kalba   :
Контент,Turinys
[HASH: OK],[HASH: OK]
Красная,Raudona
Путь    : ,Kelias  :
  Жак Руксель. Великолепие навыворот.,Jacques Rouxel. Didybė išvirkščiai.
[HASH MISMATCH: Неисправимо],[HASH MISMATCH: Nepataisoma]
[ПРЕД],[ĮSP]
Альбом,Albumas
Выход,Išeiti
и т.д...,ir t.t...
{} бекап,{} ats. kop.
874,874
Пишется тело: {}/{}MB \r,Įrašoma: {}/{}MB \r
Пишется скриншот\n,Įrašoma ekrano kopija\n
Пишется таблица хешей\n,Įrašoma maišos lentelė\n
Пишется подпись видео\n,Įrašomas vaizdo parašas\n
Операция завершена\n,Operacija baigta\n
Предел входного тока (буст)     : {} mA,Įėjimo srovės riba (boost)      : {} mA
Предел тока быстрой зарядки     : {} mA,Greito įkrovimo srovės riba     : {} mA
Напряжение батареи              : {} mV,Baterijos įtampa                : {} mV
Контроллер источника получен    : {},Šaltinio valdiklis gautas       : {}
OTG Запрошен                    : {},OTG užklaustas                  : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены","Bus atsisiųsta ir įdiegta sistemos programinė įranga iš failo {}.\n\nDĖMESIO!!! Panašu, kad ši versija nepalaikoma dabartinės Atmosphere.\n\nSpauskite (+) norėdami tęsti\nBet kurį kitą mygtuką, kad atšauktumėte"
Копирование файла не удалось,Failo kopijavimas nepavyko
Daybreak.nro не найден,Daybreak.nro nerastas
Изображение добавлено в альбом,Paveikslėlis pridėtas į albumą
Ошибка добавления изобржения в альбом: {},Klaida pridedant paveikslėlį į albumą: {}
Добавить в альбом,Pridėti į albumą
Анализ mp4 файла,mp4 failo analizė
Длительность: {},Trukmė: {}
ОШИБКА! Файл не содержит один видео трек,KLAIDA! Faile nėra vieno vaizdo takelio
ОШИБКА! Файл не содержит один аудио трек,KLAIDA! Faile nėra vieno garso takelio
ОШИБКА! У видео трека неподдерживаемый кодек,KLAIDA! Nepalaikomas vaizdo takelio kodekas
ОШИБКА! У аудио трека неподдерживаемый кодек,KLAIDA! Nepalaikomas garso takelio kodekas
ОШИБКА! Аудио трек не стерео,KLAIDA! Garso takelis ne stereo
[{}] Общий тикет для {},[{}] Bendras bilietas {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,KLAIDA! Netinkamas garso takelio diskretizacijos dažnis
ОШИБКА! У видео трека неподходящая ширина,KLAIDA! Netinkamas vaizdo takelio plotis
ОШИБКА! У видео трека неподходящая высота,KLAIDA! Netinkamas vaizdo takelio aukštis
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,DĖMESIO! Vaizdo sraute gali būti B-Frames. Failas gali būti neatkuriamas
"Похоже, это не MP4 файл","Panašu, kad tai ne MP4 failas"
Открыть как RomFS,Atidaryti kaip RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Jūsų SD kortelė yra suklastota. Rekomenduojama pakeisti SD kortelę patikrinta.
[{}] Персональный тикет для {},[{}] Asmeninis bilietas {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Atrodo, kad jūsų SD kortelė yra suklastota.\n\nGali kilti problemų diegiant žaidimus.\nTokiu atveju rekomenduojama pakeisti SD kortelę patikrinta."
Информация о SD карте,SD kortelės informacija
Производитель    : {:s} ({:02X}),Gamintojas    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Produkto pavad.  : {:s}
Ревизия продукта : {:s},Produkto revizija : {:s}
Серийный номер   : {:s},Serijos numeris   : {:s}
[ПОДПИСЬ: DBI],[PARAŠAS: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Žaidimo laikas    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR keisti datą, Y laikotarpis, X rūšiavimas, (+) pasirinkti naudotoją"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB iš {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X pasirinkti, Y apversti pasirinkimą, (+) meniu, R3 rūšiuoti, L3 paleisti"
Создать все известные ({}),Sukurti visus žinomus ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X pasirinkti, Y apversti pasirinkimą, (+) meniu, L3 paleisti"
"DPAD или стики для перемещения, (+) Настройки","DPAD arba svirtelės judėjimui, (+) Nustatymai"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github serverio peržiūra...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X pasirinkti, Y apgręžti pasirinkimą, (+) meniu, R3 rūšiuoti"
"X выбор, Y обр. выбор, (+) меню","X pasirinkti, Y atvirkšt. pasir., (+) meniu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X pasirinkti, Y apversti pasirinkimą, A atidaryti, (-) 2-as skydelis, (+) meniu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X pasirinkti, Y atvirkšt. pasirinkti, ⬅/➡ keisti skydelį, (-) uždaryti, (+) meniu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA FRAGMENTAS NEREIKALINGAS]
[КОНТЕНТ ОТСУТСТВУЕТ],[TURINIO NĖRA]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NEGALIMA SUKURTI VIETOS LAIKIKLIO]
[НЕДОСТАТОЧНО МЕСТА],[NEPAKANKA VIETOS]
  Кодировка...,Koduotė...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[NEŽINOMAS SUSPAUDIMAS]
[ОТСУТСТВУЕТ],[NĖRA]
[ОШБК],[KLD]
[ОШИБКА NCA MAGIC],[NCA MAGIC KLAIDA]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[ĮRAŠYMO Į VIETOS LAIKIKLĮ KLAIDA]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD IŠPAKAVIMO KLAIDA: {}]
[ОШИБКА РАСПАКОВКИ],[IŠPAKAVIMO KLAIDA]
[ОШИБКА],[KLAIDA]
[ОШИБКА] Отсутствует URL списка обновлений,[KLAIDA] Nėra atnaujinimų sąrašo URL
[ПЕРЕДАЧА OK],[PERDAVIMAS OK]
  Применить,Taikyti
[ПЕРЕДАЧА ПРЕРВАНА],[PERDAVIMAS NUTRAUKTAS]
[ПОВРЕЖДЁННЫЙ NCA],[SUGADINTAS NCA]
[ПОДПИСЬ: OK],[PARAŠAS: OK]
[ПОДПИСЬ: XCI➡NSP],[PARAŠAS: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[PARAŠAS: Suklastotas]
[СТАРАЯ ПРОШИВКА],[SENA PROGRAMINĖ ĮRANGA]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[REIKALINGAS PAVADINIMO REŽIMAS]
[ФАЙЛ ПОВРЕЖДЁН],[FAILAS SUGADINTAS]
[ХЕШ ИСПРАВЛЕН],[HASH PATAISYTAS]
  Редактирование,Redagavimas
[ХЕШ НЕ СОВПАДАЕТ],[HASH NESUTAMPA]
\nНачало обработки dlc {}: {:016X},\nPradedamas dlc apdorojimas {}: {:016X}
\nНачало обработки программы {},\nPradedamas programos apdorojimas {}
\nНачало создания Data.nca,\nPradedamas Data.nca kūrimas
\nНачало создания Meta.nca,\nPradedamas Meta.nca kūrimas
\nОшибка USB обмена,\nUSB mainų klaida
\nСборка PFS0,\nPFS0 surinkimas
\nСборка RomFS,\nRomFS surinkimas
\nСекция 0,\nSekcija 0
\nСекция 1,\nSekcija 1
 (по времени игры),(pagal žaidimo laiką)
\nСекция 2,\nSekcija 2
\nСоздан NSP: {},\nSukurtas NSP: {}
\nШифрование NCA,\nNCA šifravimas
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Iš viso: {} val.
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Iš viso: {} val.
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Iš viso: {} val.
{:4d} {}. Всего: {} час,{:4d} {}. Iš viso: {} val.
{:4d} {}. Всего: {} часа,{:4d} {}. Iš viso: {} val.
{:4d} {}. Всего: {} часов,{:4d} {}. Iš viso: {} val.
 (по названию игры),(pagal žaidimo pavadinimą)
{:4d}. Всего: {} час,{:4d}. Iš viso: {} val.
{:4d}. Всего: {} часа,{:4d}. Iš viso: {} val.
{:4d}. Всего: {} часов,{:4d}. Iš viso: {} val.
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objektų apdorota. {:>5} įrašų rasta...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB jau atsisiųsta...\r
{} cохранение,{} išsaugojimas
{} cохранений,{} išsaugojimai
{} cохранения,{} išsaugojimai
 (по числу запусков),(pagal paleidimų skaičių)
{} бекапа,{} ats. kop.
{} бекапов,{} ats. kop.
{} записей ({}),{} įrašai ({})
{} записи ({}),{} įrašai ({})
{} запись ({}),{} įrašas ({})
{} игр ({}),{} žaid. ({})
{} игра ({}),{} žaid. ({})
{} игры ({}),{} žaid. ({})
{} сохранение,{} išsaugojimas
{} сохранений,{} išsaugojimai
{} сохранения,{} išsaugojimai
{} тикет,{} bilietas
{} тикета,{} bilietai
{} тикетов,{} bilietai
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Vid: {:.1f} MB/s, Dab: {:.1f} MB/s) Lik. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} prarastas įrašas
{}: {} потерянных записей,{}: {} prarasti įrašai
{}: {} потерянных записи,{}: {} prarasti įrašai
     {:<10} Шифрование: {} Размер установки: {}{:>10},{:<10} Šifravimas: {} Diegimo dydis: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ],[NEGALIMA ATIDARYTI FAILO]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: praleidžiama {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nAtsarginės kopijos atkūrimas nepavyko\n\nSpauskite A - nutraukti, kitą mygtuką - tęsti"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB iš {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«Pas šadokus situacija patenkinama.
Ёмкость с завода   : {} mAh,Gamyklinė talpa    : {} mAh
АВТО,AUTO
Аватар установлен,Avataras nustatytas
Август,Rugpjūtis
Австралия,Australija
Автозапуск FTP: ,FTP aut. paleidimas:
Автозапуск MTP,MTP aut. paleidimas
Автозапуск списка homebrew,Homebrew sąrašo aut. paleidimas
Автоповтор кнопок при удержании,Mygtukų kartojimas laikant
Автор   : ,Autorius:
Агрументы для ярлыка,Nuorodos argumentai
Адрес FTP сервера: {},FTP serverio adresas: {}
Адрес HTTP сервера: {},HTTP serverio adresas: {}
 {:>5} часа,{:>5} val.
Альбом (0°),Albumas (0°)
Американский английский,Amerikiečių anglų
Апрель,Balandis
База этой игры не самодостаточна. Не забудьте установить обновление,Šio žaidimo bazė nėra savarankiška. Nepamirškite įdiegti atnaujinimo
Базовое хранилище: ,Bazinė saugykla:
Бекапы,Ats. kopijos
Бекапы сохранений ({}),Išsaugojimų ats. kopijos ({})
Британский английский,Britų anglų
 {:>5} часов,{:>5} val.
В альбоме найден {} объект,Albume rastas {} objektas
В альбоме найдено {} объекта,Albume rasti {} objektai
В альбоме найдено {} объектов,Albume rasta {} objektų
В альбоме отсутствуют объекты,Albume nėra objektų
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Faile /switch/prod.keys trūksta raktų.\n\nDalis funkcijų neveiks.\n\nPerkraukite į Hekate ir naudokite Lockpick_RCM.bin\nraktų išgavimui iš SysNAND.
ВНИМАНИЕ ,DĖMESIO
ВНИМАНИЕ! ,DĖMESIO!
ВНИМАНИЕ! Тайтл {:016X} не установлен,DĖMESIO! {:016X} neįdiegtas
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),DĖMESIO! Įdiegta versija ({}) neatitinka norimos ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,PERDUODANT FAILĄ RASTA KLAIDŲ. DIEGIMAS NUTRAUKTAS
 {} в чёрном списке.,{} juodajame sąraše.
Введите URL сервера (HTTP или (S)FTP),Įveskite serverio URL (HTTP arba (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Įveskite nuorodos argumentus arba palikite tuščią
Введите желаемый номер страницы,Įveskite norimą puslapio numerį
Введите новое имя,Įveskite naują vardą
Введите новое имя каталога,Įveskite naują katalogo vardą
Введите новое имя файла,Įveskite naują failo vardą
Введите номер DLC,Įveskite DLC numerį
Версия  : ,Versija  :
Версия {} [v{}],Versija {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosphere versija        : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Sistemos versija        : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,Vietoj vartotojo {} naudoti:
Внимание! ,Dėmesio!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,"Dėmesio!\nKai kurie failai buvo užrakinti, todėl praleisti."
