original,translation
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Plik jest uszkodzony i nie może być zainstalowany. Nie znaleziono sygnatury PFS0
Файл слишком большой для хранилища,Plik jest za duży dla pamięci masowej
Файл: {},Plik: {}
Фиксация ФС...,Zatwierdzanie FS...
Финальный размер: {},Końcowy rozmiar: {}
Формирование списка...,Tworzenie listy...
Форсированный язык    : {},Wymuszony język    : {}
Форсированный язык    : {} ({}),Wymuszony język    : {} ({})
  Автоопределение,  Autowykrywanie
Форсировано вклчение USB 3.0: {},Wymuszone włączenie USB 3.0: {}
Форсировать UTF-8,Wymuś UTF-8
Форсировать язык,Wymuś język
Французский,Francuski
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,Pamięci MTP
Хранилище только для чтения,Pamięć masowa tylko do odczytu
Хэш версии              : {},Hash wersji              : {}
Целевая запись о контенте не найдена,Docelowy wpis zawartości nie został znaleziony
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,CZĘŚĆ ZAWARTOŚCI BRAKUJE. GRA NIE BĘDZIE DZIAŁAĆ
Число транзисторов: {:>3},Liczba tranzystorów: {:>3}
Число уникальных сыграных игр : {},Liczba unikalnych zagranych gier : {}
Число ходов:        {:>3},Liczba ruchów:      {:>3}
Читать дату файлов,Czytaj datę plików
Чтение каталога...,Odczytywanie katalogu...
Чтение списка файлов...,Odczytywanie listy plików...
Что-то плохое грядёт,Nadchodzi coś złego
Что-то пошло не так. Пропускаем оставшийся файл,Coś poszło nie tak. Pomijanie pozostałej części pliku
"Чтобы вернуться, нажмите B","Aby wrócić, naciśnij B"
Шадок у Гиби,Shadok u Gibi
Шифрование секции ,Szyfrowanie sekcji
Экзосфера очищает CAL0      : {},Exosphere czyści CAL0      : {}
Экран                 : ({:08X}) {},Ekran                 : ({:08X}) {}
Экспорт SDK,Eksport SDK
Экспортировать,Eksportuj
Экспортировать SDK,Eksportuj SDK
Это действие будет нельзя отменить,Tej operacji nie będzie można cofnąć
Язык                    : {},Język                    : {}
Январь,Styczeń
Японский,Japoński
Ярлык   : ,Etykieta:
Ярлык для DBI,Skrót do DBI
"больше шансов, что оно заработает». Их","większe szanse, że to zadziała». Ich"
быстро проникли в планы шадоков и,szybko przeniknęli plany Shadoków i
"всякий раз, когда растение расцветает","za każdym razem, gdy roślina zakwita"
"выражениях: «Чем больше неудач, тем","słowy: «Im więcej niepowodzeń, tym"
"вычислили, что у них есть по крайней","obliczyli, że mają co najmniej"
да,tak
заработает… И они торопятся поскорее,"zadziała… I spieszą się, by jak najszybciej"
"и дает транзистор, они мчатся, чтобы","i daje tranzystor, pędzą, aby"
"и не кончилось успехом». Или, в других","i nie skończyło się sukcesem». Lub, innymi"
"мере один шанс из миллиона, что она","jedną szansę na milion, że"
миллионная заработает».,milionowa zadziała».
не является LFS папкой,nie jest folderem LFS
не является LFS папкой игры,nie jest folderem LFS gry
нет,nie
"ничего, что бы непрерывно продолжалось","niczego, co by nieustannie trwało"
"но окружили его со всех сторон, и","ale otoczyli go ze wszystkich stron, i"
"опытов, чтобы быть уверенными, что","prób, aby mieć pewność, że"
осуществить 999999 первых неудачных,przeprowadzić 999999 pierwszych nieudanych
"очень умные благодаря своим шляпам,","bardzo mądrzy dzięki swoim kapeluszom,"
"планету гиби искать транзисторы. Гиби,","planetę Gibi w poszukiwaniu tranzystorów. Gibi,"
постоянно кончаясь неудачами.,ciągle kończąc się niepowodzeniem.
принципов шадокской логики: «Нет,zasad logiki Shadoków: «Nie ma
"ракета еще несовершенна, но они","rakieta jest jeszcze niedoskonała, ale"
"растений, произрастающих на огородах.",roślin rosnących w ogrodach.
решили позабавиться. Они позволили,postanowili się zabawić. Pozwolili
"ZL/ZR - смена даты, Y - период","ZL/ZR - zmiana daty, Y - okres"
собрать урожай прежде шадока.,zebrać plon przed Shadokiem.
"терпят неудачу потому, что не хватает","ponoszą porażkę, ponieważ brakuje"
транзисторов в системах безопасности.,tranzystorów w systemach bezpieczeństwa.
"шадоку забраться в один из их огородов,","Shadokowi wejść do jednego z ich ogrodów,"
"Получено: {}, (скорость не определена)","Odebrano: {}, (prędkość nieokreślona)"
Игры добавлены в список исключений,Gry dodano do listy wyjątków
Новых игр в список исключений добавлено не было,Nie dodano nowych gier do listy wyjątków
"Интервал автобекапа сейвов, дни","Interwał autobackupu save'ów, dni"
Просмотр МТР устройства [{}],Przegląd urządzenia MTP [{}]
Просмотр USB диска [{}],Przegląd dysku USB [{}]
Заряд батареи (сырое значение) : {},Naładowanie baterii (wartość surowa) : {}
ru,pl
Конфигурация зарядки            : {},Konfiguracja ładowania          : {}
Режим Hi-Z включён              : {},Tryb Hi-Z włączony              : {}
Зарядка батареи включена        : {},Ładowanie baterii włączone      : {}
Маршрут электропитания          : {},Ścieżka zasilania               : {}
Напряжение источника            : {} mV,Napięcie źródła                 : {} mV
Ток источника                   : {} mA,Prąd źródła                     : {} mA
Быстрая зарядка разрешена       : {},Szybkie ładowanie dozwolone     : {}
[CRC ОШИБКА ФАЙЛА],[BŁĄD CRC PLIKU]
Целевая прошивка            : {}.{}.{},Wersja docelowa             : {}.{}.{}
Поддерживаемая версия HOS   : {},Obsługiwana wersja HOS      : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,"Zainstalowany zostanie system z pliku {}.\n\nNaciśnij (+), aby kontynuować\nInny przycisk, aby anulować"
Распаковка архива не удалась,Błąd rozpakowywania archiwum
Сканирование архива не удалось,Błąd skanowania archiwum
Установить все обновления из этой папки,Zainstaluj aktualizacje z tego folderu
Япония,Japonia
Русский,Rosyjski
Февраль,Luty
Октябрь,Październik
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,Listopad
 {} минут,{} minut
Игрок,Gracz
Время,Czas
Язык    : ,Język   :
Контент,Zawartość
[HASH: OK],[HASH: OK]
Красная,Czerwony
Путь    : ,Ścieżka :
  Жак Руксель. Великолепие навыворот.,  Jacques Rouxel. Wspaniałość na opak.
[HASH MISMATCH: Неисправимо],[HASH MISMATCH: Nienaprawialne]
[ПРЕД],[OSTRZ]
Альбом,Album
Выход,Wyjście
и т.д...,itd...
{} бекап,{} kopia
874,874
Пишется тело: {}/{}MB \r,Zapis danych: {}/{}MB \r
Пишется скриншот\n,Zapisywanie zrzutu\n
Пишется таблица хешей\n,Zapisywanie tablicy haszy\n
Пишется подпись видео\n,Zapisywanie podpisu wideo\n
Операция завершена\n,Operacja zakończona\n
Предел входного тока (буст)     : {} mA,Limit prądu wej. (boost)        : {} mA
Предел тока быстрой зарядки     : {} mA,Limit prądu szybkiego ład.      : {} mA
Напряжение батареи              : {} mV,Napięcie baterii                : {} mV
Контроллер источника получен    : {},Kontroler źródła otrzymany      : {}
OTG Запрошен                    : {},OTG Zażądano                    : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",Zainstalowany zostanie system z pliku {}.\n\nUWAGA!!! Ta wersja chyba nie jest obsługiwana przez obecne Atmosphere.\n\nNaciśnij (+) by kontynuować\nInny przycisk anuluje
Копирование файла не удалось,Błąd kopiowania pliku
Daybreak.nro не найден,Nie znaleziono Daybreak.nro
Изображение добавлено в альбом,Obraz dodano do albumu
Ошибка добавления изобржения в альбом: {},Błąd dodawania obrazu do albumu: {}
Добавить в альбом,Dodaj do albumu
Анализ mp4 файла,Analiza pliku mp4
Длительность: {},Czas trwania: {}
ОШИБКА! Файл не содержит один видео трек,BŁĄD! Plik nie zawiera jednej ścieżki wideo
ОШИБКА! Файл не содержит один аудио трек,BŁĄD! Plik nie zawiera jednej ścieżki audio
ОШИБКА! У видео трека неподдерживаемый кодек,BŁĄD! Nieobsługiwany kodek wideo
ОШИБКА! У аудио трека неподдерживаемый кодек,BŁĄD! Nieobsługiwany kodek audio
ОШИБКА! Аудио трек не стерео,BŁĄD! Ścieżka audio nie jest stereo
[{}] Общий тикет для {},[{}] Bilet wspólny dla {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,BŁĄD! Zła częstotliwość próbkowania audio
ОШИБКА! У видео трека неподходящая ширина,BŁĄD! Nieodpowiednia szerokość wideo
ОШИБКА! У видео трека неподходящая высота,BŁĄD! Nieodpowiednia wysokość wideo
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,UWAGA! Strumień wideo może zawierać klatki B-Frame. Plik może nie działać
"Похоже, это не MP4 файл",To chyba nie jest plik MP4
Открыть как RomFS,Otwórz jako RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Twoja karta SD jest podróbką. Zaleca się wymianę karty SD na sprawdzoną.
[{}] Персональный тикет для {},[{}] Bilet osobisty dla {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Wygląda na to, że Twoja karta SD jest podróbką.\n\nMogą wystąpić problemy z instalacją gier.\nW takim przypadku zaleca się wymianę karty SD na sprawdzoną."
Информация о SD карте,Informacje o karcie SD
Производитель    : {:s} ({:02X}),Producent    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Nazwa produktu   : {:s}
Ревизия продукта : {:s},Rewizja produktu : {:s}
Серийный номер   : {:s},Numer seryjny   : {:s}
[ПОДПИСЬ: DBI],[PODPIS: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Czas gry    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR zmiana daty, Y okres, X sortowanie, (+) wybierz użytkownika"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB z {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X wybierz, Y odwróć wybór, (+) menu, R3 sortuj, L3 uruchom"
Создать все известные ({}),Stwórz wszystkie znane ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X wybierz, Y odwróć wybór, (+) menu, L3 uruchom"
"DPAD или стики для перемещения, (+) Настройки","DPAD lub drążki do poruszania się, (+) Ustawienia"
Просмотр HTTP/FTP/Github сервера...,Przeglądanie serwera HTTP/FTP/Github...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Wybierz, Y Odwróć wybór, (+) Menu, R3 Sortuj"
"X выбор, Y обр. выбор, (+) меню","X wybierz, Y odwrot. wyb., (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X wybierz, Y odwróć zaznaczenie, A otwórz, (-) 2. panel, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X wybierz, Y odwr. wybierz, ⬅/➡ zmień panel, (-) zamknij, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[FRAGMENT DELTA NIE JEST POTRZEBNY]
[КОНТЕНТ ОТСУТСТВУЕТ],[ZAWARTOŚĆ BRAKUJE]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NIE MOŻNA UTWORZYĆ PLACEHOLDERA]
[НЕДОСТАТОЧНО МЕСТА],[NIEWYSTARCZAJĄCO MIEJSCA]
  Кодировка...,  Kodowanie...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[NIEZNANA KOMPRESJA]
[ОТСУТСТВУЕТ],[BRAK]
[ОШБК],[BŁĄD]
[ОШИБКА NCA MAGIC],[BŁĄD NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[BŁĄD ZAPISU DO PLACEHOLDERA]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[BŁĄD ROZPAKOWYWANIA ZSTD: {}]
[ОШИБКА РАСПАКОВКИ],[BŁĄD ROZPAKOWYWANIA]
[ОШИБКА],[BŁĄD]
[ОШИБКА] Отсутствует URL списка обновлений,[BŁĄD] Brak URL listy aktualizacji
[ПЕРЕДАЧА OK],[TRANSFER OK]
  Применить,  Zastosuj
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFER PRZERWANY]
[ПОВРЕЖДЁННЫЙ NCA],[USZKODZONE NCA]
[ПОДПИСЬ: OK],[PODPIS: OK]
[ПОДПИСЬ: XCI➡NSP],[PODPIS: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[PODPIS: Fałszywy]
[СТАРАЯ ПРОШИВКА],[STARE OPROGRAMOWANIE]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[WYMAGANY TRYB TYTUŁU]
[ФАЙЛ ПОВРЕЖДЁН],[PLIK USZKODZONY]
[ХЕШ ИСПРАВЛЕН],[HASH NAPRAWIONY]
  Редактирование,  Edycja
[ХЕШ НЕ СОВПАДАЕТ],[HASH NIEZGODNY]
\nНачало обработки dlc {}: {:016X},\nRozpoczęcie przetwarzania dlc {}: {:016X}
\nНачало обработки программы {},\nRozpoczęcie przetwarzania programu {}
\nНачало создания Data.nca,\nRozpoczęcie tworzenia Data.nca
\nНачало создания Meta.nca,\nRozpoczęcie tworzenia Meta.nca
\nОшибка USB обмена,\nBłąd komunikacji USB
\nСборка PFS0,\nSkładanie PFS0
\nСборка RomFS,\nSkładanie RomFS
\nСекция 0,\nSekcja 0
\nСекция 1,\nSekcja 1
 (по времени игры), (według czasu gry)
\nСекция 2,\nSekcja 2
\nСоздан NSP: {},\nUtworzono NSP: {}
\nШифрование NCA,\nSzyfrowanie NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Łącznie: {} godzina
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Łącznie: {} godziny
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Łącznie: {} godzin
{:4d} {}. Всего: {} час,{:4d} {}. Łącznie: {} godzina
{:4d} {}. Всего: {} часа,{:4d} {}. Łącznie: {} godziny
{:4d} {}. Всего: {} часов,{:4d} {}. Łącznie: {} godzin
 (по названию игры), (według tytułu gry)
{:4d}. Всего: {} час,{:4d}. Łącznie: {} godzina
{:4d}. Всего: {} часа,{:4d}. Łącznie: {} godziny
{:4d}. Всего: {} часов,{:4d}. Łącznie: {} godzin
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} obiektów przetworzono. {:>5} wpisów znaleziono...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB już pobrano...\r
{} cохранение,{} zapis
{} cохранений,{} zapisów
{} cохранения,{} zapisy
 (по числу запусков), (według liczby uruchomień)
{} бекапа,{} kopii
{} бекапов,{} kopii zap.
{} записей ({}),{} wpisów ({})
{} записи ({}),{} wpisy ({})
{} запись ({}),{} wpis ({})
{} игр ({}),{} gier ({})
{} игра ({}),{} gra ({})
{} игры ({}),{} gry ({})
{} сохранение,{} zapis
{} сохранений,{} zapisów
{} сохранения,{} zapisy
{} тикет,{} ticket
{} тикета,{} biletu
{} тикетов,{} biletów
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Śr: {:.1f} MB/s, Bież: {:.1f} MB/s) Poz. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} utracony wpis
{}: {} потерянных записей,{}: {} utraconych wpisów
{}: {} потерянных записи,{}: {} utracone wpisy
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} Szyfrowanie: {} Rozmiar instalacji: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [NIE MOŻNA OTWORZYĆ PLIKU]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: pomijanie {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nPrzywracanie kopii zapasowej nie powiodło się\n\nNaciśnij A - przerwij, inny przycisk - kontynuuj"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB z {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«U Shadoków sytuacja jest zadowalająca.
Ёмкость с завода   : {} mAh,Pojemność fabryczna   : {} mAh
АВТО,AUTO
Аватар установлен,Awatar ustawiony
Август,Sierpień
Австралия,Australia
Автозапуск FTP: ,Autostart FTP:
Автозапуск MTP,Autostart MTP
Автозапуск списка homebrew,Autostart listy homebrew
Автоповтор кнопок при удержании,Autopowtarzanie przycisków przy przytrzymaniu
Автор   : ,Autor   :
Агрументы для ярлыка,Argumenty dla skrótu
Адрес FTP сервера: {},Adres serwera FTP: {}
Адрес HTTP сервера: {},Adres serwera HTTP: {}
 {:>5} часа, {:>5} godz.
Альбом (0°),Pozioma (0°)
Американский английский,Amerykański angielski
Апрель,Kwiecień
База этой игры не самодостаточна. Не забудьте установить обновление,Baza tej gry nie jest samowystarczalna. Nie zapomnij zainstalować aktualizacji
Базовое хранилище: ,Pamięć podstawowa:
Бекапы,Kopie
Бекапы сохранений ({}),Kopie zapasowe zapisów ({})
Британский английский,Brytyjski angielski
 {:>5} часов, {:>5} godzin
В альбоме найден {} объект,W albumie znaleziono {} obiekt
В альбоме найдено {} объекта,W albumie znaleziono {} obiekty
В альбоме найдено {} объектов,W albumie znaleziono {} obiektów
В альбоме отсутствуют объекты,W albumie brakuje obiektów
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,W pliku /switch/prod.keys brakuje kluczy.\n\nCzęść funkcji programu będzie niedostępna.\n\nUruchom Hekate i użyj payloadu Lockpick_RCM.bin\naby zrzucić klucze z SysNAND.
ВНИМАНИЕ ,UWAGA
ВНИМАНИЕ! ,UWAGA!
ВНИМАНИЕ! Тайтл {:016X} не установлен,UWAGA! Tytuł {:016X} nie jest zainstalowany
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),UWAGA! Zainstalowana wersja ({}) nie jest zgodna z żądaną ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,PODCZAS TRANSFERU PLIKU ZNALEZIONO BŁĘDY. INSTALACJA PRZERWANA
 {} в чёрном списке., {} na czarnej liście.
Введите URL сервера (HTTP или (S)FTP),Wprowadź URL serwera (HTTP lub (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Wprowadź argumenty dla skrótu lub pozostaw puste
Введите желаемый номер страницы,Wprowadź żądany numer strony
Введите новое имя,Wprowadź nową nazwę
Введите новое имя каталога,Wprowadź nową nazwę katalogu
Введите новое имя файла,Wprowadź nową nazwę pliku
Введите номер DLC,Wprowadź numer DLC
Версия  : ,Wersja  :
Версия {} [v{}],Wersja {} [v{}]
Версия атмосферы            : {}.{}.{},Wersja Atmosphere            : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Wersja oprogramowania         : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,Zamiast użytkownika {} użyj:
Внимание! ,Uwaga!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Uwaga!\nNiektóre pliki zostały zablokowane i pominięte.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Podczas parsowania\n\n{}\n\nwystąpił następujący błąd:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Wystąpiły błędy podczas instalacji biletów. Sprawdź obecność sigpatchy ES
Во время экспорта были ошибки,Wystąpiły błędy podczas eksportu
Возраст батареи                 : {}%,Wiek baterii                 : {}%
