original,translation
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,Kustutamine ebaõnnestus.\n\nVajuta suvalist nuppu jätkamiseks
Удаление неиспользуемого {}...,Kasutamata {} kustutamine...
Удаление плейсхолдера...,Kohatäitja kustutamine...
Удаление пользователя,Kasutaja kustutamine
Удаление пользователя...,Kasutaja kustutamine...
Удаление ранее установленных файлов...,Eelnevalt paigaldatud failide kustutamine...
Удаление родительского контроля,Vanemliku kontrolli kustutamine
SaveFS очищена,SaveFS puhastatud
Удаление связи с Nintendo account...,Nintendo konto seose kustutamine...
Удаление сохранений,Salvestuste kustutamine
Удаление сохранения целиком,Salvestuse täielik kustutamine
Удаление старого     {}...,Vana {} kustutamine...
Удаление старого файла {}...,Vana faili {} kustutamine...
Удаление старой записи об игре...,Vana mängukirje kustutamine...
Удаление старой папки {}...,Vana kausta {} kustutamine...
Удаление тайтла: [{}],Tiitli kustutamine: [{}]
Удаление тикетов ({}),Piletite kustutamine ({})
Удаление...,Kustutamine...
TempC0               : {:04x},TempC0               : {:04x}
Удалить,Kustuta
Удалить LFS,Kustuta LFS
Удалить сохранения,Kustuta salvestused
Удалить старые бекапы,Kustuta vanad varukoopiad
Удаляется {} из {}...,Kustutatakse {} {}-st...
Удаляется {}...,Kustutatakse {}...
Удаляется бекап ,Kustutatakse varukoopia
Удаляется запись о контенте...,Kustutatakse sisukirjet...
Удаляется запись об игре...,Kustutatakse mängukirjet...
Удаляется игра и весь связанный контент,Kustutatakse mäng ja seotud sisu
Titlekey не может быть инициализирован,Titlekey ei saa lähtestada
Удаляется папка LFS...,Kustutatakse LFS kausta...
Удаляется пустая папка,Kustutatakse tühi kaust
Удаляется сохранение {}...,Kustutatakse salvestust {}...
Удаляется старая запись о контенте...,Kustutatakse vana sisukirjet...
Удаляется старый cnmt.nca...,Kustutatakse vana cnmt.nca...
Удаляется тикет: {}...,Kustutatakse piletit: {}...
Удалять после установки: ,Kustuta pärast paigaldust:
Удаляются все объекты из альбома для игры,Kustutatakse kõik albumi objektid mängule
Удаляются все сохранения для игры,Kustutatakse kõik mängu salvestused
Удаляются сохранения...,Kustutatakse salvestusi...
"UID: {}, Ник: {}","UID: {}, Nimi: {}"
Удалённые,Kustutatud
Удачный экспорт,Edukalt eksporditud
Уделение старого тикета...,Vana pileti kustutamine...
Упаковка каталога в RomFS,Kausta pakkimine RomFS-i
Упрощенный китайский,Lihtsustatud hiina
Уровень заряда батареи         : {},Aku laetuse tase               : {}
Успешно разобран как PFS0 файл,Edukalt parsitud PFS0 failina
Устанавливается {},Paigaldatakse {}
Установить как аватар...,Määra avatariks...
Установка,Paigaldus
URL для проверки обновлений,URL uuenduste kontrolliks
Установка анлокера...,Avaja paigaldus...
Установка завершена,Paigaldus lõpetatud
Установка игр (NAND),Mängude paigaldus (NAND)
Установка игр (SD Card),Mängude paigaldus (SD)
Установка игры завершена,Mängu paigaldus lõpetatud
Установка обновлений игр,Mängu uuenduste paigaldus
Установка прервана,Paigaldus katkestatud
Установка с картриджа,Paigaldus kassetilt
Установка тайтлов ({}/{}),Tiitlite paigaldus ({}/{})
Установка через DBIbackend,Paigaldus DBIbackendiga
USB Соединение,USB Ühendus
Установка ярлыка...,Otsetee paigaldus...
Установлен,Paigaldatud
Установленные,Paigaldatud
Установленные homebrew,Paigaldatud homebrew
Установленные homebrew ({}),Paigaldatud homebrew ({})
Установленные игры,Paigaldatud mängud
Установленные тикеты,Paigaldatud piletid
Установленные тикеты ({}),Paigaldatud piletid ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,Fail on rikutud ja seda ei saa paigaldada. HEAD signatuuri ei leitud
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Fail on rikutud ja seda ei saa paigaldada. HFS0 signatuuri ei leitud root-is
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Wireless LAN MAC aadress: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Fail on rikutud ja seda ei saa paigaldada. HFS0 signatuuri ei leitud secure-is
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Fail on rikutud ja seda ei saa paigaldada. PFS0 signatuuri ei leitud
Файл слишком большой для хранилища,Fail on hoidla jaoks liiga suur
Файл: {},Fail: {}
Фиксация ФС...,FS fikseerimine...
Финальный размер: {},Lõplik suurus: {}
Формирование списка...,Nimekirja koostamine...
Форсированный язык    : {},Sunnitud keel         : {}
Форсированный язык    : {} ({}),Sunnitud keel         : {} ({})
  Автоопределение,Automaatne tuvastus
Форсировано вклчение USB 3.0: {},Sunnitud USB 3.0 sisse: {}
Форсировать UTF-8,Sunni UTF-8
Форсировать язык,Sunni keel
Французский,Prantsuse
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,MTP hoidlad
Хранилище только для чтения,Hoidla on kirjutuskaitstud
Хэш версии              : {},Versiooni räsi          : {}
Целевая запись о контенте не найдена,Sihtsisu kirjet ei leitud
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,OSA SISUST PUUDUB. MÄNG EI TÖÖTA
Число транзисторов: {:>3},Transistoride arv: {:>3}
Число уникальных сыграных игр : {},Unikaalseid mänge mängitud  : {}
Число ходов:        {:>3},Käikude arv:        {:>3}
Читать дату файлов,Loe failide kuupäeva
Чтение каталога...,Kataloogi lugemine...
Чтение списка файлов...,Failinimekirja lugemine...
Что-то плохое грядёт,Midagi halba on tulemas
Что-то пошло не так. Пропускаем оставшийся файл,Midagi läks valesti. Jätame ülejäänud faili vahele
"Чтобы вернуться, нажмите B",Naasmiseks vajuta B
Шадок у Гиби,Shadok Gibi juures
Шифрование секции ,Sektsiooni krüptimine
Экзосфера очищает CAL0      : {},Exosphere puhastab CAL0     : {}
Экран                 : ({:08X}) {},Ekraan                : ({:08X}) {}
Экспорт SDK,SDK eksport
Экспортировать,Ekspordi
Экспортировать SDK,Ekspordi SDK
Это действие будет нельзя отменить,Seda tegevust ei saa tagasi võtta
Язык                    : {},Keel                    : {}
Январь,Jaanuar
Японский,Jaapani
Ярлык   : ,Otsetee :
Ярлык для DBI,DBI otsetee
"больше шансов, что оно заработает». Их","suurem võimalus, et see töötab». Nende"
быстро проникли в планы шадоков и,tungisid kiiresti Shadokite plaanidesse ja
"всякий раз, когда растение расцветает","iga kord, kui taim õitseb"
"выражениях: «Чем больше неудач, тем","väljendites: «Mida rohkem ebaõnnestumisi,"
"вычислили, что у них есть по крайней","arvutasid, et neil on vähemalt"
да,jah
заработает… И они торопятся поскорее,töötab... Ja nad kiirustavad
"и дает транзистор, они мчатся, чтобы","ja annab transistori, tormavad nad"
"и не кончилось успехом». Или, в других",ja ei lõppenud eduga». Või teistes
"мере один шанс из миллиона, что она","üks võimalus miljonist, et see"
миллионная заработает».,miljones töötab».
не является LFS папкой,pole LFS kaust
не является LFS папкой игры,pole mängu LFS kaust
нет,ei
"ничего, что бы непрерывно продолжалось","midagi, mis jätkuks pidevalt"
"но окружили его со всех сторон, и",kuid piirasid ta igast küljest ümber ja
"опытов, чтобы быть уверенными, что","katset, et olla kindlad, et"
осуществить 999999 первых неудачных,teha 999999 esimest ebaõnnestunud
"очень умные благодаря своим шляпам,","väga targad tänu oma kübaratele,"
"планету гиби искать транзисторы. Гиби,","Gibi planeedile transistore otsima. Gibid,"
постоянно кончаясь неудачами.,lõppedes pidevalt ebaõnnestumistega.
принципов шадокской логики: «Нет,Shadoki loogika põhimõtteid: «Pole
"ракета еще несовершенна, но они","rakett on veel ebatäiuslik, kuid nad"
"растений, произрастающих на огородах.","taimedest, mis kasvavad aedades."
решили позабавиться. Они позволили,otsustasid lõbutseda. Nad lubasid
"ZL/ZR - смена даты, Y - период","ZL/ZR - muuda kuup., Y - periood"
собрать урожай прежде шадока.,saagi koristada enne Shadokit.
"терпят неудачу потому, что не хватает","ebaõnnestuvad, sest puudu on"
транзисторов в системах безопасности.,transistore turvasüsteemides.
"шадоку забраться в один из их огородов,","Shadokil ronida ühte nende aeda,"
"Получено: {}, (скорость не определена)","Saadud: {}, (kiirus määramata)"
Игры добавлены в список исключений,Mängud lisati erandite loendisse
Новых игр в список исключений добавлено не было,Uusi mänge ei lisatud erandite loendisse
"Интервал автобекапа сейвов, дни","Salvestuste autom. varunduse intervall, päevad"
Просмотр МТР устройства [{}],MTP seadme vaatamine [{}]
Просмотр USB диска [{}],USB ketta vaatamine [{}]
Заряд батареи (сырое значение) : {},Aku tase (toorväärtus)       : {}
ru,et
Конфигурация зарядки            : {},Laadimise konfiguratsioon       : {}
Режим Hi-Z включён              : {},Hi-Z režiim on sees             : {}
Зарядка батареи включена        : {},Aku laadimine sees              : {}
Маршрут электропитания          : {},Toite marsruut                  : {}
Напряжение источника            : {} mV,Allika pinge                    : {} mV
Ток источника                   : {} mA,Allika vool                     : {} mA
Быстрая зарядка разрешена       : {},Kiirlaadimine lubatud           : {}
[CRC ОШИБКА ФАЙЛА],[CRC FAILI VIGA]
Целевая прошивка            : {}.{}.{},Sihtpüsivara                : {}.{}.{}
Поддерживаемая версия HOS   : {},Toetatud HOS-i versioon     : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Failist {} laaditakse alla ja installitakse süsteemi püsivara.\n\nJätkamiseks vajuta (+)\nLoobumiseks muu nupp
Распаковка архива не удалась,Arhiivi lahtipakkimine ebaõnnestus
Сканирование архива не удалось,Arhiivi skannimine ebaõnnestus
Установить все обновления из этой папки,Installi kõik värskendused sellest kaustast
Япония,Jaapan
Русский,Vene
Февраль,Veebruar
Октябрь,Oktoober
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,November
 {} минут,{} minutit
Игрок,Mängija
Время,Aeg
Язык    : ,Keel    :
Контент,Sisu
[HASH: OK],[HASH: OK]
Красная,Punane
Путь    : ,Rada    :
  Жак Руксель. Великолепие навыворот.,Jacques Rouxel. Les Shadoks.
[HASH MISMATCH: Неисправимо],[HASH MISMATCH: Parandamatu]
[ПРЕД],[HOIATUS]
Альбом,Album
Выход,Välju
и т.д...,jne...
{} бекап,{} varukoop.
874,874
Пишется тело: {}/{}MB \r,Sisu kirjutamine: {}/{}MB \r
Пишется скриншот\n,Kirjutatakse kuvatõmmist\n
Пишется таблица хешей\n,Kirjutatakse räsitabelit\n
Пишется подпись видео\n,Kirjutatakse video signatuuri\n
Операция завершена\n,Toiming lõpetatud\n
Предел входного тока (буст)     : {} mA,Sisendvoolu piir (boost)    : {} mA
Предел тока быстрой зарядки     : {} mA,Kiirlaadimise voolu piir      : {} mA
Напряжение батареи              : {} mV,Aku pinge                       : {} mV
Контроллер источника получен    : {},Allika kontroller saadud        : {}
OTG Запрошен                    : {},OTG taotletud                   : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены","Failist {} laaditakse alla ja installitakse süsteemi püsivara.\n\nHOIATUS!!! Tundub, et praegune Atmosphere ei toeta seda versiooni.\n\nJätkamiseks vajuta (+)\nLoobumiseks muu nupp"
Копирование файла не удалось,Faili kopeerimine ebaõnnestus
Daybreak.nro не найден,Daybreak.nro ei leitud
Изображение добавлено в альбом,Pilt lisatud albumisse
Ошибка добавления изобржения в альбом: {},Viga pildi lisamisel albumisse: {}
Добавить в альбом,Lisa albumisse
Анализ mp4 файла,mp4 faili analüüs
Длительность: {},Kestus: {}
ОШИБКА! Файл не содержит один видео трек,VIGA! Fail ei sisalda ühte videorada
ОШИБКА! Файл не содержит один аудио трек,VIGA! Fail ei sisalda ühte helirada
ОШИБКА! У видео трека неподдерживаемый кодек,VIGA! Videorajal on toetamata koodek
ОШИБКА! У аудио трека неподдерживаемый кодек,VIGA! Helirajal on toetamata koodek
ОШИБКА! Аудио трек не стерео,VIGA! Helirada pole stereo
[{}] Общий тикет для {},[{}] Üldine pilet {} jaoks
ОШИБКА! У аудио трека неподходящая частота дискретизации,VIGA! Helirajal on sobimatu diskreetimissagedus
ОШИБКА! У видео трека неподходящая ширина,VIGA! Videorajal on sobimatu laius
ОШИБКА! У видео трека неподходящая высота,VIGA! Videorajal on sobimatu kõrgus
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,HOIATUS! Videovoog võib sisaldada B-kaadreid. Faili ei pruugi olla võimalik esitada
"Похоже, это не MP4 файл","Tundub, et see pole MP4 fail"
Открыть как RomFS,Ava RomFS-ina
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Teie SD-kaart on võltsing. Soovitatav on asendada SD-kaart kontrollitud kaardiga.
[{}] Персональный тикет для {},[{}] Isiklik pilet {} jaoks
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Tundub, et teie SD-kaart on võltsing.\n\nMängude installimisel võib esineda probleeme.\nSellisel juhul on soovitatav SD-kaart asendada kontrollitud kaardiga."
Информация о SD карте,SD-kaardi teave
Производитель    : {:s} ({:02X}),Tootja    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Toote nimi       : {:s}
Ревизия продукта : {:s},Toote revisjon : {:s}
Серийный номер   : {:s},Seerianumber   : {:s}
[ПОДПИСЬ: DBI],[ALLKIRI: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Mänguaeg    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR kuupäeva muutmine, Y periood, X sortimine, (+) vali kasutaja"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB / {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X vali, Y pööra valik, (+) menüü, R3 sordi, L3 käivita"
Создать все известные ({}),Loo kõik tuntud ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X vali, Y pööra valik ümber, (+) menüü, L3 käivita"
"DPAD или стики для перемещения, (+) Настройки","DPAD või kangid liigutamiseks, (+) Seaded"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github serveri vaatamine...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X valik, Y pööra valik, (+) menüü, R3 sortimine"
"X выбор, Y обр. выбор, (+) меню","X vali, Y vastup. valik, (+) menüü"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X vali, Y pööra valik ümber, A ava, (-) 2. paneel, (+) menüü"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X vali, Y vastup. valik, ⬅/➡ vaheta paneeli, (-) sulge, (+) menüü"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA FRAGMENTI POLE VAJA]
[КОНТЕНТ ОТСУТСТВУЕТ],[SISU PUUDUB]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[EI SAA KOHATÄIDET LUUA]
[НЕДОСТАТОЧНО МЕСТА],[RUUMI EI OLE PIISAVALT]
  Кодировка...,Kodeering...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[TUNDMATU PAKKIMINE]
[ОТСУТСТВУЕТ],[PUUDUB]
[ОШБК],[VIGA]
[ОШИБКА NCA MAGIC],[NCA MAGIC VIGA]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[KOHATÄITE KIRJUTAMISE VIGA]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD LAHTIPAKKIMISE VIGA: {}]
[ОШИБКА РАСПАКОВКИ],[LAHTIPAKKIMISE VIGA]
[ОШИБКА],[VIGA]
[ОШИБКА] Отсутствует URL списка обновлений,[VIGA] Uuenduste loendi URL puudub
[ПЕРЕДАЧА OK],[EDASTUS OK]
  Применить,Rakenda
[ПЕРЕДАЧА ПРЕРВАНА],[EDASTUS KATKESTATUD]
[ПОВРЕЖДЁННЫЙ NCA],[KAHJUSTATUD NCA]
[ПОДПИСЬ: OK],[ALLKIRI: OK]
[ПОДПИСЬ: XCI➡NSP],[ALLKIRI: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[ALLKIRI: Võltsitud]
[СТАРАЯ ПРОШИВКА],[VANA PÜSIVARA]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[VAJALIK TITLE REŽIIM]
[ФАЙЛ ПОВРЕЖДЁН],[FAIL KAHJUSTATUD]
[ХЕШ ИСПРАВЛЕН],[RÄSI PARANDATUD]
  Редактирование,Muutmine
[ХЕШ НЕ СОВПАДАЕТ],[RÄSI EI KLAPI]
\nНачало обработки dlc {}: {:016X},\nDLC töötlemise algus {}: {:016X}
\nНачало обработки программы {},\nProgrammi töötlemise algus {}
\nНачало создания Data.nca,\nData.nca loomise algus
\nНачало создания Meta.nca,\nMeta.nca loomise algus
\nОшибка USB обмена,\nUSB vahetuse viga
\nСборка PFS0,\nPFS0 koostamine
\nСборка RomFS,\nRomFS koostamine
\nСекция 0,\nSektsioon 0
\nСекция 1,\nSektsioon 1
 (по времени игры),(mänguaja järgi)
\nСекция 2,\nSektsioon 2
\nСоздан NSP: {},\nLoodud NSP: {}
\nШифрование NCA,\nNCA krüptimine
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Kokku: {} t
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Kokku: {} t
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Kokku: {} t
{:4d} {}. Всего: {} час,{:4d} {}. Kokku: {} t
{:4d} {}. Всего: {} часа,{:4d} {}. Kokku: {} t
{:4d} {}. Всего: {} часов,{:4d} {}. Kokku: {} t
 (по названию игры),(nime järgi)
{:4d}. Всего: {} час,{:4d}. Kokku: {} t
{:4d}. Всего: {} часа,{:4d}. Kokku: {} t
{:4d}. Всего: {} часов,{:4d}. Kokku: {} t
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objekti töödeldud. {:>5} kirjet leitud...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB juba alla laaditud...\r
{} cохранение,{} salvestus
{} cохранений,{} salvestust
{} cохранения,{} salvestust
 (по числу запусков),(käivituste järgi)
{} бекапа,{} varukoop.
{} бекапов,{} varukoop.
{} записей ({}),{} kirjet ({})
{} записи ({}),{} kirjet ({})
{} запись ({}),{} kirje ({})
{} игр ({}),{} mängu ({})
{} игра ({}),{} mäng ({})
{} игры ({}),{} mängu ({})
{} сохранение,{} salvestus
{} сохранений,{} salvestust
{} сохранения,{} salvestust
{} тикет,{} pilet
{} тикета,{} piletit
{} тикетов,{} piletit
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Kesk: {:.1f} MB/s, Praegu: {:.1f} MB/s) Jäänud {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} kadunud kirje
{}: {} потерянных записей,{}: {} kadunud kirjet
{}: {} потерянных записи,{}: {} kadunud kirjet
     {:<10} Шифрование: {} Размер установки: {}{:>10},{:<10} Krüptimine: {} Installi suurus: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ],[EI SAA FAILIA AVADA]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: vahele {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nVarukoopia taastamine ebaõnnestus\n\nVajuta A - katkesta, muu nupp - jätka"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«Shadokitel on olukord rahuldav.
Ёмкость с завода   : {} mAh,Tehase mahutavus   : {} mAh
АВТО,AUTO
Аватар установлен,Avatar määratud
Август,August
Австралия,Austraalia
Автозапуск FTP: ,FTP automaatkäivitus:
Автозапуск MTP,MTP automaatkäivitus
Автозапуск списка homebrew,Homebrew loendi automaatkäivitus
Автоповтор кнопок при удержании,Nuppude automaatkordus hoidmisel
Автор   : ,Autor   :
Агрументы для ярлыка,Otsetee argumendid
Адрес FTP сервера: {},FTP serveri aadress: {}
Адрес HTTP сервера: {},HTTP serveri aadress: {}
 {:>5} часа,{:>5} tundi
Альбом (0°),Album (0°)
Американский английский,Ameerika inglise
Апрель,Aprill
База этой игры не самодостаточна. Не забудьте установить обновление,Selle mängu baas pole täielik. Ärge unustage uuendust installida
Базовое хранилище: ,Põhiline salvestusruum:
Бекапы,Varukoopiad
Бекапы сохранений ({}),Salvestuste varukoopiad ({})
Британский английский,Briti inglise
 {:>5} часов,{:>5} tundi
В альбоме найден {} объект,Albumis leitud {} objekt
В альбоме найдено {} объекта,Albumis leitud {} objekti
В альбоме найдено {} объектов,Albumis leitud {} objekti
В альбоме отсутствуют объекты,Albumis puuduvad objektid
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Failis /switch/prod.keys puuduvad võtmed.\n\nOsa funktsioone pole saadaval.\n\nTaaskäivitage Hekatesse ja kasutage Lockpick_RCM.bin\nvõtmete dumpimiseks SysNAND-ist.
ВНИМАНИЕ ,TÄHELEPANU
ВНИМАНИЕ! ,TÄHELEPANU!
ВНИМАНИЕ! Тайтл {:016X} не установлен,TÄHELEPANU! {:016X} pole installitud
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),TÄHELEPANU! Installitud versioon ({}) ei vasta soovitule ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,FAILI EDASTAMISEL LEITI VIGU. INSTALLIMINE KATKESTATUD
 {} в чёрном списке.,{} mustas nimekirjas.
Введите URL сервера (HTTP или (S)FTP),Sisestage serveri URL (HTTP või (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Sisestage otsetee argumendid või jätke tühjaks
Введите желаемый номер страницы,Sisestage soovitud lehekülje number
Введите новое имя,Sisestage uus nimi
Введите новое имя каталога,Sisestage uus kataloogi nimi
Введите новое имя файла,Sisestage uus faili nimi
Введите номер DLC,Sisestage DLC number
Версия  : ,Versioon :
Версия {} [v{}],Versioon {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosphere versioon         : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Süsteemi versioon       : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,Kasutaja {} asemel kasuta:
Внимание! ,Tähelepanu!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Tähelepanu!\nMõned failid olid lukustatud ja jäeti vahele.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Analüüsimisel\n\n{}\n\ntekkis viga:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Piletite installimisel tekkis vigu. Kontrollige ES sigpatche
Во время экспорта были ошибки,Eksportimisel tekkis vigu
Возраст батареи                 : {}%,Aku vanus                       : {}%
Возраст батареи                : {},Aku vanus                      : {}
Возраст батареи                : {}%,Aku vanus                      : {}%
 {} минута,{} minut
Возрастной рейтинг,Vanusepiirang
Восстановить,Taasta
Восстановить бекап...,Taasta varukoopia...
Восстановить для...,Taasta...
Восстановить как бекап сохранения,Taasta kui salvestuse varukoopia
Восстановление бекапа,Varukoopia taastamine
Восстановление не удалось,Taastamine ebaõnnestus
Восстановление успешно,Taastamine õnnestus
Восстановление: {},Taastamine: {}
 {} минуты,{} minutit
Время гашения экрана в секундах,Ekraani kustumise aeg sekundites
Время игры: {:02}:{:02}:{:02},Mänguaeg: {:02}:{:02}:{:02}
