original,translation
Форсировано вклчение USB 3.0: {},Forsēta USB 3.0 ieslēgšana: {}
Форсировать UTF-8,Forsēt UTF-8
Форсировать язык,Forsēt valodu
Французский,Franču
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,MTP krātuves
Хранилище только для чтения,Krātuve tikai lasīšanai
Хэш версии              : {},Versijas jaukšana       : {}
Целевая запись о контенте не найдена,Mērķa satura ieraksts nav atrasts
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,TRŪKST SATURA DAĻAS. SPĒLE NESTRĀDĀS
Число транзисторов: {:>3},Tranzistoru skaits: {:>3}
Число уникальных сыграных игр : {},Unikālo spēlēto spēļu skaits  : {}
Число ходов:        {:>3},Gājienu skaits:     {:>3}
Читать дату файлов,Lasīt failu datumu
Чтение каталога...,Kataloga lasīšana...
Чтение списка файлов...,Failu saraksta lasīšana...
Что-то плохое грядёт,Kaut kas slikts tuvojas
Что-то пошло не так. Пропускаем оставшийся файл,Kaut kas nogāja greizi. Izlaižam atlikušo failu
"Чтобы вернуться, нажмите B","Lai atgrieztos, nospiediet B"
Шадок у Гиби,Šadoks pie Gibi
Шифрование секции ,Sekcijas šifrēšana
Экзосфера очищает CAL0      : {},Exosphere tīra CAL0         : {}
Экран                 : ({:08X}) {},Ekrāns                : ({:08X}) {}
Экспорт SDK,SDK eksports
Экспортировать,Eksportēt
Экспортировать SDK,Eksportēt SDK
Это действие будет нельзя отменить,Šo darbību nevarēs atsaukt
Язык                    : {},Valoda                  : {}
Январь,Janvāris
Японский,Japāņu
Ярлык   : ,Saīsne  :
Ярлык для DBI,DBI saīsne
"больше шансов, что оно заработает». Их","vairāk izredžu, ka tas strādās». To"
быстро проникли в планы шадоков и,ātri iekļuva šadoku plānos un
"всякий раз, когда растение расцветает","katru reizi, kad augs uzzied"
"выражениях: «Чем больше неудач, тем","izteicienos: «Jo vairāk neveiksmju,"
"вычислили, что у них есть по крайней","aprēķināja, ka viņiem ir vismaz"
да,jā
заработает… И они торопятся поскорее,strādās... Un viņi steidzas drīzāk
"и дает транзистор, они мчатся, чтобы","un dod tranzistoru, viņi steidzas,"
"и не кончилось успехом». Или, в других",un nebeidzās ar panākumiem». Vai citos
"мере один шанс из миллиона, что она","viena iespēja no miljona, ka tā"
миллионная заработает».,miljonā nostrādās».
не является LFS папкой,nav LFS mape
не является LFS папкой игры,nav spēles LFS mape
нет,nē
"ничего, что бы непрерывно продолжалось","nekas, kas nepārtraukti turpinātos"
"но окружили его со всех сторон, и","bet ielenca viņu no visām pusēm, un"
"опытов, чтобы быть уверенными, что","eksperimentu, lai būtu pārliecināti"
осуществить 999999 первых неудачных,veikt 999999 pirmos neveiksmīgos
"очень умные благодаря своим шляпам,","ļoti gudri, pateicoties cepurēm,"
"планету гиби искать транзисторы. Гиби,","Gibi planētu meklēt tranzistorus. Gibi,"
постоянно кончаясь неудачами.,pastāvīgi beidzoties ar neveiksmēm.
принципов шадокской логики: «Нет,šadoku loģikas principu: «Nav
"ракета еще несовершенна, но они","raķete vēl nav pilnīga, bet viņi"
"растений, произрастающих на огородах.","augu, kas aug dārzos."
решили позабавиться. Они позволили,nolēma izklaidēties. Viņi ļāva
"ZL/ZR - смена даты, Y - период","ZL/ZR - mainīt datumu, Y - periods"
собрать урожай прежде шадока.,novākt ražu pirms šadoka.
"терпят неудачу потому, что не хватает","cieš neveiksmi, jo trūkst"
транзисторов в системах безопасности.,tranzistoru drošības sistēmās.
"шадоку забраться в один из их огородов,","šadokam iekļūt vienā no viņu dārziem,"
"Получено: {}, (скорость не определена)","Saņemts: {}, (ātrums nav noteikts)"
Игры добавлены в список исключений,Spēles pievienotas izņēmumu sarakstam
Новых игр в список исключений добавлено не было,Jaunas spēles izņēmumu sarakstam netika pievienotas
"Интервал автобекапа сейвов, дни",Auto-saglabāšanas intervāls (dienas)
Просмотр МТР устройства [{}],MTP ierīces apskate [{}]
Просмотр USB диска [{}],USB diska apskate [{}]
Заряд батареи (сырое значение) : {},Baterijas uzlāde (neapstr.)    : {}
ru,lv
Конфигурация зарядки            : {},Uzlādes konfigurācija           : {}
Режим Hi-Z включён              : {},Hi-Z režīms ieslēgts            : {}
Зарядка батареи включена        : {},Baterijas uzlāde ieslēgta       : {}
Маршрут электропитания          : {},Barošanas maršruts              : {}
Напряжение источника            : {} mV,Avota spriegums                 : {} mV
Ток источника                   : {} mA,Avota strāva                    : {} mA
Быстрая зарядка разрешена       : {},Ātrā uzlāde atļauta             : {}
[CRC ОШИБКА ФАЙЛА],[CRC FAILA KĻŪDA]
Целевая прошивка            : {}.{}.{},Mērķa programmaparatūra     : {}.{}.{}
Поддерживаемая версия HOS   : {},Atbalstītā HOS versija      : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,"Tiks lejupielādēta un instalēta sistēmas programmaparatūra no faila {}.\n\nNospiediet (+) lai turpinātu\nJebkuru citu pogu, lai atceltu"
Распаковка архива не удалась,Arhīva atpakošana neizdevās
Сканирование архива не удалось,Arhīva skenēšana neizdevās
Установить все обновления из этой папки,Instalēt visus atjauninājumus no šīs mapes
Япония,Japāna
Русский,Krievu
Февраль,Februāris
Октябрь,Oktobris
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,Novembris
 {} минут,{} minūtes
Игрок,Spēlēt.
Время,Laiks
Язык    : ,Valoda  :
Контент,Saturs
[HASH: OK],[HASH: OK]
Красная,Sarkana
Путь    : ,Ceļš    :
  Жак Руксель. Великолепие навыворот.,Žaks Ruksels. Les Shadoks.
[HASH MISMATCH: Неисправимо],[HASH MISMATCH: Nelabojams]
[ПРЕД],[BRĪD]
Альбом,Albums
Выход,Iziet
и т.д...,u.t.t...
{} бекап,{} rez. kop.
874,874
Пишется тело: {}/{}MB \r,Raksta saturu: {}/{}MB \r
Пишется скриншот\n,Raksta ekrānuzņēmumu\n
Пишется таблица хешей\n,Raksta hash tabulu\n
Пишется подпись видео\n,Tiek rakstīts video paraksts\n
Операция завершена\n,Operācija pabeigta\n
Предел входного тока (буст)     : {} mA,Ieejas strāvas limits (boost)   : {} mA
Предел тока быстрой зарядки     : {} mA,Ātrās uzlādes strāvas limits    : {} mA
Напряжение батареи              : {} mV,Baterijas spriegums             : {} mV
Контроллер источника получен    : {},Avota kontrolieris saņemts      : {}
OTG Запрошен                    : {},OTG pieprasīts                  : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены","Tiks lejupielādēta un instalēta sistēmas programmaparatūra no faila {}.\n\nUZMANĪBU!!! Šķiet, ka pašreizējā Atmosphere neatbalsta šo versiju.\n\nNospiediet (+) lai turpinātu\nJebkuru citu pogu, lai atceltu"
Копирование файла не удалось,Faila kopēšana neizdevās
Daybreak.nro не найден,Daybreak.nro nav atrasts
Изображение добавлено в альбом,Attēls pievienots albumam
Ошибка добавления изобржения в альбом: {},"Kļūda, pievienojot attēlu albumam: {}"
Добавить в альбом,Pievienot albumam
Анализ mp4 файла,mp4 faila analīze
Длительность: {},Ilgums: {}
ОШИБКА! Файл не содержит один видео трек,KĻŪDA! Fails nesatur vienu video celiņu
ОШИБКА! Файл не содержит один аудио трек,KĻŪDA! Fails nesatur vienu audio celiņu
ОШИБКА! У видео трека неподдерживаемый кодек,KĻŪDA! Video celiņam ir neatbalstīts kodeks
ОШИБКА! У аудио трека неподдерживаемый кодек,KĻŪDA! Audio celiņam ir neatbalstīts kodeks
ОШИБКА! Аудио трек не стерео,KĻŪDA! Audio celiņš nav stereo
[{}] Общий тикет для {},[{}] Kopīgs tikets priekš {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,KĻŪDA! Audio celiņam ir neatbilstoša diskretizācijas frekvence
ОШИБКА! У видео трека неподходящая ширина,KĻŪDA! Video celiņam ir neatbilstošs platums
ОШИБКА! У видео трека неподходящая высота,KĻŪDA! Video celiņam ir neatbilstošs augstums
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,UZMANĪBU! Video straume var saturēt B-Frames. Fails var netikt atskaņots
"Похоже, это не MP4 файл","Šķiet, tas nav MP4 fails"
Открыть как RomFS,Atvērt kā RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Jūsu SD karte ir viltojums. Ieteicams nomainīt SD karti pret pārbaudītu.
[{}] Персональный тикет для {},[{}] Personīgais tikets priekš {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Šķiet, ka jūsu SD karte ir viltojums.\n\nVar rasties problēmas ar spēļu instalēšanu.\nŠādā gadījumā ieteicams nomainīt SD karti pret pārbaudītu."
Информация о SD карте,SD kartes informācija
Производитель    : {:s} ({:02X}),Ražotājs    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Produkta nosauk. : {:s}
Ревизия продукта : {:s},Produkta revīzija : {:s}
Серийный номер   : {:s},Sērijas numurs   : {:s}
[ПОДПИСЬ: DBI],[PARAKSTS: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Spēles laiks    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR mainīt datumu, Y periods, X kārtošana, (+) atlasīt lietotāju"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB no {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X izvēlēties, Y invertēt izvēli, (+) izvēlne, R3 kārtot, L3 palaist"
Создать все известные ({}),Izveidot visus zināmos ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X atlasīt, Y apgriezt atlasi, (+) izvēlne, L3 palaist"
"DPAD или стики для перемещения, (+) Настройки","DPAD vai sviras pārvietošanai, (+) Iestatījumi"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github servera skatīšana...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X izvēle, Y apvērst izvēli, (+) izvēlne, R3 kārtošana"
"X выбор, Y обр. выбор, (+) меню","X izvēle, Y pretēja izvēle, (+) izvēlne"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X atlasīt, Y invertēt atlasi, A atvērt, (-) 2. panelis, (+) izvēlne"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X izvēle, Y pretēja izvēle, ⬅/➡ mainīt paneli, (-) aizvērt, (+) izvēlne"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA FRAGMENTS NAV VAJADZĪGS]
[КОНТЕНТ ОТСУТСТВУЕТ],[SATURS NAV ATRASTS]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NEVAR IZVEIDOT VIETAS TURĒTĀJU]
[НЕДОСТАТОЧНО МЕСТА],[NEPIETIEK VIETAS]
  Кодировка...,Kodējums...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[NEZINĀMA KOMPRESIJA]
[ОТСУТСТВУЕТ],[NAV ATRASTS]
[ОШБК],[KĻŪDA]
[ОШИБКА NCA MAGIC],[NCA MAGIC KĻŪDA]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[VIETAS TURĒTĀJA RAKSTĪŠANAS KĻŪDA]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD ATPAK. KĻŪDA: {}]
[ОШИБКА РАСПАКОВКИ],[ATPAKOŠANAS KĻŪDA]
[ОШИБКА],[KĻŪDA]
[ОШИБКА] Отсутствует URL списка обновлений,[KĻŪDA] Nav atjauninājumu saraksta URL
[ПЕРЕДАЧА OK],[PĀRSŪTĪŠANA OK]
  Применить,Pielietot
[ПЕРЕДАЧА ПРЕРВАНА],[PĀRSŪTĪŠANA PĀRTRAUKTA]
[ПОВРЕЖДЁННЫЙ NCA],[BOJĀTS NCA]
[ПОДПИСЬ: OK],[PARAKSTS: OK]
[ПОДПИСЬ: XCI➡NSP],[PARAKSTS: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[PARAKSTS: Viltots]
[СТАРАЯ ПРОШИВКА],[VECA APARĀTPROGRAMMATŪRA]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[NEPIECIEŠAMS TITLE REŽĪMS]
[ФАЙЛ ПОВРЕЖДЁН],[FAILS BOJĀTS]
[ХЕШ ИСПРАВЛЕН],[JAUKŠANA IZLABOTA]
  Редактирование,Rediģēšana
[ХЕШ НЕ СОВПАДАЕТ],[JAUKŠANA NESAKRĪT]
\nНачало обработки dlc {}: {:016X},\nSākta dlc apstrāde {}: {:016X}
\nНачало обработки программы {},\nSākta programmas apstrāde {}
\nНачало создания Data.nca,\nSākta Data.nca izveide
\nНачало создания Meta.nca,\nSākta Meta.nca izveide
\nОшибка USB обмена,\nUSB apmaiņas kļūda
\nСборка PFS0,\nPFS0 montāža
\nСборка RomFS,\nRomFS montāža
\nСекция 0,\nSekcija 0
\nСекция 1,\nSekcija 1
 (по времени игры),(pēc spēles laika)
\nСекция 2,\nSekcija 2
\nСоздан NSP: {},\nIzveidots NSP: {}
\nШифрование NCA,\nNCA šifrēšana
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Kopā: {} st.
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Kopā: {} st.
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Kopā: {} st.
{:4d} {}. Всего: {} час,{:4d} {}. Kopā: {} st.
{:4d} {}. Всего: {} часа,{:4d} {}. Kopā: {} st.
{:4d} {}. Всего: {} часов,{:4d} {}. Kopā: {} st.
 (по названию игры),(pēc spēles nosaukuma)
{:4d}. Всего: {} час,{:4d}. Kopā: {} st.
{:4d}. Всего: {} часа,{:4d}. Kopā: {} st.
{:4d}. Всего: {} часов,{:4d}. Kopā: {} st.
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objekti apstrādāti. {:>5} ieraksti atrasti...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB jau lejupielādēts...\r
{} cохранение,{} saglabājums
{} cохранений,{} saglabājumi
{} cохранения,{} saglabājumi
 (по числу запусков),(pēc palaišanu skaita)
{} бекапа,{} rez. kop.
{} бекапов,{} rez. kop.
{} записей ({}),{} ieraksti ({})
{} записи ({}),{} ieraksti ({})
{} запись ({}),{} ieraksts ({})
{} игр ({}),{} spēl. ({})
{} игра ({}),{} spēle ({})
{} игры ({}),{} spēles ({})
{} сохранение,{} saglabājums
{} сохранений,{} saglabājumi
{} сохранения,{} saglabājumi
{} тикет,{} tikets
{} тикета,{} tiketi
{} тикетов,{} tiketi
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Vid: {:.1f} MB/s, Paš: {:.1f} MB/s) Atl. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} zaudēts ieraksts
{}: {} потерянных записей,{}: {} zaudēti ieraksti
{}: {} потерянных записи,{}: {} zaudēti ieraksti
     {:<10} Шифрование: {} Размер установки: {}{:>10},{:<10} Šifrēšana: {} Instal. izmērs: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ],[NEVAR ATVĒRT FAILU]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: izlaists {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nRez. kopijas atjaunošana neizdevās\n\nNospiediet A - pārtraukt, cita poga - turpināt"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB no {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«Šadokiem situācija ir apmierinoša.
Ёмкость с завода   : {} mAh,Rūpnīcas ietilpība : {} mAh
АВТО,AUTO
Аватар установлен,Avatars iestatīts
Август,Augusts
Австралия,Austrālija
Автозапуск FTP: ,FTP autom. palaišana:
Автозапуск MTP,MTP autom. palaišana
Автозапуск списка homebrew,Homebrew saraksta autom. palaišana
Автоповтор кнопок при удержании,Pogu automātiskā atkārtošana
Автор   : ,Autors  :
Агрументы для ярлыка,Argumenti saīsnei
Адрес FTP сервера: {},FTP servera adrese: {}
Адрес HTTP сервера: {},HTTP servera adrese: {}
 {:>5} часа,{:>5} st.
Альбом (0°),Albums (0°)
Американский английский,Amerikāņu angļu
Апрель,Aprīlis
База этой игры не самодостаточна. Не забудьте установить обновление,Šīs spēles bāze nav pilnīga. Neaizmirstiet instalēt atjauninājumu
Базовое хранилище: ,Bāzes krātuve:
Бекапы,Rez. kopijas
Бекапы сохранений ({}),Saglabājumu rez. kopijas ({})
Британский английский,Britu angļu
 {:>5} часов,{:>5} st.
В альбоме найден {} объект,Albumā atrasts {} objekts
В альбоме найдено {} объекта,Albumā atrasti {} objekti
В альбоме найдено {} объектов,Albumā atrasti {} objekti
В альбоме отсутствуют объекты,Albumā nav objektu
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Failā /switch/prod.keys trūkst atslēgu.\n\nDaļa funkciju nebūs pieejama.\n\nPārstartējiet uz Hekate un izmantojiet Lockpick_RCM.bin\natslēgu izgūšanai no SysNAND.
ВНИМАНИЕ ,UZMANĪBU
ВНИМАНИЕ! ,UZMANĪBU!
ВНИМАНИЕ! Тайтл {:016X} не установлен,UZMANĪBU! {:016X} nav instalēts
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),UZMANĪBU! Instalētā versija ({}) neatbilst vēlamajai ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,FAILA PĀRSŪTĪŠANAS LAIKĀ ATRASTAS KĻŪDAS. INSTALĒŠANA PĀRTRAUKTA
 {} в чёрном списке.,{} melnajā sarakstā.
Введите URL сервера (HTTP или (S)FTP),Ievadiet servera URL (HTTP vai (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Ievadiet saīsnes argumentus vai atstājiet tukšu
Введите желаемый номер страницы,Ievadiet vēlamo lapas numuru
Введите новое имя,Ievadiet jaunu vārdu
Введите новое имя каталога,Ievadiet jaunu kataloga vārdu
Введите новое имя файла,Ievadiet jaunu faila vārdu
Введите номер DLC,Ievadiet DLC numuru
Версия  : ,Versija :
Версия {} [v{}],Versija {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosphere versija          : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Sistēmas versija        : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,Lietotāja {} vietā izmantot:
Внимание! ,Uzmanību!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Uzmanību!\nDaži faili tika bloķēti un tāpēc izlaisti.
