original,translation
Удаление игры целиком: [{}],전체 게임 삭제 중: [{}]
"SSID: {}, Пароль: {}","SSID: {}, 비밀번호: {}"
Удаление каталога LFS,LFS 디렉터리 삭제
Удаление контента,콘텐츠 삭제
Удаление настроек родительского контроля...,자녀 보호 설정 삭제 중...
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,삭제에 실패했습니다.\n\n계속하려면 아무 버튼이나 누르세요
Удаление неиспользуемого {}...,사용하지 않는 {} 삭제 중...
Удаление плейсхолдера...,플레이스홀더 삭제 중...
Удаление пользователя,사용자 삭제
Удаление пользователя...,사용자 삭제 중...
Удаление ранее установленных файлов...,이전에 설치된 파일 삭제 중...
Удаление родительского контроля,자녀 보호 기능 삭제
SaveFS очищена,SaveFS 정리됨
Удаление связи с Nintendo account...,Nintendo Account 연결 해제 중...
Удаление сохранений,세이브 데이터 삭제
Удаление сохранения целиком,세이브 데이터 전체 삭제
Удаление старого     {}...,이전 {} 삭제 중...
Удаление старого файла {}...,이전 파일 {} 삭제 중...
Удаление старой записи об игре...,이전 게임 기록 삭제 중...
Удаление старой папки {}...,이전 폴더 {} 삭제 중...
Удаление тайтла: [{}],타이틀 삭제 중: [{}]
Удаление тикетов ({}),티켓 삭제 중 ({})
Удаление...,삭제 중...
TempC0               : {:04x},TempC0               : {:04x}
Удалить,삭제
Удалить LFS,LFS 삭제
Удалить сохранения,세이브 데이터 삭제
Удалить старые бекапы,오래된 백업 삭제
Удаляется {} из {}...,{}에서 {} 삭제 중...
Удаляется {}...,{} 삭제 중...
Удаляется бекап ,백업 삭제 중
Удаляется запись о контенте...,콘텐츠 기록 삭제 중...
Удаляется запись об игре...,게임 기록 삭제 중...
Удаляется игра и весь связанный контент,게임 및 모든 관련 콘텐츠 삭제
Titlekey не может быть инициализирован,Titlekey를 초기화할 수 없습니다
Удаляется папка LFS...,LFS 폴더 삭제 중...
Удаляется пустая папка,빈 폴더 삭제 중
Удаляется сохранение {}...,세이브 데이터 {} 삭제 중...
Удаляется старая запись о контенте...,이전 콘텐츠 기록 삭제 중...
Удаляется старый cnmt.nca...,이전 cnmt.nca 삭제 중...
Удаляется тикет: {}...,티켓 삭제 중: {}...
Удалять после установки: ,설치 후 삭제:
Удаляются все объекты из альбома для игры,게임의 앨범에서 모든 항목을 삭제합니다
Удаляются все сохранения для игры,게임의 모든 세이브 삭제 중
Удаляются сохранения...,세이브 데이터 삭제 중...
"UID: {}, Ник: {}","UID: {}, 닉: {}"
Удалённые,삭제됨
Удачный экспорт,내보내기 성공
Уделение старого тикета...,이전 티켓 삭제 중...
Упаковка каталога в RomFS,디렉터리를 RomFS로 압축
Упрощенный китайский,중국어 간체
Уровень заряда батареи         : {},배터리 충전 수준         : {}
Успешно разобран как PFS0 файл,PFS0 파일로 구문 분석 성공
Устанавливается {},{} 설치 중
Установить как аватар...,아바타로 설정...
Установка,설치
URL для проверки обновлений,업데이트 확인 URL
Установка анлокера...,언락커 설치 중...
Установка завершена,설치가 완료되었습니다
Установка игр (NAND),게임 설치 (NAND)
Установка игр (SD Card),게임 설치 (SD 카드)
Установка игры завершена,게임 설치가 완료되었습니다
Установка обновлений игр,게임 업데이트 설치
Установка прервана,설치가 중단되었습니다
Установка с картриджа,카트리지에서 설치
Установка тайтлов ({}/{}),타이틀 설치 중 ({}/{})
Установка через DBIbackend,DBIbackend로 설치
USB Соединение,USB 연결
Установка ярлыка...,바로가기 설치 중...
Установлен,설치됨
Установленные,설치됨
Установленные homebrew,설치된 홈브류
Установленные homebrew ({}),설치된 홈브류 ({})
Установленные игры,설치된 게임
Установленные тикеты,설치된 티켓
Установленные тикеты ({}),설치된 티켓 ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,파일이 손상되어 설치할 수 없습니다. HEAD 서명을 찾을 수 없습니다
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,파일이 손상되어 설치할 수 없습니다. 루트 파티션에서 HFS0 서명을 찾을 수 없습니다
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},무선 LAN MAC 주소: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,파일이 손상되어 설치할 수 없습니다. 보안 파티션에서 HFS0 서명을 찾을 수 없습니다
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,파일이 손상되어 설치할 수 없습니다. PFS0 서명을 찾을 수 없습니다
Файл слишком большой для хранилища,파일이 스토리지에 비해 너무 큽니다
Файл: {},파일: {}
Фиксация ФС...,FS 커밋 중...
Финальный размер: {},최종 크기: {}
Формирование списка...,목록 생성 중...
Форсированный язык    : {},강제 설정된 언어    : {}
Форсированный язык    : {} ({}),강제 설정된 언어    : {} ({})
  Автоопределение,  자동 감지
Форсировано вклчение USB 3.0: {},USB 3.0 강제 활성화: {}
Форсировать UTF-8,UTF-8 강제 설정
Форсировать язык,언어 강제 설정
Французский,프랑스어
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,MTP 스토리지
Хранилище только для чтения,읽기 전용 스토리지
Хэш версии              : {},버전 해시              : {}
Целевая запись о контенте не найдена,대상 콘텐츠 기록을 찾을 수 없습니다
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,일부 콘텐츠가 없습니다. 게임이 작동하지 않습니다
Число транзисторов: {:>3},트랜지스터 수: {:>3}
Число уникальных сыграных игр : {},플레이한 고유 게임 수 : {}
Число ходов:        {:>3},이동 횟수:        {:>3}
Читать дату файлов,파일 날짜 읽기
Чтение каталога...,디렉터리 읽는 중...
Чтение списка файлов...,파일 목록 읽는 중...
Что-то плохое грядёт,문제가 발생할 수 있습니다
Что-то пошло не так. Пропускаем оставшийся файл,문제가 발생했습니다. 나머지 파일을 건너뜁니다
"Чтобы вернуться, нажмите B",돌아가려면 B 버튼을 누르세요
Шадок у Гиби,기비의 섀도우
Шифрование секции ,섹션 암호화
Экзосфера очищает CAL0      : {},Exosphere가 CAL0을 지움      : {}
Экран                 : ({:08X}) {},화면                 : ({:08X}) {}
Экспорт SDK,SDK 내보내기
Экспортировать,내보내기
Экспортировать SDK,SDK 내보내기
Это действие будет нельзя отменить,이 작업은 되돌릴 수 없습니다
Язык                    : {},언어                    : {}
Январь,1월
Японский,일본어
Ярлык   : ,라벨   :
Ярлык для DBI,DBI 바로가기
"больше шансов, что оно заработает». Их",가능성이 커진다.' 그들의
быстро проникли в планы шадоков и,섀도우들의 계획을 금방 알아차리고
"всякий раз, когда растение расцветает",식물이 꽃을 피워 트랜지스터를
"выражениях: «Чем больше неудач, тем",'실패가 많을수록 성공할
"вычислили, что у них есть по крайней",계산한 결과 적어도
да,예
заработает… И они торопятся поскорее,것이라고 합니다... 그래서 그들은 서둘러
"и дает транзистор, они мчатся, чтобы","만들 때마다, 그들은 달려가"
"и не кончилось успехом». Или, в других",없다.' 또는 다른 말로 하면:
"мере один шанс из миллиона, что она",백만 분의 일의 확률로 성공할
миллионная заработает».,"성공할 것이라고 확신합니다."""
не является LFS папкой,LFS 폴더가 아닙니다
не является LFS папкой игры,게임의 LFS 폴더가 아닙니다
нет,아니
"ничего, что бы непрерывно продолжалось",이어지면서 성공으로 끝나지 않는 것은
"но окружили его со всех сторон, и","허락했지만, 사방에서 그를 둘러쌌고,"
"опытов, чтобы быть уверенными, что",경험하여 백만 번째에는
осуществить 999999 первых неудачных,"999,999번의 첫 실패를"
"очень умные благодаря своим шляпам,",덕분에 매우 똑똑한 기비들은
"планету гиби искать транзисторы. Гиби,",보내 트랜지스터를 찾기로 결정했습니다. 모자
постоянно кончаясь неудачами.,계속 실패로 끝나고 있습니다.
принципов шадокской логики: «Нет,원칙 중 하나와 관련이 있습니다: '계속
"ракета еще несовершенна, но они","로켓은 아직 불완전하지만, 그들은"
"растений, произрастающих на огородах.",식물에서 트랜지스터를 수집합니다.
решили позабавиться. Они позволили,장난을 치기로 했습니다. 그들은
"ZL/ZR - смена даты, Y - период","ZL/ZR - 날짜 변경, Y - 기간"
собрать урожай прежде шадока.,섀도우보다 먼저 수확합니다.
"терпят неудачу потому, что не хватает",실패하는 이유가 안전 시스템에
транзисторов в системах безопасности.,트랜지스터가 부족하기 때문이라고 말했습니다.
"шадоку забраться в один из их огородов,",섀도우가 그들의 밭 중 하나에 들어가도록
"Получено: {}, (скорость не определена)","수신됨: {}, (속도 미정)"
Игры добавлены в список исключений,게임이 예외 목록에 추가됨
Новых игр в список исключений добавлено не было,예외 목록에 추가된 새 게임 없음
"Интервал автобекапа сейвов, дни","세이브 자동 백업 간격, 일"
Просмотр МТР устройства [{}],MTP 장치 보기 [{}]
Просмотр USB диска [{}],USB 디스크 보기 [{}]
Заряд батареи (сырое значение) : {},배터리 충전 (원시 값) : {}
ru,ko
Конфигурация зарядки            : {},충전 구성                       : {}
Режим Hi-Z включён              : {},Hi-Z 모드 켜짐                  : {}
Зарядка батареи включена        : {},배터리 충전 켜짐                : {}
Маршрут электропитания          : {},전원 경로                       : {}
Напряжение источника            : {} mV,소스 전압                       : {} mV
Ток источника                   : {} mA,소스 전류                       : {} mA
Быстрая зарядка разрешена       : {},고속 충전 허용                  : {}
[CRC ОШИБКА ФАЙЛА],[파일 CRC 오류]
Целевая прошивка            : {}.{}.{},대상 펌웨어                     : {}.{}.{}
Поддерживаемая версия HOS   : {},지원되는 HOS 버전               : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,파일 {}에서 시스템 펌웨어를 다운로드하고 설치합니다.\n\n(+)를 눌러 계속\n취소하려면 다른 버튼
Распаковка архива не удалась,아카이브 압축 해제 실패
Сканирование архива не удалось,아카이브 스캔 실패
Установить все обновления из этой папки,이 폴더의 모든 업데이트 설치
Япония,일본
Русский,러시아어
Февраль,2월
Октябрь,10월
[HASH MISMATCH: GC ➡ eShop],[해시 불일치: GC->eShop]
Ноябрь,11월
 {} минут,{} 분
Игрок,유저
Время,시간
Язык    : ,언어    :
Контент,콘텐츠
[HASH: OK],[HASH: OK]
Красная,빨간색
Путь    : ,경로    :
  Жак Руксель. Великолепие навыворот.,  자크 룩셀. 거꾸로 된 화려함.
[HASH MISMATCH: Неисправимо],[해시 불일치: 수정 불가]
[ПРЕД],[주의]
Альбом,앨범
Выход,나가기
и т.д...,등등...
{} бекап,{} 백업
874,874
Пишется тело: {}/{}MB \r,본문 쓰기: {}/{}MB \r
Пишется скриншот\n,스크린샷 저장 중\n
Пишется таблица хешей\n,해시 테이블 쓰는 중\n
Пишется подпись видео\n,비디오 서명 쓰는 중\n
Операция завершена\n,작업 완료\n
Предел входного тока (буст)     : {} mA,입력 전류 제한 (부스트)         : {} mA
Предел тока быстрой зарядки     : {} mA,고속 충전 전류 제한             : {} mA
Напряжение батареи              : {} mV,배터리 전압                     : {} mV
Контроллер источника получен    : {},소스 컨트롤러 수신됨            : {}
OTG Запрошен                    : {},OTG 요청됨                      : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",파일 {}에서 시스템 펌웨어를 다운로드하고 설치합니다.\n\n주의!!! 이 버전은 현재 Atmosphere에서 지원되지 않는 것 같습니다.\n\n(+)를 눌러 계속\n취소하려면 다른 버튼
Копирование файла не удалось,파일 복사 실패
Daybreak.nro не найден,Daybreak.nro 미발견
Изображение добавлено в альбом,이미지가 앨범에 추가됨
Ошибка добавления изобржения в альбом: {},앨범에 이미지 추가 오류: {}
Добавить в альбом,앨범에 추가
Анализ mp4 файла,mp4 파일 분석
Длительность: {},재생 시간: {}
ОШИБКА! Файл не содержит один видео трек,오류! 비디오 트랙이 포함되지 않음
ОШИБКА! Файл не содержит один аудио трек,오류! 오디오 트랙이 포함되지 않음
ОШИБКА! У видео трека неподдерживаемый кодек,오류! 지원되지 않는 비디오 코덱
ОШИБКА! У аудио трека неподдерживаемый кодек,오류! 지원되지 않는 오디오 코덱
ОШИБКА! Аудио трек не стерео,오류! 오디오가 스테레오 아님
[{}] Общий тикет для {},[{}] {}의 공통 티켓
ОШИБКА! У аудио трека неподходящая частота дискретизации,오류! 부적절한 오디오 샘플링 속도
ОШИБКА! У видео трека неподходящая ширина,오류! 부적절한 비디오 너비
ОШИБКА! У видео трека неподходящая высота,오류! 부적절한 비디오 높이
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,주의! 비디오 스트림에 B-Frame이 포함될 수 있습니다. 재생되지 않을 수 있습니다.
"Похоже, это не MP4 файл",MP4 파일이 아닙니다
Открыть как RomFS,RomFS로 열기
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,SD 카드가 가짜입니다. SD 카드를 검증된 제품으로 교체하는 것을 권장합니다.
[{}] Персональный тикет для {},[{}] {}의 개인 티켓
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,SD 카드가 가짜인 것으로 보입니다.\n\n게임 설치 시 문제가 발생할 수 있습니다.\n이 경우 SD 카드를 검증된 제품으로 교체하는 것이 좋습니다.
Информация о SD карте,SD 카드 정보
Производитель    : {:s} ({:02X}),제조사    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},제품 이름        : {:s}
Ревизия продукта : {:s},제품 리비전 : {:s}
Серийный номер   : {:s},일련 번호   : {:s}
[ПОДПИСЬ: DBI],[서명: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    플레이 시간    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR 날짜 변경, Y 기간, X 정렬, (+) 사용자 선택"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB / {}MB ({:.2f} MB/초)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X 선택, Y 선택 반전, (+) 메뉴, R3 정렬, L3 시작"
Создать все известные ({}),알려진 모든 항목 생성 ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X 선택, Y 선택 반전, (+) 메뉴, L3 시작"
"DPAD или стики для перемещения, (+) Настройки","DPAD 또는 스틱으로 이동, (+) 설정"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github 서버 보기...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X 선택, Y 선택 반전, (+) 메뉴, R3 정렬"
"X выбор, Y обр. выбор, (+) меню","X 선택, Y 역선택, (+) 메뉴"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X 선택, Y 선택 반전, A 열기, (-) 두 번째 패널, (+) 메뉴"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X 선택, Y 반전 선택, ⬅/➡ 패널 변경, (-) 닫기, (+) 메뉴"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[델타 조각 불필요]
[КОНТЕНТ ОТСУТСТВУЕТ],[콘텐츠 없음]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[플레이스홀더 생성 불가]
[НЕДОСТАТОЧНО МЕСТА],[공간 부족]
  Кодировка...,  인코딩...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[알 수 없는 압축]
[ОТСУТСТВУЕТ],[없음]
[ОШБК],[오류]
[ОШИБКА NCA MAGIC],[NCA 매직 오류]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[플레이스홀더 쓰기 오류]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD 압축 해제 오류: {}]
[ОШИБКА РАСПАКОВКИ],[압축 해제 오류]
[ОШИБКА],[오류]
[ОШИБКА] Отсутствует URL списка обновлений,[오류] 업데이트 목록 URL이 없습니다
[ПЕРЕДАЧА OK],[전송 확인]
  Применить,  적용
[ПЕРЕДАЧА ПРЕРВАНА],[전송 중단됨]
[ПОВРЕЖДЁННЫЙ NCA],[손상된 NCA]
[ПОДПИСЬ: OK],[서명: 확인]
[ПОДПИСЬ: XCI➡NSP],[서명: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[서명: 가짜]
[СТАРАЯ ПРОШИВКА],[오래된 펌웨어]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[타이틀 모드 필요]
[ФАЙЛ ПОВРЕЖДЁН],[파일 손상됨]
[ХЕШ ИСПРАВЛЕН],[해시 수정됨]
  Редактирование,  편집
[ХЕШ НЕ СОВПАДАЕТ],[해시 불일치]
\nНачало обработки dlc {}: {:016X},\ndlc {} 처리 시작: {:016X}
\nНачало обработки программы {},\n프로그램 {} 처리 시작
\nНачало создания Data.nca,\nData.nca 생성 시작
\nНачало создания Meta.nca,\nMeta.nca 생성 시작
\nОшибка USB обмена,\nUSB 통신 오류
\nСборка PFS0,\nPFS0 빌드
\nСборка RomFS,\nRomFS 빌드
\nСекция 0,\n섹션 0
\nСекция 1,\n섹션 1
 (по времени игры), (플레이 시간순)
\nСекция 2,\n섹션 2
\nСоздан NSP: {},\nNSP 생성됨: {}
\nШифрование NCA,\nNCA 암호화
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. 총: {} 시간
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. 총: {} 시간
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. 총: {} 시간
{:4d} {}. Всего: {} час,{:4d} {}. 총: {} 시간
{:4d} {}. Всего: {} часа,{:4d} {}. 총: {} 시간
{:4d} {}. Всего: {} часов,{:4d} {}. 총: {} 시간
 (по названию игры), (게임 이름순)
{:4d}. Всего: {} час,{:4d}. 총: {} 시간
{:4d}. Всего: {} часа,{:4d}. 총: {} 시간
{:4d}. Всего: {} часов,{:4d}. 총: {} 시간
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6}개 항목 처리됨. {:>5}개 기록 찾음...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB 다운로드됨...\r
{} cохранение,{} 세이브 데이터
{} cохранений,{} 세이브 데이터
{} cохранения,{} 세이브 데이터
 (по числу запусков), (실행 횟수순)
{} бекапа,{} 백업
{} бекапов,{} 백업
{} записей ({}),{} 기록 ({})
{} записи ({}),{} 기록 ({})
{} запись ({}),{} 기록 ({})
{} игр ({}),{} 게임 ({})
{} игра ({}),{} 게임 ({})
{} игры ({}),{} 게임 ({})
{} сохранение,{} 세이브 데이터
{} сохранений,{} 세이브 데이터
{} сохранения,{} 세이브 데이터
{} тикет,{} 티켓
{} тикета,{} 티켓
{} тикетов,{} 티켓
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{}MB(평균:{:.1f},현재:{:.1f}MB/s)남음:{:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/초"
{}: {} потерянная запись,{}: {}개의 유실된 기록
{}: {} потерянных записей,{}: {}개의 유실된 기록
{}: {} потерянных записи,{}: {}개의 유실된 기록
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} 암호화: {} 설치 크기: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [파일을 열 수 없음]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/초)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/초)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: {}/{} 건너뛰는 중 ({:.2f} MB/초)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\n백업 복원에 실패했습니다\n\nA - 중단, 다른 버튼 - 계속"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/초)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,"""섀도우들의 상황은 만족스럽습니다."
Ёмкость с завода   : {} mAh,공장 출하 용량   : {} mAh
АВТО,자동
Аватар установлен,아바타 설정됨
Август,8월
Австралия,호주
Автозапуск FTP: ,FTP 자동 실행:
Автозапуск MTP,MTP 자동 실행
Автозапуск списка homebrew,홈브류 목록 자동 실행
Автоповтор кнопок при удержании,버튼 누르고 있을 때 자동 반복
Автор   : ,제작자 :
Агрументы для ярлыка,바로가기 인수
Адрес FTP сервера: {},FTP 서버 주소: {}
Адрес HTTP сервера: {},HTTP 서버 주소: {}
 {:>5} часа, {:>5} 시간
Альбом (0°),가로 (0°)
Американский английский,미국 영어
Апрель,4월
База этой игры не самодостаточна. Не забудьте установить обновление,이 게임의 베이스는 독립적이지 않습니다. 업데이트를 설치해야 합니다
Базовое хранилище: ,기본 스토리지:
Бекапы,백업
Бекапы сохранений ({}),세이브 데이터 백업 ({})
Британский английский,영국 영어
 {:>5} часов, {:>5} 시간
В альбоме найден {} объект,앨범에서 {}개 항목 발견
В альбоме найдено {} объекта,앨범에서 {}개의 항목을 찾았습니다
В альбоме найдено {} объектов,앨범에서 {}개의 항목을 찾았습니다
В альбоме отсутствуют объекты,앨범에 항목이 없습니다
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,/switch/prod.keys 파일에 필수 키가 없습니다.\n\n일부 기능을 사용할 수 없습니다.\n\nHekate로 재부팅 후 Lockpick_RCM.bin 페이로드를 사용하여\nSysNAND에서 키를 덤프하십시오.
ВНИМАНИЕ ,주의
ВНИМАНИЕ! ,주의!
ВНИМАНИЕ! Тайтл {:016X} не установлен,주의! 타이틀 {:016X}이(가) 설치되지 않았습니다
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),주의! 설치된 버전({})이(가) 원하는 버전({})과(와) 일치하지 않습니다
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,파일 전송 중 오류가 발견되었습니다. 설치가 중단되었습니다
 {} в чёрном списке.,{}개 블랙리스트 등록됨
Введите URL сервера (HTTP или (S)FTP),서버 URL 입력 (HTTP 또는 (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,바로가기 인수를 입력하거나 비워두세요
Введите желаемый номер страницы,원하는 페이지 번호를 입력하세요
Введите новое имя,새 이름 입력
Введите новое имя каталога,새 디렉터리 이름 입력
Введите новое имя файла,새 파일 이름 입력
Введите номер DLC,DLC 번호 입력
Версия  : ,버전  :
Версия {} [v{}],버전 {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosphere 버전            : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},펌웨어 버전         : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,사용자 {} 대신 사용:
Внимание! ,주의!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,주의!\n일부 파일이 잠겨 있어 건너뛰었습니다.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},구문 분석 중\n\n{}\n\n다음 오류가 발생했습니다:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,티켓 설치 중 오류가 발생했습니다. ES 시그패치가 있는지 확인하세요
Во время экспорта были ошибки,내보내기 중 오류 발생
Возраст батареи                 : {}%,배터리 수명                 : {}%
Возраст батареи                : {},배터리 수명                : {}
Возраст батареи                : {}%,배터리 수명                : {}%
 {} минута, {} 분
Возрастной рейтинг,연령 등급
Восстановить,복원
Восстановить бекап...,백업 복원...
Восстановить для...,복원 대상...
Восстановить как бекап сохранения,세이브 데이터 백업으로 복원
Восстановление бекапа,백업 복원
Восстановление не удалось,복원에 실패했습니다
Восстановление успешно,복원 성공
Восстановление: {},복원 중: {}
 {} минуты, {} 분
Время гашения экрана в секундах,화면 꺼짐 시간(초)
Время игры: {:02}:{:02}:{:02},플레이 시간: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},전송 시간 {:d}:{:02d}:{:02d}
Все игровые сессии,모든 게임 세션
Все игроки,모든 플레이어
Все объекты,모든 항목
Все файлы в порядке,모든 파일이 정상입니다
Всего {} байт получен,총 {} 바이트 수신됨
Всего {} байт послан,총 {} 바이트 전송됨
Всего {} байта получено,총 {} 바이트 수신됨
 Да,예
Всего {} байта послано,총 {} 바이트 전송됨
Всего {} байтов получено,총 {} 바이트 수신됨
Всего {} байтов послано,총 {} 바이트 전송됨
Всего записей: {},총 기록: {}
