original,translation
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},無線 LAN MAC 位址：{:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,檔案已損壞，無法安裝。在 secure 分區中找不到 HFS0 簽名
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,檔案已損壞，無法安裝。找不到 PFS0 簽名
Файл слишком большой для хранилища,檔案對於儲存空間而言過大
Файл: {},檔案: {}
Фиксация ФС...,提交檔案系統...
Финальный размер: {},最終大小：{}
Формирование списка...,正在產生清單...
Форсированный язык    : {},強制語言：{}
Форсированный язык    : {} ({}),強制語言：{} ({})
  Автоопределение,  自動偵測
Форсировано вклчение USB 3.0: {},強制啟用 USB 3.0：{}
Форсировать UTF-8,強制 UTF-8
Форсировать язык,強制語言
Французский,法文
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,MTP 儲存裝置
Хранилище только для чтения,儲存空間為唯讀
Хэш версии              : {},版本雜湊：{}
Целевая запись о контенте не найдена,找不到目標內容記錄
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,部分內容缺少。遊戲將無法運作
Число транзисторов: {:>3},電晶體數量： {:>3}
Число уникальных сыграных игр : {},獨特遊玩遊戲數：{}
Число ходов:        {:>3},移動次數： {:>3}
Читать дату файлов,讀取檔案日期
Чтение каталога...,正在讀取目錄...
Чтение списка файлов...,正在讀取檔案清單...
Что-то плохое грядёт,有不好的事情要發生了
Что-то пошло не так. Пропускаем оставшийся файл,發生錯誤。正在略過剩餘檔案
"Чтобы вернуться, нажмите B",按 B 返回
Шадок у Гиби,Shadok at Gibi
Шифрование секции ,正在加密區段
Экзосфера очищает CAL0      : {},Exosphere 清除 CAL0：{}
Экран                 : ({:08X}) {},螢幕：({:08X}) {}
Экспорт SDK,匯出 SDK
Экспортировать,匯出
Экспортировать SDK,匯出 SDK
Это действие будет нельзя отменить,此操作無法復原
Язык                    : {},語言：{}
Январь,一月
Японский,日文
Ярлык   : ,捷徑：
Ярлык для DBI,DBI 的捷徑
"больше шансов, что оно заработает». Их",機會就越大。』他們的
быстро проникли в планы шадоков и,很快就識破了 Shadok 的計畫，
"всякий раз, когда растение расцветает",每當有植物開花
"выражениях: «Чем больше неудач, тем",『失敗越多，成功的
"вычислили, что у них есть по крайней",計算出至少有百萬分之
да,是
заработает… И они торопятся поскорее,所以他們急於完成
"и дает транзистор, они мчатся, чтобы",並結出電晶體時，他們就衝過去
"и не кончилось успехом». Или, в других",而不成功。』換句話說：
"мере один шанс из миллиона, что она",一的機會能成功…
миллионная заработает».,第一百萬次能成功。」
не является LFS папкой,不是 LFS 資料夾
не является LFS папкой игры,不是遊戲的 LFS 資料夾
нет,否
"ничего, что бы непрерывно продолжалось",什麼事情會一直持續
"но окружили его со всех сторон, и",但從四面八方包圍了他，
"опытов, чтобы быть уверенными, что",試驗，以確保
осуществить 999999 первых неудачных,"前 999,999 次的失敗"
"очень умные благодаря своим шляпам,",因為他們的帽子而非常聰明，
"планету гиби искать транзисторы. Гиби,",去 Gibi 星球尋找電晶體。Gibi
постоянно кончаясь неудачами.,但總是失敗。
принципов шадокской логики: «Нет,一個基本原則：『沒有
"ракета еще несовершенна, но они",火箭還不完美，但他們
"растений, произрастающих на огородах.",花園裡生長的植物上收集的。
решили позабавиться. Они позволили,並決定捉弄他們。他們讓
"ZL/ZR - смена даты, Y - период",ZL/ZR - 變更日期，Y - 期間
собрать урожай прежде шадока.,在 Shadok 之前收穫。
"терпят неудачу потому, что не хватает",失敗是因為安全系統中
транзисторов в системах безопасности.,缺少電晶體。
"шадоку забраться в один из их огородов,",Shadok 進入他們的一個花園，
"Получено: {}, (скорость не определена)","已接收: {}, (速度未定)"
Игры добавлены в список исключений,遊戲已加入排除清單
Новых игр в список исключений добавлено не было,未新增遊戲至排除清單
"Интервал автобекапа сейвов, дни",存檔自動備份間隔(天)
Просмотр МТР устройства [{}],檢視 MTP 裝置 [{}]
Просмотр USB диска [{}],檢視 USB 磁碟 [{}]
Заряд батареи (сырое значение) : {},電池電量 (原始值)：{}
ru,zt
Конфигурация зарядки            : {},充電組態                        : {}
Режим Hi-Z включён              : {},Hi-Z 模式已啟用                 : {}
Зарядка батареи включена        : {},電池充電已啟用                  : {}
Маршрут электропитания          : {},電源路徑                        : {}
Напряжение источника            : {} mV,來源電壓                        : {} mV
Ток источника                   : {} mA,來源電流                        : {} mA
Быстрая зарядка разрешена       : {},允許快速充電                    : {}
[CRC ОШИБКА ФАЙЛА],[檔案 CRC 錯誤]
Целевая прошивка            : {}.{}.{},目標韌體                    : {}.{}.{}
Поддерживаемая версия HOS   : {},支援的 HOS 版本     : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,將從檔案 {} 下載並安裝系統韌體。\n\n按 (+) 繼續\n按其他鍵取消
Распаковка архива не удалась,解壓縮失敗
Сканирование архива не удалось,掃描壓縮檔失敗
Установить все обновления из этой папки,安裝此資料夾內的所有更新
Япония,日本
Русский,俄語
Февраль,二月
Октябрь,十月
[HASH MISMATCH: GC ➡ eShop],[雜湊不符：GC ➡ eShop]
Ноябрь,十一月
 {} минут,{} 分鐘
Игрок,玩家
Время,時間
Язык    : ,語言     :
Контент,內容
[HASH: OK],[HASH: OK]
Красная,紅色
Путь    : ,路徑     :
  Жак Руксель. Великолепие навыворот.,  雅克·魯克塞爾。《反面的輝煌》。
[HASH MISMATCH: Неисправимо],[雜湊不符：無法修復]
[ПРЕД],[警告]
Альбом,相簿
Выход,離開
и т.д...,等等...
{} бекап,{} 備份
874,874
Пишется тело: {}/{}MB \r,寫入內容: {}/{}MB \r
Пишется скриншот\n,正在寫入截圖\n
Пишется таблица хешей\n,正在寫入雜湊表\n
Пишется подпись видео\n,正在寫入視訊簽章\n
Операция завершена\n,操作完成\n
Предел входного тока (буст)     : {} mA,輸入電流限制 (Boost)            : {} mA
Предел тока быстрой зарядки     : {} mA,快速充電電流限制                : {} mA
Напряжение батареи              : {} mV,電池電壓                        : {} mV
Контроллер источника получен    : {},已獲取來源控制器                : {}
OTG Запрошен                    : {},OTG 已請求                        : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",將從檔案 {} 下載並安裝系統韌體。\n\n警告！！！目前的 Atmosphere 似乎不支援此版本。\n\n按 (+) 繼續\n按其他鍵取消
Копирование файла не удалось,檔案複製失敗
Daybreak.nro не найден,找不到 Daybreak.nro
Изображение добавлено в альбом,圖片已加入相簿
Ошибка добавления изобржения в альбом: {},加入圖片至相簿時發生錯誤: {}
Добавить в альбом,加入相簿
Анализ mp4 файла,分析 mp4 檔案
Длительность: {},長度: {}
ОШИБКА! Файл не содержит один видео трек,錯誤！檔案未包含單一視訊軌
ОШИБКА! Файл не содержит один аудио трек,錯誤！檔案未包含單一音訊軌
ОШИБКА! У видео трека неподдерживаемый кодек,錯誤！不支援的視訊編碼
ОШИБКА! У аудио трека неподдерживаемый кодек,錯誤！不支援的音訊編碼
ОШИБКА! Аудио трек не стерео,錯誤！音訊軌非立體聲
[{}] Общий тикет для {},[{}] {} 的通用票證
ОШИБКА! У аудио трека неподходящая частота дискретизации,錯誤！音訊取樣率不適用
ОШИБКА! У видео трека неподходящая ширина,錯誤！視訊寬度不適用
ОШИБКА! У видео трека неподходящая высота,錯誤！視訊高度不適用
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,警告！視訊串流可能包含 B-Frames。檔案可能無法播放
"Похоже, это не MP4 файл",這似乎不是 MP4 檔案
Открыть как RomFS,以 RomFS 開啟
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,您的 SD 卡是偽造的。建議將 SD 卡更換為經過驗證的卡。
[{}] Персональный тикет для {},[{}] {} 的個人票證
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,您的 SD 卡似乎是偽造的。\n\n安裝遊戲時可能會遇到問題。\n在這種情況下，建議將 SD 卡更換為經過驗證的卡。
Информация о SD карте,SD 卡資訊
Производитель    : {:s} ({:02X}),製造商    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},產品名稱         : {:s}
Ревизия продукта : {:s},產品修訂版本 : {:s}
Серийный номер   : {:s},序號   : {:s}
[ПОДПИСЬ: DBI],[簽名: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    遊戲時間    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR 更改日期, Y 週期, X 排序, (+) 選擇用戶"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB / {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X 選擇, Y 反選, (+) 菜單, R3 排序, L3 啟動"
Создать все известные ({}),建立所有已知 ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X 選擇, Y 反選, (+) 菜單, L3 啟動"
"DPAD или стики для перемещения, (+) Настройки",DPAD或搖桿移動，(+) 設定
Просмотр HTTP/FTP/Github сервера...,正在查看 HTTP/FTP/Github 伺服器...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X 選擇, Y 反向選擇, (+) 菜單, R3 排序"
"X выбор, Y обр. выбор, (+) меню",X 選擇，Y 反向選擇，(+) 菜單
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню",X 選擇，Y 反向選擇，A 打開，(-) 第二面板，(+) 菜單
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X 選擇, Y 反向選擇, ⬅/➡ 切換面板, (-) 關閉, (+) 菜單"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[不需要 DELTA FRAGMENT]
[КОНТЕНТ ОТСУТСТВУЕТ],[內容缺少]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[無法建立預留位置]
[НЕДОСТАТОЧНО МЕСТА],[空間不足]
  Кодировка...,  編碼...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[未知的壓縮方式]
[ОТСУТСТВУЕТ],[缺少]
[ОШБК],[錯誤]
[ОШИБКА NCA MAGIC],[NCA MAGIC 錯誤]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[寫入預留位置時發生錯誤]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD 解壓縮錯誤：{}]
[ОШИБКА РАСПАКОВКИ],[解壓縮錯誤]
[ОШИБКА],[錯誤]
[ОШИБКА] Отсутствует URL списка обновлений,[錯誤] 缺少更新清單 URL
[ПЕРЕДАЧА OK],[傳輸成功]
  Применить,  套用
[ПЕРЕДАЧА ПРЕРВАНА],[傳輸已中止]
[ПОВРЕЖДЁННЫЙ NCA],[NCA 已損壞]
[ПОДПИСЬ: OK],[簽名：正常]
[ПОДПИСЬ: XCI➡NSP],[簽名：XCI➡NSP]
[ПОДПИСЬ: Поддельная],[簽名：偽造]
[СТАРАЯ ПРОШИВКА],[韌體過舊]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[需要標題模式]
[ФАЙЛ ПОВРЕЖДЁН],[檔案已損壞]
[ХЕШ ИСПРАВЛЕН],[雜湊已修補]
  Редактирование,  編輯
[ХЕШ НЕ СОВПАДАЕТ],[雜湊不符]
\nНачало обработки dlc {}: {:016X},\n開始處理 dlc {}: {:016X}
\nНачало обработки программы {},\n開始處理程式 {}
\nНачало создания Data.nca,\n開始建立 Data.nca
\nНачало создания Meta.nca,\n開始建立 Meta.nca
\nОшибка USB обмена,\nUSB 通訊錯誤
\nСборка PFS0,\n建構 PFS0
\nСборка RomFS,\n建構 RomFS
\nСекция 0,\n區段 0
\nСекция 1,\n第1節
 (по времени игры), (依遊戲時間)
\nСекция 2,\n第2節
\nСоздан NSP: {},\n已建立 NSP：{}
\nШифрование NCA,\n正在加密 NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. 總計：{} 小時
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. 總計：{} 小時
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. 總計：{} 小時
{:4d} {}. Всего: {} час,{:4d} {}. 總計：{} 小時
{:4d} {}. Всего: {} часа,{:4d} {}. 總計：{} 小時
{:4d} {}. Всего: {} часов,{:4d} {}. 總計：{} 小時
 (по названию игры), (依遊戲名稱)
{:4d}. Всего: {} час,{:4d}. 總計：{} 小時
{:4d}. Всего: {} часа,{:4d}. 總計：{} 小時
{:4d}. Всего: {} часов,{:4d}. 總計：{} 小時
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} 個物件已處理。找到 {:>5} 筆記錄...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB 已下載...\r
{} cохранение,{} 個存檔
{} cохранений,{} 個存檔
{} cохранения,{} 個存檔
 (по числу запусков), (依啟動次數)
{} бекапа,{} 個備份
{} бекапов,{} 個備份
{} записей ({}),{} 筆記錄 ({})
{} записи ({}),{} 筆記錄 ({})
{} запись ({}),{} 筆記錄 ({})
{} игр ({}),{} 遊戲 ({})
{} игра ({}),{} 遊戲 ({})
{} игры ({}),{} 遊戲 ({})
{} сохранение,{} 個存檔
{} сохранений,{} 個存檔
{} сохранения,{} 個存檔
{} тикет,{} 票證
{} тикета,{} 張票證
{} тикетов,{} 張票證
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (均: {:.1f} MB/s, 現: {:.1f} MB/s) 餘 {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/秒"
{}: {} потерянная запись,{}: {} 筆孤立記錄
{}: {} потерянных записей,{}: {} 筆孤立記錄
{}: {} потерянных записи,{}: {} 筆孤立記錄
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} 加密：{} 安裝大小：{}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [無法開啟檔案]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/秒)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/秒)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: 正在略過 {}/{} ({:.2f} MB/秒)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить",{}\n\n還原備份失敗\n\n按 A - 中止，按其他鍵 - 繼續
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,「Shadok 的情況令人滿意。
Ёмкость с завода   : {} mAh,出廠容量：{} mAh
АВТО,自動
Аватар установлен,頭像已設定
Август,八月
Австралия,澳洲
Автозапуск FTP: ,自動啟動 FTP：
Автозапуск MTP,自動啟動 MTP
Автозапуск списка homebrew,自動啟動自製軟體清單
Автоповтор кнопок при удержании,按住按鈕時自動重複
Автор   : ,作者：
Агрументы для ярлыка,捷徑的參數
Адрес FTP сервера: {},FTP 伺服器位址：{}
Адрес HTTP сервера: {},HTTP 伺服器位址：{}
 {:>5} часа, {:>5} 小時
Альбом (0°),橫向 (0°)
Американский английский,美式英文
Апрель,四月
База этой игры не самодостаточна. Не забудьте установить обновление,此遊戲的基礎版本不完整。請務必安裝更新
Базовое хранилище: ,基礎儲存空間：
Бекапы,備份
Бекапы сохранений ({}),存檔備份 ({})
Британский английский,英式英文
 {:>5} часов, {:>5} 小時
В альбоме найден {} объект,在相簿中找到 {} 個物件
В альбоме найдено {} объекта,在相簿中找到 {} 個物件
В альбоме найдено {} объектов,在相簿中找到 {} 個物件
В альбоме отсутствуют объекты,相簿中沒有物件
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,/switch/prod.keys 缺少必要密鑰。\n\n部分功能將不可用。\n\n請重啟至 Hekate 並使用 Lockpick_RCM.bin\n從 SysNAND 提取密鑰。
ВНИМАНИЕ ,警告
ВНИМАНИЕ! ,警告！
ВНИМАНИЕ! Тайтл {:016X} не установлен,警告！標題 {:016X} 未安裝
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),警告！已安裝版本 ({}) 與所需版本 ({}) 不符
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,檔案傳輸期間發現錯誤。安裝已中止
 {} в чёрном списке., {} 在黑名單中。
Введите URL сервера (HTTP или (S)FTP),輸入伺服器 URL (HTTP 或 (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,輸入捷徑的參數或留空
Введите желаемый номер страницы,輸入所需的頁碼
Введите новое имя,輸入新名稱
Введите новое имя каталога,輸入新目錄名稱
Введите новое имя файла,輸入新檔案名稱
Введите номер DLC,輸入 DLC 編號
Версия  : ,版本：
Версия {} [v{}],版本 {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosphere 版本：{}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},韌體版本：{}.{}.{}-{}.{}
Вместо пользователя {} использовать:,使用此使用者而非 {}：
Внимание! ,警告！
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,警告！\n部分檔案已被鎖定，因此被略過。
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},解析期間\n\n{}\n\n發生以下錯誤：\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,安裝票證時發生錯誤。請檢查 ES 簽名修補
Во время экспорта были ошибки,匯出時發生錯誤
Возраст батареи                 : {}%,電池壽命：{}%
Возраст батареи                : {},電池壽命：{}
Возраст батареи                : {}%,電池壽命：{}%
 {} минута, {} 分鐘
Возрастной рейтинг,年齡分級
Восстановить,還原
Восстановить бекап...,還原備份...
Восстановить для...,還原至...
Восстановить как бекап сохранения,還原為存檔備份
Восстановление бекапа,還原備份
Восстановление не удалось,還原失敗
Восстановление успешно,還原成功
Восстановление: {},正在還原：{}
 {} минуты, {} 分鐘
Время гашения экрана в секундах,螢幕變暗時間 (秒)
Время игры: {:02}:{:02}:{:02},遊戲時間：{:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},傳輸時間 {:d}:{:02d}:{:02d}
Все игровые сессии,所有遊戲階段
Все игроки,所有玩家
Все объекты,所有物件
Все файлы в порядке,所有檔案均正常
Всего {} байт получен,總共接收了 {} 位元組
Всего {} байт послан,總共傳送了 {} 位元組
Всего {} байта получено,總共接收了 {} 位元組
 Да,是
Всего {} байта послано,總共傳送了 {} 位元組
Всего {} байтов получено,總共接收了 {} 位元組
Всего {} байтов послано,總共傳送了 {} 位元組
Всего записей: {},總記錄數：{}
Всего освобождено места : ,總釋放空間：
Всего отослано: {} ({}/сек),總傳送量：{} ({}/秒)
Всего программ: {},總程式數：{}
Вставить,貼上
Вставка...,貼上中...
Всё время. Всего: {} час,所有時間。總計：{} 小時
 Да ,是
Всё время. Всего: {} часа,所有時間。總計：{} 小時
Всё время. Всего: {} часов,所有時間。總計：{} 小時
Вы собираетесь удалить следующие бекапы:,您即將刪除以下備份：
Вы собираетесь удалить следующие игры:,您即將刪除以下遊戲：
Вы собираетесь удалить следующие сохранения:,您即將刪除以下存檔：
Вы собираетесь удалить следующие тикеты:,您即將刪除以下票證：
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,您確定要刪除 {} 筆記錄嗎？\n\n(+) - 是   B - 取消
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,您確定要刪除 {} 筆記錄嗎？\n\n(+) - 是   B - 取消
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,您確定要刪除 {} 個物件嗎？\n\n(+) - 是   B - 取消
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,您確定要刪除 {} 個物件嗎？\n\n(+) - 是   B - 取消
    {:>2} сек,    {:>2} 秒
 Закрытие игры, 關閉遊戲
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ",您確定要刪除 {} 嗎？\n\n(+) - 是，其他按鈕 - 否
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",您確定要刪除\n{}嗎？\n\n(+) - 是  B - 取消
Выберите пользователя,選擇使用者
Выберите тип сохранения,選擇存檔類型
Выбрать все файлы игры,選擇所有遊戲檔案
Выбрать того же пользователя,選擇相同使用者
Выбрать ту же игру,選擇相同遊戲
Выйти из DBI           : ,離開 DBI：
Выключать экран,關閉螢幕
Выключить экран        : ,關閉螢幕：
