original,translation
Сканирование архива не удалось,アーカイブのスキャンに失敗しました
Установить все обновления из этой папки,このフォルダから全更新をインストール
Япония,日本
Русский,ロシア語
Февраль,2月
Октябрь,10月
[HASH MISMATCH: GC ➡ eShop],[HASH NG:GC->eShop]
Ноябрь,11月
 {} минут,{}分
Игрок,ユーザ
Время,時間
Язык    : ,言語     :
Контент,内容
[HASH: OK],[HASH: OK]
Красная,赤
Путь    : ,パス     :
  Жак Руксель. Великолепие навыворот.,  ジャック・ルーセル著『裏返しの素晴らしさ』
[HASH MISMATCH: Неисправимо],[ハッシュ不一致: 修正不可]
[ПРЕД],[警告]
Альбом,アルバム
Выход,終了
и т.д...,など...
{} бекап,{}セーブ
874,874
Пишется тело: {}/{}MB \r,本体書き込み: {}/{}MB \r
Пишется скриншот\n,スクショ保存中\n
Пишется таблица хешей\n,ハッシュテーブル書き込み中\n
Пишется подпись видео\n,ビデオ署名を書き込み中\n
Операция завершена\n,完了しました\n
Предел входного тока (буст)     : {} mA,入力電流制限（ブースト）        : {} mA
Предел тока быстрой зарядки     : {} mA,急速充電電流制限                : {} mA
Напряжение батареи              : {} mV,バッテリー電圧                  : {} mV
Контроллер источника получен    : {},ソースコントローラー取得        : {}
OTG Запрошен                    : {},OTG要求                         : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",ファイル{}からシステム更新をDL・インストールします。\n\n注意: 現在のAtmosphereでは非対応の可能性があります。\n\n(+)で続行\n他ボタンでキャンセル
Копирование файла не удалось,ファイルのコピーに失敗しました
Daybreak.nro не найден,Daybreak.nro未検出
Изображение добавлено в альбом,画像をアルバムに追加しました
Ошибка добавления изобржения в альбом: {},アルバムへの画像追加エラー: {}
Добавить в альбом,アルバムに追加
Анализ mp4 файла,mp4ファイル解析中
Длительность: {},再生時間: {}
ОШИБКА! Файл не содержит один видео трек,エラー: 映像トラックが1つではありません
ОШИБКА! Файл не содержит один аудио трек,エラー: 音声トラックが1つではありません
ОШИБКА! У видео трека неподдерживаемый кодек,エラー: 映像コーデックが非対応です
ОШИБКА! У аудио трека неподдерживаемый кодек,エラー: 音声コーデックが非対応です
ОШИБКА! Аудио трек не стерео,エラー: 音声がステレオではない
[{}] Общий тикет для {},[{}] {} の共通チケット
ОШИБКА! У аудио трека неподходящая частота дискретизации,エラー: サンプリングレートが不適切です
ОШИБКА! У видео трека неподходящая ширина,エラー: 映像の幅が不適切です
ОШИБКА! У видео трека неподходящая высота,エラー: 映像の高さが不適切です
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,注意: ビデオストリームにBフレームが含まれる可能性があります。再生できない場合があります。
"Похоже, это не MP4 файл",MP4ファイルではない
Открыть как RomFS,RomFSとして開く
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,お使いのSDカードは偽物です。SDカードを検証済みのものに交換することをお勧めします。
[{}] Персональный тикет для {},[{}] {} のパーソナルチケット
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,SDカードが偽物である可能性があります。\n\nゲームのインストールに問題が発生する場合があります。\nこの場合、SDカードを正規のものに交換することをお勧めします。
Информация о SD карте,SDカード情報
Производитель    : {:s} ({:02X}),製造元    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},製品名           : {:s}
Ревизия продукта : {:s},製品リビジョン : {:s}
Серийный номер   : {:s},シリアル番号   : {:s}
[ПОДПИСЬ: DBI],[署名: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    プレイ時間    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR 日付変更, Y 期間, X 並べ替え, (+) ユーザー選択"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB / {}MB ({:.2f} MB/秒)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X 選択, Y 選択を反転, (+) メニュー, R3 ソート, L3 起動"
Создать все известные ({}),既知のものをすべて作成 ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск",X 選択、Y 選択を反転、(+) メニュー、L3 起動
"DPAD или стики для перемещения, (+) Настройки",DPADまたはスティックで移動、(+) 設定
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github サーバー表示...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X 選択, Y 選択反転, (+) メニュー, R3 ソート"
"X выбор, Y обр. выбор, (+) меню",X 選択、Y 逆選択、(+) メニュー
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню",X 選択、Y 選択解除、A 開く、(-) 第2パネル、(+) メニュー
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X 選択, Y 反転選択, ⬅/➡ パネル切替, (-) 閉じる, (+) メニュー"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[デルタフラグメントは不要です]
[КОНТЕНТ ОТСУТСТВУЕТ],[コンテンツがありません]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[プレースホルダ作成不可]
[НЕДОСТАТОЧНО МЕСТА],[容量不足]
  Кодировка...,文字コード...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[不明な圧縮形式]
[ОТСУТСТВУЕТ],[見つかりません]
[ОШБК],[ERR]
[ОШИБКА NCA MAGIC],[NCA MAGIC エラー]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[プレースホルダーへの書き込みエラー]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD 展開エラー: {}]
[ОШИБКА РАСПАКОВКИ],[展開エラー]
[ОШИБКА],[エラー]
[ОШИБКА] Отсутствует URL списка обновлений,[エラー] 更新リストの URL がありません
[ПЕРЕДАЧА OK],[転送 OK]
  Применить,  適用
[ПЕРЕДАЧА ПРЕРВАНА],[転送が中断されました]
[ПОВРЕЖДЁННЫЙ NCA],[破損した NCA]
[ПОДПИСЬ: OK],[署名: OK]
[ПОДПИСЬ: XCI➡NSP],[署名: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[署名: 偽造]
[СТАРАЯ ПРОШИВКА],[古いファームウェア]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[タイトルモードが必要です]
[ФАЙЛ ПОВРЕЖДЁН],[ファイル破損]
[ХЕШ ИСПРАВЛЕН],[ハッシュ修正済]
  Редактирование,  編集
[ХЕШ НЕ СОВПАДАЕТ],[ハッシュ不一致]
\nНачало обработки dlc {}: {:016X},\nDLC {} の処理を開始: {:016X}
\nНачало обработки программы {},\nプログラム {} の処理を開始
\nНачало создания Data.nca,\nData.nca の作成を開始
\nНачало создания Meta.nca,\nMeta.nca の作成を開始
\nОшибка USB обмена,\nUSB 通信エラー
\nСборка PFS0,\nPFS0を構築中
\nСборка RomFS,\nRomFSを構築中
\nСекция 0,\nセク 0
\nСекция 1,\nSection 1
 (по времени игры), (プレイ時間順)
\nСекция 2,\nSection 2
\nСоздан NSP: {},\nNSP作成: {}
\nШифрование NCA,\nNCA を暗号化中
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d} 計:{}h
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d} 計:{}h
{:04d} {} {:02d}. Всего: {} часов,{:04d}年 {} {:02d}日。合計: {} 時間
{:4d} {}. Всего: {} час,{:4d}年 {}。合計: {} 時間
{:4d} {}. Всего: {} часа,{:4d}年 {}。合計: {} 時間
{:4d} {}. Всего: {} часов,{:4d}年 {}。合計: {} 時間
 (по названию игры), (ゲームタイトル順)
{:4d}. Всего: {} час,{:4d}年。合計: {} 時間
{:4d}. Всего: {} часа,{:4d}年。合計: {} 時間
{:4d}. Всего: {} часов,{:4d}年。合計: {} 時間
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6}件処理済。{:>5}件発見...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB DL済み...\r
{} cохранение,{} セーブデータ
{} cохранений,{} セーブデータ
{} cохранения,{} セーブデータ
 (по числу запусков), (起動回数順)
{} бекапа,{}セーブ
{} бекапов,{}セーブ
{} записей ({}),{} レコード ({})
{} записи ({}),{} レコード ({})
{} запись ({}),{} レコード ({})
{} игр ({}),{}本 ({})
{} игра ({}),{}ゲーム({})
{} игры ({}),{}ゲーム({})
{} сохранение,{} セーブデータ
{} сохранений,{} セーブデータ
{} сохранения,{} セーブデータ
{} тикет,{}枚
{} тикета,{} チケット
{} тикетов,{} チケット
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (平: {:.1f} MB/s, 現: {:.1f} MB/s) 残 {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/秒"
{}: {} потерянная запись,{}: {} 個の孤立したレコード
{}: {} потерянных записей,{}: {} 個の孤立したレコード
{}: {} потерянных записи,{}: {} 個の孤立したレコード
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} 暗号化: {} インストールサイズ: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [ファイルを開けません]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/秒)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/秒)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: {}/{} をスキップ中 ({:.2f} MB/秒)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nバックアップの復元に失敗しました\n\nA - 中止, 他のボタン - 続行"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/秒)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,「シャドックの状況は満足のいくものです。
Ёмкость с завода   : {} mAh,設計容量   : {} mAh
АВТО,自動
Аватар установлен,アバターを設定しました
Август,8月
Австралия,豪州
Автозапуск FTP: ,FTP を自動起動:
Автозапуск MTP,MTP を自動起動
Автозапуск списка homebrew,homebrew リストを自動起動
Автоповтор кнопок при удержании,ボタン長押しで自動リピート
Автор   : ,作者   :
Агрументы для ярлыка,ショートカットの引数
Адрес FTP сервера: {},FTP サーバーアドレス: {}
Адрес HTTP сервера: {},HTTP サーバーアドレス: {}
 {:>5} часа, {:>5} 時間
Альбом (0°),横向き (0°)
Американский английский,アメリカ英語
Апрель,4月
База этой игры не самодостаточна. Не забудьте установить обновление,このゲームは自己完結型ではありません。更新を適用してください
Базовое хранилище: ,ベースストレージ:
Бекапы,セーブ
Бекапы сохранений ({}),セーブのバックアップ ({})
Британский английский,イギリス英語
 {:>5} часов, {:>5} 時間
В альбоме найден {} объект,アルバムに{}個のオブジェ
В альбоме найдено {} объекта,アルバムに{}個のオブジェ
В альбоме найдено {} объектов,アルバムに{}個のオブジェ
В альбоме отсутствуют объекты,アルバムにオブジェクトがありません
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,/switch/prod.keysに必須キーがありません。\n\n一部機能が利用できません。\n\nHekateで再起動し、Lockpick_RCM.binペイロードで\nSysNANDからキーをダンプしてください。
ВНИМАНИЕ ,警告
ВНИМАНИЕ! ,警告!
ВНИМАНИЕ! Тайтл {:016X} не установлен,警告! TID {:016X} 未導入
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),警告! インストール済みバージョン ({}) が要求バージョン ({}) と一致しません
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,ファイル転送中にエラーが見つかりました。インストールを中止しました
 {} в чёрном списке.,{}はブラックリスト
Введите URL сервера (HTTP или (S)FTP),サーバーの URL を入力 (HTTP または (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,ショートカットの引数を入力するか、空のままにしてください
Введите желаемый номер страницы,希望のページ番号を入力してください
Введите новое имя,新しい名前を入力
Введите новое имя каталога,新しいディレクトリ名を入力
Введите новое имя файла,新しいファイル名を入力
Введите номер DLC,DLC 番号を入力
Версия  : ,Ver  :
Версия {} [v{}],Ver {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosphere バージョン            : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},FWバージョン         : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,ユーザー {} の代わりに使用:
Внимание! ,警告!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,警告!\n一部のファイルはロックされていたため、スキップされました。
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},解析中に\n\n{}\n\n以下のエラーが発生しました:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,チケットのインストール中にエラーが発生しました。ES sigpatch があるか確認してください
Во время экспорта были ошибки,エクスポート中にエラーが発生しました
Возраст батареи                 : {}%,バッテリー寿命                 : {}%
Возраст батареи                : {},バッテリー寿命                : {}
Возраст батареи                : {}%,バッテリー寿命                : {}%
 {} минута, {} 分
Возрастной рейтинг,年齢レーティング
Восстановить,復元
Восстановить бекап...,バックアップを復元...
Восстановить для...,復元先...
Восстановить как бекап сохранения,セーブデータバックアップとして復元
Восстановление бекапа,バックアップの復元
Восстановление не удалось,復元に失敗しました
Восстановление успешно,復元に成功しました
Восстановление: {},復元中: {}
 {} минуты, {} 分
Время гашения экрана в секундах,画面消灯時間 (秒)
Время игры: {:02}:{:02}:{:02},プレイ時間: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},転送時間 {:d}:{:02d}:{:02d}
Все игровые сессии,全プレイセッション
Все игроки,全プレイヤー
Все объекты,全オブジェクト
Все файлы в порядке,全ファイル正常
Всего {} байт получен,計{}B受信
Всего {} байт послан,計{}B送信
Всего {} байта получено,合計 {} バイトを受信しました
 Да,可
Всего {} байта послано,計{}B送信
Всего {} байтов получено,合計 {} バイトを受信しました
Всего {} байтов послано,合計 {} バイトを送信しました
Всего записей: {},合計レコード数: {}
Всего освобождено места : ,合計解放済み容量 :
Всего отослано: {} ({}/сек),合計送信済み: {} ({}/秒)
Всего программ: {},合計プログラム数: {}
Вставить,貼り付け
Вставка...,挿入中...
Всё время. Всего: {} час,全期間。合計: {} 時間
 Да ,可
Всё время. Всего: {} часа,全期間。合計: {} 時間
Всё время. Всего: {} часов,全期間。合計: {} 時間
Вы собираетесь удалить следующие бекапы:,以下のバックアップを削除しようとしています:
Вы собираетесь удалить следующие игры:,以下のゲームを削除しようとしています:
Вы собираетесь удалить следующие сохранения:,以下のセーブデータを削除しようとしています:
Вы собираетесь удалить следующие тикеты:,以下のチケットを削除しようとしています:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,{}件の記録を削除しますか？\n\n(+) - はい   B - キャンセル
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,{} 件の記録を削除しますか？\n\n(+) - はい   B - キャンセル
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,{}件のオブジェクトを削除しますか？\n\n(+) - はい   B - キャンセル
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,{}件のオブジェクトを削除しますか？\n\n(+) - はい   B - キャンセル
    {:>2} сек,    {:>2} 秒
 Закрытие игры, ゲーム終了
