original,translation
Упаковка каталога в RomFS,Empacotar diretório em RomFS
Упрощенный китайский,Chinês Simplificado
Уровень заряда батареи         : {},Nível de carga da bateria         : {}
Успешно разобран как PFS0 файл,Analisado com sucesso como ficheiro PFS0
Устанавливается {},A instalar {}
Установить как аватар...,Definir como avatar...
Установка,Instalação
URL для проверки обновлений,URL para verificar atualizações
Установка анлокера...,A instalar desbloqueador...
Установка завершена,Instalação concluída
Установка игр (NAND),Instalar jogos (NAND)
Установка игр (SD Card),Instalar jogos (Cartão SD)
Установка игры завершена,Instalação do jogo concluída
Установка обновлений игр,Instalar atualizações de jogos
Установка прервана,Instalação interrompida
Установка с картриджа,Instalar a partir do cartucho
Установка тайтлов ({}/{}),A instalar títulos ({}/{})
Установка через DBIbackend,Instalar via DBIbackend
USB Соединение,Ligação USB
Установка ярлыка...,A instalar atalho...
Установлен,Instalado
Установленные,Instalados
Установленные homebrew,Homebrew instalado
Установленные homebrew ({}),Homebrew instalado ({})
Установленные игры,Jogos instalados
Установленные тикеты,Tickets instalados
Установленные тикеты ({}),Tickets instalados ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,O ficheiro está corrompido e não pode ser instalado. Assinatura HEAD não encontrada
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,O ficheiro está corrompido e não pode ser instalado. Assinatura HFS0 não encontrada na secção root
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Endereço MAC Wireless LAN: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,O ficheiro está corrompido e não pode ser instalado. Assinatura HFS0 não encontrada na secção secure
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,O ficheiro está corrompido e não pode ser instalado. Assinatura PFS0 não encontrada
Файл слишком большой для хранилища,Ficheiro demasiado grande para o armazenamento
Файл: {},Ficheiro: {}
Фиксация ФС...,A consolidar FS...
Финальный размер: {},Tamanho final: {}
Формирование списка...,A criar a lista...
Форсированный язык    : {},Idioma forçado    : {}
Форсированный язык    : {} ({}),Idioma forçado    : {} ({})
  Автоопределение,  Deteção automática
Форсировано вклчение USB 3.0: {},USB 3.0 forçado: {}
Форсировать UTF-8,Forçar UTF-8
Форсировать язык,Forçar idioma
Французский,Francês
"Х:{}, Т:{}, РЦ:{}","X:{}, T:{}, RC:{}"
Хранилища MTP,Armazenamentos MTP
Хранилище только для чтения,Armazenamento só de leitura
Хэш версии              : {},Hash da versão              : {}
Целевая запись о контенте не найдена,Registo de conteúdo de destino não encontrado
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,PARTE DO CONTEÚDO ESTÁ EM FALTA. O JOGO NÃO IRÁ FUNCIONAR
Число транзисторов: {:>3},N.º de transístores: {:>3}
Число уникальных сыграных игр : {},Número de jogos únicos jogados : {}
Число ходов:        {:>3},N.º de movimentos:    {:>3}
Читать дату файлов,Ler data dos ficheiros
Чтение каталога...,A ler o diretório...
Чтение списка файлов...,A ler a lista de ficheiros...
Что-то плохое грядёт,Algo de mau está para vir
Что-то пошло не так. Пропускаем оставшийся файл,Algo correu mal. A ignorar o ficheiro restante
"Чтобы вернуться, нажмите B","Para voltar, pressione B"
Шадок у Гиби,Shadok em Gibi
Шифрование секции ,A encriptar a secção 
Экзосфера очищает CAL0      : {},Exosphere limpa CAL0      : {}
Экран                 : ({:08X}) {},Ecrã                 : ({:08X}) {}
Экспорт SDK,Exportar SDK
Экспортировать,Exportar
Экспортировать SDK,Exportar SDK
Это действие будет нельзя отменить,Esta ação não poderá ser desfeita
Язык                    : {},Idioma                    : {}
Январь,Janeiro
Японский,Japonês
Ярлык   : ,Etiqueta  : 
Ярлык для DBI,Atalho para o DBI
"больше шансов, что оно заработает». Их","maiores as hipóteses de funcionar"". O seu"
быстро проникли в планы шадоков и,rapidamente descobriram os planos dos Shadoks e
"всякий раз, когда растение расцветает",sempre que uma planta floresce
"выражениях: «Чем больше неудач, тем","palavras: ""Quanto mais fracassos,"
"вычислили, что у них есть по крайней",calcularam que têm pelo menos
да,sim
заработает… И они торопятся поскорее,funcione... E eles apressam-se
"и дает транзистор, они мчатся, чтобы","e dá um transístor, eles correm para"
"и не кончилось успехом». Или, в других","e não termine em sucesso"". Ou, por outras"
"мере один шанс из миллиона, что она",uma hipótese em um milhão de que ele
миллионная заработает».,de que a milionésima funcionará».
не является LFS папкой,não é uma pasta LFS
не является LFS папкой игры,não é uma pasta LFS de jogo
нет,não
"ничего, что бы непрерывно продолжалось",nada que continue incessantemente
"но окружили его со всех сторон, и","mas cercaram-no por todos os lados, e"
"опытов, чтобы быть уверенными, что","tentativas falhadas, para terem a certeza"
осуществить 999999 первых неудачных,para realizar as primeiras 999.999
"очень умные благодаря своим шляпам,","muito inteligentes graças aos seus chapéus,"
"планету гиби искать транзисторы. Гиби,","planeta Gibi para procurar transístores. Os Gibis,"
постоянно кончаясь неудачами.,terminando constantemente em fracasso.
принципов шадокской логики: «Нет,"fundamentais da lógica Shadok: ""Não há"
"ракета еще несовершенна, но они","foguetão ainda é imperfeito, mas eles"
"растений, произрастающих на огородах.",plantas que crescem nos seus jardins.
решили позабавиться. Они позволили,decidiram divertir-se. Eles permitiram
"ZL/ZR - смена даты, Y - период","ZL/ZR - mudar data, Y - período"
собрать урожай прежде шадока.,colher a colheita antes do Shadok.
"терпят неудачу потому, что не хватает",falham porque faltam
транзисторов в системах безопасности.,transístores nos sistemas de segurança.
"шадоку забраться в один из их огородов,","que um Shadok entrasse num dos seus jardins,"
"Получено: {}, (скорость не определена)","Recebido: {}, (velocidade indefinida)"
Игры добавлены в список исключений,Jogos adicionados à lista de exceções
Новых игр в список исключений добавлено не было,Nenhum jogo novo adicionado à lista de exceções
"Интервал автобекапа сейвов, дни","Intervalo backup auto saves, dias"
Просмотр МТР устройства [{}],Ver dispositivo MTP [{}]
Просмотр USB диска [{}],Ver disco USB [{}]
Заряд батареи (сырое значение) : {},Carga da bateria (valor bruto) : {}
ru,pt
Конфигурация зарядки            : {},Configuração de carga           : {}
Режим Hi-Z включён              : {},Modo Hi-Z ativado               : {}
Зарядка батареи включена        : {},Carregamento da bateria ligado  : {}
Маршрут электропитания          : {},Rota de alimentação             : {}
Напряжение источника            : {} mV,Tensão da fonte                 : {} mV
Ток источника                   : {} mA,Corrente da fonte               : {} mA
Быстрая зарядка разрешена       : {},Carregamento rápido permitido   : {}
[CRC ОШИБКА ФАЙЛА],[ERRO DE CRC DO FICHEIRO]
Целевая прошивка            : {}.{}.{},Firmware alvo               : {}.{}.{}
Поддерживаемая версия HOS   : {},Versão HOS suportada      : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Firmware de sistema será transferido e instalado do ficheiro {}.\n\nPrima (+) para continuar\nOutro botão para cancelar
Распаковка архива не удалась,Falha ao extrair arquivo
Сканирование архива не удалось,Falha ao analisar arquivo
Установить все обновления из этой папки,Instalar atualizações desta pasta
Япония,Japão
Русский,Russo
Февраль,Fevereiro
Октябрь,Outubro
[HASH MISMATCH: GC ➡ eShop],[ERRO HASH: GC ➡ eShop]
Ноябрь,Novembro
 {} минут, {} minutos
Игрок,Jogador
Время,Tempo
Язык    : ,Idioma    : 
Контент,Conteúdo
[HASH: OK],[HASH: OK]
Красная,Vermelho
Путь    : ,Caminho    : 
  Жак Руксель. Великолепие навыворот.,  Jacques Rouxel. A Esplendor ao Contrário.
[HASH MISMATCH: Неисправимо],[HASH NÃO CORRESPONDE: Incorrigível]
[ПРЕД],[AVISO]
Альбом,Álbum
Выход,Sair
и т.д...,etc...
{} бекап,{} backup
874,874
Пишется тело: {}/{}MB \r,A escrever corpo: {}/{}MB \r
Пишется скриншот\n,A escrever captura\n
Пишется таблица хешей\n,A escrever tabela de hash\n
Пишется подпись видео\n,A escrever assinatura de vídeo\n
Операция завершена\n,Operação concluída\n
Предел входного тока (буст)     : {} mA,Limite corrente entrada (boost) : {} mA
Предел тока быстрой зарядки     : {} mA,Limite corrente carga rápida    : {} mA
Напряжение батареи              : {} mV,Tensão da bateria               : {} mV
Контроллер источника получен    : {},Controlador de fonte obtido     : {}
OTG Запрошен                    : {},OTG Solicitado                  : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",Firmware de sistema será transferido e instalado do ficheiro {}.\n\nATENÇÃO!!! Esta versão não parece ser suportada pelo Atmosphere atual.\n\nPrima (+) para continuar\nOutro botão para cancelar
Копирование файла не удалось,Falha ao copiar ficheiro
Daybreak.nro не найден,Daybreak.nro não encontrado
Изображение добавлено в альбом,Imagem adicionada ao álbum
Ошибка добавления изобржения в альбом: {},Erro ao adicionar imagem ao álbum: {}
Добавить в альбом,Adicionar ao álbum
Анализ mp4 файла,Analisar ficheiro mp4
Длительность: {},Duração: {}
ОШИБКА! Файл не содержит один видео трек,ERRO! Ficheiro não contém uma faixa de vídeo única
ОШИБКА! Файл не содержит один аудио трек,ERRO! Ficheiro não contém uma faixa de áudio única
ОШИБКА! У видео трека неподдерживаемый кодек,ERRO! Codec de vídeo não suportado
ОШИБКА! У аудио трека неподдерживаемый кодек,ERRO! Codec de áudio não suportado
ОШИБКА! Аудио трек не стерео,ERRO! Faixa de áudio não é estéreo
[{}] Общий тикет для {},[{}] Ticket comum para {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,ERRO! Taxa de amostragem de áudio inadequada
ОШИБКА! У видео трека неподходящая ширина,ERRO! Largura de vídeo inadequada
ОШИБКА! У видео трека неподходящая высота,ERRO! Altura de vídeo inadequada
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,ATENÇÃO! O fluxo de vídeo pode conter B-Frames. O ficheiro poderá não ser reproduzido
"Похоже, это не MP4 файл",Não parece ser um ficheiro MP4
Открыть как RomFS,Abrir como RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,O seu cartão SD é uma falsificação. Recomenda-se a substituição do cartão SD por um verificado.
[{}] Персональный тикет для {},[{}] Ticket pessoal para {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Parece que o seu cartão SD é falso.\n\nPoderão ocorrer problemas na instalação de jogos.\nNeste caso, recomenda-se a substituição do cartão SD por um verificado."
Информация о SD карте,Informações do cartão SD
Производитель    : {:s} ({:02X}),Fabricante    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Nome do produto  : {:s}
Ревизия продукта : {:s},Revisão do produto : {:s}
Серийный номер   : {:s},Número de série   : {:s}
[ПОДПИСЬ: DBI],[ASSINATURA: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Tempo de jogo    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR alterar data, Y período, X ordenar, (+) selecionar utilizador"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB de {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X selecionar, Y inverter seleção, (+) menu, R3 ordenar, L3 iniciar"
Создать все известные ({}),Criar todos os conhecidos ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X selecionar, Y inverter seleção, (+) menu, L3 iniciar"
"DPAD или стики для перемещения, (+) Настройки","DPAD ou manípulos para mover, (+) Definições"
Просмотр HTTP/FTP/Github сервера...,Visualizar servidor HTTP/FTP/Github...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Selecionar, Y Inverter seleção, (+) Menu, R3 Ordenar"
"X выбор, Y обр. выбор, (+) меню","X selecionar, Y sel. inv., (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X selecionar, Y inverter seleção, A abrir, (-) 2.º painel, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X selecionar, Y inv. selecionar, ⬅/➡ mudar painel, (-) fechar, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[FRAGMENTO DELTA NÃO NECESSÁRIO]
[КОНТЕНТ ОТСУТСТВУЕТ],[CONTEÚDO AUSENTE]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NÃO FOI POSSÍVEL CRIAR O PLACEHOLDER]
[НЕДОСТАТОЧНО МЕСТА],[ESPAÇO INSUFICIENTE]
  Кодировка...,  Codificação...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[COMPRESSÃO DESCONHECIDA]
[ОТСУТСТВУЕТ],[AUSENTE]
[ОШБК],[ERRO]
[ОШИБКА NCA MAGIC],[ERRO DE NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[ERRO AO ESCREVER NO PLACEHOLDER]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ERRO DE DESCOMPRESSÃO ZSTD: {}]
[ОШИБКА РАСПАКОВКИ],[ERRO DE DESCOMPRESSÃO]
[ОШИБКА],[ERRO]
[ОШИБКА] Отсутствует URL списка обновлений,[ERRO] Falta o URL da lista de atualizações
[ПЕРЕДАЧА OK],[TRANSFERÊNCIA OK]
  Применить,  Aplicar
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFERÊNCIA INTERROMPIDA]
[ПОВРЕЖДЁННЫЙ NCA],[NCA CORROMPIDO]
[ПОДПИСЬ: OK],[ASSINATURA: OK]
[ПОДПИСЬ: XCI➡NSP],[ASSINATURA: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[ASSINATURA: Falsa]
[СТАРАЯ ПРОШИВКА],[FIRMWARE ANTIGO]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[MODO DE TÍTULO NECESSÁRIO]
[ФАЙЛ ПОВРЕЖДЁН],[FICHEIRO CORROMPIDO]
[ХЕШ ИСПРАВЛЕН],[HASH CORRIGIDO]
  Редактирование,  Editar
[ХЕШ НЕ СОВПАДАЕТ],[HASH NÃO CORRESPONDE]
\nНачало обработки dlc {}: {:016X},\nA iniciar o processamento do dlc {}: {:016X}
\nНачало обработки программы {},\nA iniciar o processamento do programa {}
\nНачало создания Data.nca,\nA iniciar a criação do Data.nca
\nНачало создания Meta.nca,\nA iniciar a criação do Meta.nca
\nОшибка USB обмена,\nErro de comunicação USB
\nСборка PFS0,\nA construir PFS0
\nСборка RomFS,\nA construir RomFS
\nСекция 0,\nSecção 0
\nСекция 1,\nSecção 1
 (по времени игры), (por tempo de jogo)
\nСекция 2,\nSecção 2
\nСоздан NSP: {},\nNSP criado: {}
\nШифрование NCA,\nA encriptar o NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Total: {} hora
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Total: {} horas
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Total: {} horas
{:4d} {}. Всего: {} час,{:4d} {}. Total: {} hora
{:4d} {}. Всего: {} часа,{:4d} {}. Total: {} horas
{:4d} {}. Всего: {} часов,{:4d} {}. Total: {} horas
 (по названию игры), (por título do jogo)
{:4d}. Всего: {} час,{:4d}. Total: {} hora
{:4d}. Всего: {} часа,{:4d}. Total: {} horas
{:4d}. Всего: {} часов,{:4d}. Total: {} horas
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} itens processados. {:>5} registos encontrados...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB já transferidos...\r
{} cохранение,{} save
{} cохранений,{} saves
{} cохранения,{} saves
 (по числу запусков), (por número de inícios)
{} бекапа,{} backup
{} бекапов,{} backups
{} записей ({}),{} registos ({})
{} записи ({}),{} registos ({})
{} запись ({}),{} registo ({})
{} игр ({}),{} jogos ({})
{} игра ({}),{} jogo ({})
{} игры ({}),{} jogos ({})
{} сохранение,{} save
{} сохранений,{} saves
{} сохранения,{} saves
{} тикет,{} ticket
{} тикета,{} do ticket
{} тикетов,{} tickets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Méd: {:.1f} MB/s, Atual: {:.1f} MB/s) Rest. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} registo perdido
{}: {} потерянных записей,{}: {} registos perdidos
{}: {} потерянных записи,{}: {} registos perdidos
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} Encriptação: {} Tamanho da instalação: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [NÃO É POSSÍVEL ABRIR O FICHEIRO]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: a ignorar {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nA restauração da cópia de segurança falhou\n\nPressione A para abortar, outro botão para continuar"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB de {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«A situação dos Shadoks é satisfatória.
Ёмкость с завода   : {} mAh,Capacidade de fábrica   : {} mAh
АВТО,AUTO
Аватар установлен,Avatar definido
Август,Agosto
Австралия,Austrália
Автозапуск FTP: ,Iniciar FTP auto:
Автозапуск MTP,Iniciar MTP auto.
Автозапуск списка homebrew,Iniciar lista de homebrew automaticamente
Автоповтор кнопок при удержании,Repetição automática de botões ao manter premido
Автор   : ,Autor   : 
Агрументы для ярлыка,Argumentos para o atalho
Адрес FTP сервера: {},Endereço do servidor FTP: {}
Адрес HTTP сервера: {},Endereço do servidor HTTP: {}
 {:>5} часа, {:>5} horas
Альбом (0°),Paisagem (0°)
Американский английский,Inglês Americano
Апрель,Abril
База этой игры не самодостаточна. Не забудьте установить обновление,A base deste jogo não é autónoma. Não se esqueça de instalar a atualização
Базовое хранилище: ,Armazenamento base: 
Бекапы,Backups
Бекапы сохранений ({}),Cópias de segurança de saves ({})
Британский английский,Inglês Britânico
 {:>5} часов, {:>5} horas
В альбоме найден {} объект,Encontrado {} item no álbum
В альбоме найдено {} объекта,Encontrados {} itens no álbum
В альбоме найдено {} объектов,Encontrados {} itens no álbum
В альбоме отсутствуют объекты,Não existem itens no álbum
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,O ficheiro /switch/prod.keys não tem as chaves necessárias.\n\nParte da funcionalidade do programa estará indisponível.\n\nReinicie em Hekate e use o payload Lockpick_RCM.bin\npara extrair as chaves da SysNAND.
ВНИМАНИЕ ,ATENÇÃO 
ВНИМАНИЕ! ,ATENÇÃO! 
ВНИМАНИЕ! Тайтл {:016X} не установлен,ATENÇÃO! O título {:016X} não está instalado
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),ATENÇÃO! A versão instalada ({}) não corresponde à desejada ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,FORAM ENCONTRADOS ERROS DURANTE A TRANSFERÊNCIA DO FICHEIRO. INSTALAção INTERROMPIDA
 {} в чёрном списке., {} na lista negra.
Введите URL сервера (HTTP или (S)FTP),Introduza o URL do servidor (HTTP ou (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Introduza os argumentos para o atalho ou deixe em branco
Введите желаемый номер страницы,Introduza o número da página desejada
Введите новое имя,Introduza o novo nome
Введите новое имя каталога,Introduza o novo nome do diretório
Введите новое имя файла,Introduza o novo nome do ficheiro
Введите номер DLC,Introduza o número do DLC
Версия  : ,Versão  : 
Версия {} [v{}],Versão {} [v{}]
Версия атмосферы            : {}.{}.{},Versão do Atmosphere            : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Versão do firmware         : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,"Em vez do utilizador {}, usar:"
Внимание! ,Atenção! 
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Atenção!\nAlguns ficheiros estavam bloqueados e foram ignorados.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Durante a análise de\n\n{}\n\nocorreu o seguinte erro:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Ocorreram erros durante a instalação dos tickets. Verifique se os patches de assinatura ES existem
Во время экспорта были ошибки,Ocorreram erros durante a exportação
Возраст батареи                 : {}%,Idade da bateria                 : {}%
Возраст батареи                : {},Idade da bateria                : {}
Возраст батареи                : {}%,Idade da bateria                : {}%
 {} минута, {} minuto
Возрастной рейтинг,Classificação etária
Восстановить,Restaurar
Восстановить бекап...,Restaurar cópia de segurança...
Восстановить для...,Restaurar para...
Восстановить как бекап сохранения,Restaurar como cópia de segurança de save
Восстановление бекапа,Restaurar cópia de segurança
Восстановление не удалось,A restauração falhou
Восстановление успешно,Restauração concluída com sucesso
Восстановление: {},A restaurar: {}
 {} минуты, {} minutos
Время гашения экрана в секундах,Tempo para desligar o ecrã em segundos
Время игры: {:02}:{:02}:{:02},Tempo de jogo: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Tempo de transferência {:d}:{:02d}:{:02d}
Все игровые сессии,Todas as sessões de jogo
Все игроки,Todos os jogadores
Все объекты,Todos os itens
Все файлы в порядке,Todos os ficheiros estão corretos
Всего {} байт получен,Total de {} byte recebido
Всего {} байт послан,Total de {} byte enviado
Всего {} байта получено,Total de {} bytes recebidos
 Да,Sim
Всего {} байта послано,Total de {} bytes enviados
Всего {} байтов получено,Total de {} bytes recebidos
