original,translation
"SSID: {}, Пароль: {}","SSID: {}, Passwort: {}"
Удаление каталога LFS,LFS-Verzeichnis löschen
Удаление контента,Inhalt löschen
Удаление настроек родительского контроля...,Einstellungen der Kindersicherung werden gelöscht...
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,"Löschen fehlgeschlagen.\n\nDrücken Sie eine beliebige Taste, um fortzufahren"
Удаление неиспользуемого {}...,Lösche ungenutztes {}...
Удаление плейсхолдера...,Lösche Platzhalter...
Удаление пользователя,Benutzer löschen
Удаление пользователя...,Benutzer wird gelöscht...
Удаление ранее установленных файлов...,Lösche zuvor installierte Dateien...
Удаление родительского контроля,Kindersicherung entfernen
SaveFS очищена,SaveFS bereinigt
Удаление связи с Nintendo account...,Verknüpfung mit Nintendo Account wird entfernt...
Удаление сохранений,Speicherstände löschen
Удаление сохранения целиком,Lösche gesamten Speicherstand
Удаление старого     {}...,Lösche altes     {}...
Удаление старого файла {}...,Lösche alte Datei {}...
Удаление старой записи об игре...,Lösche alten Spieldatensatz...
Удаление старой папки {}...,Lösche alten Ordner {}...
Удаление тайтла: [{}],Lösche Titel: [{}]
Удаление тикетов ({}),Tickets löschen ({})
Удаление...,Löschen...
TempC0               : {:04x},TempC0               : {:04x}
Удалить,Löschen
Удалить LFS,LFS löschen
Удалить сохранения,Speicherstände löschen
Удалить старые бекапы,Alte Backups löschen
Удаляется {} из {}...,Lösche {} von {}...
Удаляется {}...,Lösche {}...
Удаляется бекап ,Lösche Backup
Удаляется запись о контенте...,Lösche Inhaltseintrag...
Удаляется запись об игре...,Lösche Spieldatensatz...
Удаляется игра и весь связанный контент,Lösche Spiel und alle zugehörigen Inhalte
Titlekey не может быть инициализирован,Titlekey kann nicht initialisiert werden
Удаляется папка LFS...,Lösche LFS-Ordner...
Удаляется пустая папка,Удaляeтcя пуcтaя пaпкa
Удаляется сохранение {}...,Lösche Speicherstand {}...
Удаляется старая запись о контенте...,Lösche alten Inhaltseintrag...
Удаляется старый cnmt.nca...,Lösche altes cnmt.nca...
Удаляется тикет: {}...,Lösche Ticket: {}...
Удалять после установки: ,Nach Installation löschen:
Удаляются все объекты из альбома для игры,Lösche alle Objekte aus dem Album für das Spiel
Удаляются все сохранения для игры,Удaляютcя вce coxpaнeния для игpы
Удаляются сохранения...,Lösche Speicherstände...
"UID: {}, Ник: {}","UID: {}, Hик: {}"
Удалённые,Gelöscht
Удачный экспорт,Erfolgreicher Export
Уделение старого тикета...,Lösche altes Ticket...
Упаковка каталога в RomFS,Verzeichnis in RomFS packen
Упрощенный китайский,Vereinfachtes Chinesisch
Уровень заряда батареи         : {},Akkuladestand         : {}
Успешно разобран как PFS0 файл,Erfolgreich als PFS0-Datei geparst
Устанавливается {},Installiere {}
Установить как аватар...,Als Avatar festlegen...
Установка,Installation
URL для проверки обновлений,URL zur Update-Prüfung
Установка анлокера...,Installiere Unlocker...
Установка завершена,Installation abgeschlossen
Установка игр (NAND),Spiele installieren (NAND)
Установка игр (SD Card),Spiele installieren (SD Card)
Установка игры завершена,Spielinstallation abgeschlossen
Установка обновлений игр,Spiel-Updates installieren
Установка прервана,Installation abgebrochen
Установка с картриджа,Von Spielkarte installieren
Установка тайтлов ({}/{}),Installiere Titel ({}/{})
Установка через DBIbackend,Über DBIbackend installieren
USB Соединение,USB-Verbindung
Установка ярлыка...,Installiere Verknüpfung...
Установлен,Installiert
Установленные,Installiert
Установленные homebrew,Installierte Homebrew
Установленные homebrew ({}),Installierte Homebrew ({})
Установленные игры,Installierte Spiele
Установленные тикеты,Installierte Tickets
Установленные тикеты ({}),Installierte Tickets ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,Datei ist beschädigt und kann nicht installiert werden. HEAD-Signatur nicht gefunden
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Datei ist beschädigt und kann nicht installiert werden. HFS0-Signatur im Root-Abschnitt nicht gefunden
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},WLAN-MAC-Adresse      : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Datei ist beschädigt und kann nicht installiert werden. HFS0-Signatur im sicheren Abschnitt nicht gefunden
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Datei ist beschädigt und kann nicht installiert werden. PFS0-Signatur nicht gefunden
Файл слишком большой для хранилища,Datei zu groß für den Speicher
Файл: {},Фaйл: {}
Фиксация ФС...,Schreibe FS...
Финальный размер: {},Endgültige Größe: {}
Формирование списка...,Liste wird erstellt...
Форсированный язык    : {},Erzwungene Sprache    : {}
Форсированный язык    : {} ({}),Erzwungene Sprache    : {} ({})
  Автоопределение,  Automatisch erkennen
Форсировано вклчение USB 3.0: {},USB 3.0 erzwungen: {}
Форсировать UTF-8,UTF-8 erzwingen
Форсировать язык,Sprache erzwingen
Французский,Französisch
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, RC:{}"
Хранилища MTP,MTP-Speicher
Хранилище только для чтения,Schreibgeschützter Speicher
Хэш версии              : {},Versions-Hash              : {}
Целевая запись о контенте не найдена,Ziel-Inhaltseintrag nicht gefunden
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,TEIL DES INHALTS FEHLT. SPIEL WIRD NICHT FUNKTIONIEREN
Число транзисторов: {:>3},Transistoranzahl:   {:>3}
Число уникальных сыграных игр : {},Anzahl einzigartiger gespielter Spiele : {}
Число ходов:        {:>3},Anzahl der Züge:    {:>3}
Читать дату файлов,Dateidatum lesen
Чтение каталога...,Lese Verzeichnis...
Чтение списка файлов...,Lese Dateiliste...
Что-то плохое грядёт,Etwas Schlimmes wird passieren
Что-то пошло не так. Пропускаем оставшийся файл,Etwas ist schiefgelaufen. Überspringe restliche Datei
"Чтобы вернуться, нажмите B","Drücken Sie B, um zurückzukehren"
Шадок у Гиби,Shadok bei Gibi
Шифрование секции ,Verschlüssele Sektion
Экзосфера очищает CAL0      : {},Exosphère löscht CAL0      : {}
Экран                 : ({:08X}) {},Bildschirm            : ({:08X}) {}
Экспорт SDK,SDK exportieren
Экспортировать,Exportieren
Экспортировать SDK,SDK exportieren
Это действие будет нельзя отменить,Diese Aktion kann nicht rückgängig gemacht werden
Язык                    : {},Sprache                    : {}
Январь,Januar
Японский,Japanisch
Ярлык   : ,Label   :
Ярлык для DBI,Verknüpfung für DBI
"больше шансов, что оно заработает». Их","größer die Chance, dass es funktioniert.‘ Ihre"
быстро проникли в планы шадоков и,durchschauten schnell die Pläne der Shadoks und
"всякий раз, когда растение расцветает","jedes Mal, wenn eine Pflanze blüht"
"выражениях: «Чем больше неудач, тем","ausgedrückt: ‚Je mehr Fehlschläge, desto"
"вычислили, что у них есть по крайней","haben berechnet, dass sie zumindest"
да,ja
заработает… И они торопятся поскорее,"funktioniert... Und sie beeilen sich,"
"и дает транзистор, они мчатся, чтобы","und einen Transistor hervorbringt, eilen sie herbei, um"
"и не кончилось успехом». Или, в других","und nicht mit Erfolg endet.‘ Oder, anders"
"мере один шанс из миллиона, что она","eine Chance von einer Million haben, dass sie"
миллионная заработает».,dass der millionste funktioniert.“
не является LFS папкой,ist kein LFS-Ordner
не является LFS папкой игры,ist kein LFS-Ordner eines Spiels
нет,nein
"ничего, что бы непрерывно продолжалось","nichts, was ununterbrochen andauert"
"но окружили его со всех сторон, и","umzingelten ihn aber von allen Seiten, und"
"опытов, чтобы быть уверенными, что","Versuche durchzuführen, um sicher zu sein,"
осуществить 999999 первых неудачных,die ersten 999.999 fehlgeschlagenen
"очень умные благодаря своим шляпам,","sehr klug dank ihrer Hüte,"
"планету гиби искать транзисторы. Гиби,","Planeten der Gibis zu schicken, um Transistoren zu suchen. Die Gibis,"
постоянно кончаясь неудачами.,enden aber ständig mit Fehlschlägen.
принципов шадокской логики: «Нет,der Shadok-Logik: ‚Es gibt
"ракета еще несовершенна, но они","Rakete ist noch nicht perfekt, aber sie"
"растений, произрастающих на огородах.","Pflanzen gesammelt, die in Gärten wachsen."
решили позабавиться. Они позволили,"beschlossen, sich einen Spaß zu machen. Sie ließen"
"ZL/ZR - смена даты, Y - период","ZL/ZR - Datum ändern, Y - Zeitraum"
собрать урожай прежде шадока.,die Ernte vor dem Shadok einzubringen.
"терпят неудачу потому, что не хватает","fehlschlagen, weil es an Transistoren"
транзисторов в системах безопасности.,in den Sicherheitssystemen mangelt.
"шадоку забраться в один из их огородов,","den Shadok in einen ihrer Gärten eindringen,"
"Получено: {}, (скорость не определена)","Empfangen: {}, (Geschw. undefiniert)"
Игры добавлены в список исключений,Spiele zur Ausnahmeliste hinzugefügt
Новых игр в список исключений добавлено не было,Keine neuen Spiele zur Ausnahmeliste hinzugefügt
"Интервал автобекапа сейвов, дни","Intervall Auto-Backup Saves, Tage"
Просмотр МТР устройства [{}],MTP-Gerät ansehen [{}]
Просмотр USB диска [{}],USB-Laufwerk ansehen [{}]
Заряд батареи (сырое значение) : {},Akkuladung (Rohwert) : {}
ru,de
Конфигурация зарядки            : {},Ladekonfiguration               : {}
Режим Hi-Z включён              : {},Hi-Z-Modus aktiviert            : {}
Зарядка батареи включена        : {},Akkuladen aktiviert             : {}
Маршрут электропитания          : {},Strompfad                       : {}
Напряжение источника            : {} mV,Quellspannung                   : {} mV
Ток источника                   : {} mA,Quellstrom                      : {} mA
Быстрая зарядка разрешена       : {},Schnellladen erlaubt            : {}
[CRC ОШИБКА ФАЙЛА],[DATEI-CRC-FEHLER]
Целевая прошивка            : {}.{}.{},Ziel-Firmware               : {}.{}.{}
Поддерживаемая версия HOS   : {},Unterstützte HOS-Version    : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,System-Firmware wird aus Datei {} installiert.\n\n(+) zum Fortfahren drücken\nAndere Taste zum Abbrechen
Распаковка архива не удалась,Entpacken des Archivs fehlgeschlagen
Сканирование архива не удалось,Scannen des Archivs fehlgeschlagen
Установить все обновления из этой папки,Alle Updates aus diesem Ordner installieren
Япония,Япoния
Русский,Pуccкий
Февраль,Februar
Октябрь,Oktober
[HASH MISMATCH: GC ➡ eShop],[HASH-FEHLER: GC ➡ eShop]
Ноябрь,November
 {} минут, {} минут
Игрок,Spieler
Время,Zeit
Язык    : ,Язык    : 
Контент,Inhalt
[HASH: OK],[HASH: OK]
Красная,Rot
Путь    : ,Pfad    : 
  Жак Руксель. Великолепие навыворот.,  Jacques Rouxel. Das umgekehrte Wunder.
[HASH MISMATCH: Неисправимо],[HASH-FEHLER: Nicht behebbar]
[ПРЕД],[WARN]
Альбом,Album
Выход,Beenden
и т.д...,и т.д...
{} бекап,{} Backup
874,874
Пишется тело: {}/{}MB \r,Schreibe Inhalt: {}/{}MB \r
Пишется скриншот\n,Schreibe Screenshot\n
Пишется таблица хешей\n,Hashtabelle wird geschrieben\n
Пишется подпись видео\n,Videosignatur wird geschrieben\n
Операция завершена\n,Vorgang abgeschlossen\n
Предел входного тока (буст)     : {} mA,Eingangsstromlimit (Boost)      : {} mA
Предел тока быстрой зарядки     : {} mA,Schnellladestromlimit           : {} mA
Напряжение батареи              : {} mV,Akkuspannung                    : {} mV
Контроллер источника получен    : {},Quellen-Controller erhalten     : {}
OTG Запрошен                    : {},OTG angefordert                 : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",System-Firmware wird aus Datei {} installiert.\n\nACHTUNG!!! Diese Version wird von der aktuellen Atmosphere scheinbar nicht unterstützt.\n\n(+) zum Fortfahren drücken\nAndere Taste zum Abbrechen
Копирование файла не удалось,Kopieren der Datei fehlgeschlagen
Daybreak.nro не найден,Daybreak.nro nicht gefunden
Изображение добавлено в альбом,Bild zum Album hinzugefügt
Ошибка добавления изобржения в альбом: {},Fehler beim Hinzufügen des Bildes zum Album: {}
Добавить в альбом,Zum Album hinzufügen
Анализ mp4 файла,MP4-Datei-Analyse
Длительность: {},Dauer: {}
ОШИБКА! Файл не содержит один видео трек,FEHLER! Datei enthält keine Videospur
ОШИБКА! Файл не содержит один аудио трек,FEHLER! Datei enthält keine Audiospur
ОШИБКА! У видео трека неподдерживаемый кодек,FEHLER! Codec der Videospur nicht unterstützt
ОШИБКА! У аудио трека неподдерживаемый кодек,FEHLER! Codec der Audiospur nicht unterstützt
ОШИБКА! Аудио трек не стерео,FEHLER! Audiospur ist nicht Stereo
[{}] Общий тикет для {},[{}] Gemeinsames Ticket für {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,FEHLER! Abtastrate der Audiospur ungeeignet
ОШИБКА! У видео трека неподходящая ширина,FEHLER! Breite der Videospur ungeeignet
ОШИБКА! У видео трека неподходящая высота,FEHLER! Höhe der Videospur ungeeignet
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,ACHTUNG! Videostream enthält evtl. B-Frames. Datei wird ggf. nicht abgespielt.
"Похоже, это не MP4 файл",Scheint keine MP4-Datei zu sein
Открыть как RomFS,Als RomFS öffnen
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,"Ihre SD-Karte ist eine Fälschung. Es wird empfohlen, die SD-Karte durch eine geprüfte zu ersetzen."
[{}] Персональный тикет для {},[{}] Persönliches Ticket für {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Es scheint, dass Ihre SD-Karte eine Fälschung ist.\n\nEs können Probleme bei der Installation von Spielen auftreten.\nIn diesem Fall wird empfohlen, die SD-Karte durch eine geprüfte zu ersetzen."
Информация о SD карте,SD-Karten-Informationen
Производитель    : {:s} ({:02X}),Hersteller    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Produktname      : {:s}
Ревизия продукта : {:s},Produktrevision : {:s}
Серийный номер   : {:s},Seriennummer   : {:s}
[ПОДПИСЬ: DBI],[SIGNATUR: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Spielzeit    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR Datum ändern, Y Zeitraum, X Sortierung, (+) Benutzer wählen"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB von {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X auswählen, Y Auswahl umkehren, (+) Menü, R3 sortieren, L3 starten"
Создать все известные ({}),Alle bekannten erstellen ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X auswählen, Y Auswahl umkehren, (+) Menü, L3 Start"
"DPAD или стики для перемещения, (+) Настройки","Steuerkreuz oder Sticks zum Bewegen, (+) Einstellungen"
Просмотр HTTP/FTP/Github сервера...,Anzeige des HTTP/FTP/Github-Servers...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Auswählen, Y Auswahl umkehren, (+) Menü, R3 Sortieren"
"X выбор, Y обр. выбор, (+) меню","X Auswahl, Y umgek. Ausw., (+) Menü"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X auswählen, Y Auswahl umkehren, A öffnen, (-) 2. Panel, (+) Menü"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X Auswahl, Y inv. Auswahl, ⬅/➡ Panel wechseln, (-) schließen, (+) Menü"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA-FRAGMENT NICHT BENÖTIGT]
[КОНТЕНТ ОТСУТСТВУЕТ],[INHALT FEHLT]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[PLATZHALTER KANN NICHT ERSTELLT WERDEN]
[НЕДОСТАТОЧНО МЕСТА],[NICHT GENÜGEND SPEICHERPLATZ]
  Кодировка...,  Kodierung...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[UNBEKANNTE KOMPRIMIERUNG]
[ОТСУТСТВУЕТ],[FEHLT]
[ОШБК],[FEHL]
[ОШИБКА NCA MAGIC],[NCA-MAGIC-FEHLER]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[FEHLER BEIM SCHREIBEN IN PLATZHALTER]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD-ENTPACKFEHLER: {}]
[ОШИБКА РАСПАКОВКИ],[ENTPACKFEHLER]
[ОШИБКА],[OШИБKA]
[ОШИБКА] Отсутствует URL списка обновлений,[FEHLER] URL der Update-Liste fehlt
[ПЕРЕДАЧА OK],[ÜBERTRAGUNG OK]
  Применить,  Anwenden
[ПЕРЕДАЧА ПРЕРВАНА],[ÜBERTRAGUNG ABGEBROCHEN]
[ПОВРЕЖДЁННЫЙ NCA],[BESCHÄDIGTES NCA]
[ПОДПИСЬ: OK],[SIGNATUR: OK]
[ПОДПИСЬ: XCI➡NSP],[SIGNATUR: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[SIGNATUR: Gefälscht]
[СТАРАЯ ПРОШИВКА],[ALTE FIRMWARE]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[TITELMODUS ERFORDERLICH]
[ФАЙЛ ПОВРЕЖДЁН],[DATEI BESCHÄDIGT]
[ХЕШ ИСПРАВЛЕН],[HASH KORRIGIERT]
  Редактирование,  Bearbeiten
[ХЕШ НЕ СОВПАДАЕТ],[HASH-FEHLER]
\nНачало обработки dlc {}: {:016X},\nBeginne Verarbeitung von DLC {}: {:016X}
\nНачало обработки программы {},\nBeginne Verarbeitung von Programm {}
\nНачало создания Data.nca,\nBeginne Erstellung von Data.nca
\nНачало создания Meta.nca,\nBeginne Erstellung von Meta.nca
\nОшибка USB обмена,\nUSB-Kommunikationsfehler
\nСборка PFS0,\nBaue PFS0
\nСборка RomFS,\nBaue RomFS
\nСекция 0,\nSektion 0
\nСекция 1,\nCeкция 1
 (по времени игры), (nach Spielzeit)
\nСекция 2,\nCeкция 2
\nСоздан NSP: {},\nNSP erstellt: {}
\nШифрование NCA,\nVerschlüssele NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Total: {} Stunde
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Total: {} Stunden
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Total: {} Stunden
{:4d} {}. Всего: {} час,{:4d} {}. Total: {} Stunde
{:4d} {}. Всего: {} часа,{:4d} {}. Total: {} Stunden
{:4d} {}. Всего: {} часов,{:4d} {}. Total: {} Stunden
 (по названию игры), (nach Spieltitel)
{:4d}. Всего: {} час,{:4d}. Total: {} Stunde
{:4d}. Всего: {} часа,{:4d}. Total: {} Stunden
{:4d}. Всего: {} часов,{:4d}. Total: {} Stunden
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} Objekte verarbeitet. {:>5} Einträge gefunden...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB heruntergeladen...\r
{} cохранение,{} Speicherstand
{} cохранений,{} Speicherstände
{} cохранения,{} Speicherstände
 (по числу запусков), (nach Anzahl der Starts)
{} бекапа,{} Backup
{} бекапов,{} Backups
{} записей ({}),{} Einträge ({})
{} записи ({}),{} Einträge ({})
{} запись ({}),{} Eintrag ({})
{} игр ({}),{} игp ({})
{} игра ({}),{} Spiel ({})
{} игры ({}),{} Spiele ({})
{} сохранение,{} Speicherstand
{} сохранений,{} Speicherstände
{} сохранения,{} Speicherstände
{} тикет,{} Ticket
{} тикета,{} Ticket
{} тикетов,{} Tickets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Avg: {:.1f} MB/s, Cur: {:.1f} MB/s) Verbl. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} verwaister Eintrag
{}: {} потерянных записей,{}: {} verwaiste Einträge
{}: {} потерянных записи,{}: {} verwaiste Einträge
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} Verschlüss.: {} Install.-Größe: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [DATEI KANN NICHT GEÖFFNET WERDEN]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: überspringe {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nBackup-Wiederherstellung fehlgeschlagen\n\nA - Abbrechen, andere Taste - Fortfahren"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB von {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,„Bei den Shadoks ist die Situation zufriedenstellend.
Ёмкость с завода   : {} mAh,Werkskapazität   : {} mAh
АВТО,AUTO
Аватар установлен,Avatar gesetzt
Август,August
Австралия,Australien
Автозапуск FTP: ,FTP automatisch starten:
Автозапуск MTP,MTP automatisch starten
Автозапуск списка homebrew,Homebrew-Liste automatisch starten
Автоповтор кнопок при удержании,Tastenwiederholung bei Gedrückthalten
Автор   : ,Autor   :
Агрументы для ярлыка,Argumente für Verknüpfung
Адрес FTP сервера: {},FTP-Server-Adresse: {}
Адрес HTTP сервера: {},HTTP-Server-Adresse: {}
 {:>5} часа, {:>5} Std
Альбом (0°),Querformat (0°)
Американский английский,Amerikanisches Englisch
Апрель,April
База этой игры не самодостаточна. Не забудьте установить обновление,"Die Basis dieses Spiels ist nicht eigenständig. Vergessen Sie nicht, das Update zu installieren"
Базовое хранилище: ,Basisspeicher:
Бекапы,Backups
Бекапы сохранений ({}),Speicher-Backups ({})
Британский английский,Britisches Englisch
 {:>5} часов, {:>5} Stunden
В альбоме найден {} объект,{} Objekt im Album gefunden
В альбоме найдено {} объекта,{} Objekte im Album gefunden
В альбоме найдено {} объектов,{} Objekte im Album gefunden
В альбоме отсутствуют объекты,Keine Objekte im Album
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,B фaйлe /switch/prod.keys oтcутcтвуют нeoбxoдимыe ключи.\n\nЧacть функций пpoгpaммы будeт нeдocтупнa.\n\nПepeгpузитecь в Hekate и иcпoльзуйтe Lockpick_RCM.bin пeйлoaд\nдля дaмпa ключeй из SysNAND.
ВНИМАНИЕ ,WARNUNG
ВНИМАНИЕ! ,WARNUNG!
ВНИМАНИЕ! Тайтл {:016X} не установлен,WARNUNG! Titel {:016X} ist nicht installiert
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),WARNUNG! Installierte Version ({}) stimmt nicht mit gewünschter ({}) überein
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,FEHLER BEI DER DATEIÜBERTRAGUNG. INSTALLATION ABGEBROCHEN
 {} в чёрном списке., {} auf der Blacklist.
Введите URL сервера (HTTP или (S)FTP),Server-URL eingeben (HTTP oder (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Geben Sie Argumente für die Verknüpfung ein oder lassen Sie das Feld leer
Введите желаемый номер страницы,Geben Sie die gewünschte Seitenzahl ein
Введите новое имя,Neuen Namen eingeben
Введите новое имя каталога,Neuen Verzeichnisnamen eingeben
Введите новое имя файла,Neuen Dateinamen eingeben
Введите номер DLC,DLC-Nummer eingeben
Версия  : ,Version :
Версия {} [v{}],Version {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosphère-Version            : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Firmware-Version         : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,Anstelle von Benutzer {} verwenden:
Внимание! ,Achtung!
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Achtung!\nEinige Dateien waren gesperrt und wurden übersprungen.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Beim Parsen von\n\n{}\n\nist folgender Fehler aufgetreten:\n\n{}
