original,translation
Удаление Wi-Fi профиля...,Deleting Wi-Fi profile...
Удаление {} бекапа,Deleting {} backup
Удаление {} бекапов,Deleting {} backups
Удаление {} сохранений,Deleting {} saves
Удаление {} сохранения,Deleting {} save
Удаление бекапов,Deleting backups
Удаление записи об игре...,Deleting game record...
Удаление игр,Delete games
Удаление игры ,Deleting game 
Удаление игры целиком: [{}],Deleting game entirely: [{}]
"SSID: {}, Пароль: {}","SSID: {}, Password: {}"
Удаление каталога LFS,Delete LFS directory
Удаление контента,Deleting content
Удаление настроек родительского контроля...,Removing parental control settings...
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,Deletion failed.\n\nPress any button to continue
Удаление неиспользуемого {}...,Deleting unused {}...
Удаление плейсхолдера...,Deleting placeholder...
Удаление пользователя,Deleting user
Удаление пользователя...,Deleting user...
Удаление ранее установленных файлов...,Deleting previously installed files...
Удаление родительского контроля,Removing parental controls
SaveFS очищена,SaveFS cleaned
Удаление связи с Nintendo account...,Unlinking Nintendo account...
Удаление сохранений,Deleting saves
Удаление сохранения целиком,Deleting save entirely
Удаление старого     {}...,Deleting old     {}...
Удаление старого файла {}...,Deleting old file {}...
Удаление старой записи об игре...,Deleting old game record...
Удаление старой папки {}...,Deleting old folder {}...
Удаление тайтла: [{}],Deleting title: [{}]
Удаление тикетов ({}),Deleting tickets ({})
Удаление...,Deleting...
TempC0               : {:04x},TempC0               : {:04x}
Удалить,Delete
Удалить LFS,Delete LFS
Удалить сохранения,Delete saves
Удалить старые бекапы,Delete old backups
Удаляется {} из {}...,Deleting {} from {}...
Удаляется {}...,Deleting {}...
Удаляется бекап ,Deleting backup 
Удаляется запись о контенте...,Deleting content record...
Удаляется запись об игре...,Deleting game record...
Удаляется игра и весь связанный контент,Deleting game and all related content
Titlekey не может быть инициализирован,Titlekey cannot be initialized
Удаляется папка LFS...,Deleting LFS folder...
Удаляется пустая папка,Deleting empty folder
Удаляется сохранение {}...,Deleting save {}...
Удаляется старая запись о контенте...,Deleting old content record...
Удаляется старый cnmt.nca...,Deleting old cnmt.nca...
Удаляется тикет: {}...,Deleting ticket: {}...
Удалять после установки: ,Delete after install   : 
Удаляются все объекты из альбома для игры,Deleting all items from album for game
Удаляются все сохранения для игры,Deleting all saves for game
Удаляются сохранения...,Deleting saves...
"UID: {}, Ник: {}","UID: {}, Nick: {}"
Удалённые,Deleted
Удачный экспорт,Export successful
Уделение старого тикета...,Deleting old ticket...
Упаковка каталога в RomFS,Packing directory to RomFS
Упрощенный китайский,Simplified Chinese
Уровень заряда батареи         : {},Battery charge level           : {}
Успешно разобран как PFS0 файл,Successfully parsed as PFS0 file
Устанавливается {},Installing {}
Установить как аватар...,Set as avatar...
Установка,Installation
URL для проверки обновлений,Update check URL
Установка анлокера...,Installing unlocker...
Установка завершена,Installation complete
Установка игр (NAND),Install games (NAND)
Установка игр (SD Card),Install games (SD Card)
Установка игры завершена,Game installation complete
Установка обновлений игр,Installing game updates
Установка прервана,Installation aborted
Установка с картриджа,Install from gamecard
Установка тайтлов ({}/{}),Installing titles ({}/{})
Установка через DBIbackend,Install via DBIbackend
USB Соединение,USB Connection
Установка ярлыка...,Installing shortcut...
Установлен,Installed
Установленные,Installed
Установленные homebrew,Installed homebrew
Установленные homebrew ({}),Installed homebrew ({})
Установленные игры,Installed games
Установленные тикеты,Installed tickets
Установленные тикеты ({}),Installed tickets ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,File corrupted and cannot be installed. HEAD signature not found
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,File corrupted and cannot be installed. HFS0 signature not found in root partition
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Wireless LAN MAC address: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,File corrupted and cannot be installed. HFS0 signature not found in secure partition
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,File corrupted and cannot be installed. PFS0 signature not found
Файл слишком большой для хранилища,File too large for storage
Файл: {},File: {}
Фиксация ФС...,Fixing FS...
Финальный размер: {},Final size: {}
Формирование списка...,Generating list...
Форсированный язык    : {},Forced language       : {}
Форсированный язык    : {} ({}),Forced language       : {} ({})
  Автоопределение,  Autodetect
Форсировано вклчение USB 3.0: {},Forced USB 3.0 enabled      : {}
Форсировать UTF-8,Force UTF-8
Форсировать язык,Force language
Французский,French
"Х:{}, Т:{}, РЦ:{}","X:{}, T:{}, RC:{}"
Хранилища MTP,MTP storages
Хранилище только для чтения,Read-only storage
Хэш версии              : {},Version hash            : {}
Целевая запись о контенте не найдена,Target content record not found
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,PART OF CONTENT IS MISSING. GAME WILL NOT WORK
Число транзисторов: {:>3},Transistors count:  {:>3}
Число уникальных сыграных игр : {},Unique games played           : {}
Число ходов:        {:>3},Moves count:        {:>3}
Читать дату файлов,Read file date
Чтение каталога...,Reading directory...
Чтение списка файлов...,Reading file list...
Что-то плохое грядёт,Something bad is coming
Что-то пошло не так. Пропускаем оставшийся файл,Something went wrong. Skipping remaining file
"Чтобы вернуться, нажмите B",Press B to return
Шадок у Гиби,Shadok at Gibi's
Шифрование секции ,Encrypting section 
Экзосфера очищает CAL0      : {},Exosphere clears CAL0       : {}
Экран                 : ({:08X}) {},Screen                  : ({:08X}) {}
Экспорт SDK,Export SDK
Экспортировать,Export
Экспортировать SDK,Export SDK
Это действие будет нельзя отменить,This action cannot be undone
Язык                    : {},Language                : {}
Январь,January
Японский,Japanese
Ярлык   : ,Label   : 
Ярлык для DBI,Shortcut for DBI
"больше шансов, что оно заработает». Их",greater the chances that it will work». Their
быстро проникли в планы шадоков и,quickly figured out the Shadoks' plans and
"всякий раз, когда растение расцветает",whenever a plant blooms
"выражениях: «Чем больше неудач, тем","words: «The more failures, the"
"вычислили, что у них есть по крайней",calculated that they have at least
да,yes
заработает… И они торопятся поскорее,work... And they are rushing to quickly
"и дает транзистор, они мчатся, чтобы","and produces a transistor, they rush to"
"и не кончилось успехом». Или, в других","and not end in success». Or, in other"
"мере один шанс из миллиона, что она",one chance in a million that it will
миллионная заработает».,millionth one will work».
не является LFS папкой,is not an LFS folder
не является LFS папкой игры,is not a game LFS folder
нет,no
"ничего, что бы непрерывно продолжалось",nothing that would continue indefinitely
"но окружили его со всех сторон, и","but surrounded him on all sides, and"
"опытов, чтобы быть уверенными, что",experiments to be sure that the
осуществить 999999 первых неудачных,"carry out the first 999,999 failed"
"очень умные благодаря своим шляпам,","very smart thanks to their hats,"
"планету гиби искать транзисторы. Гиби,","planet Gibi to search for transistors. The Gibis,"
постоянно кончаясь неудачами.,constantly ending in failure.
принципов шадокской логики: «Нет,principles of Shadok logic: «There is
"ракета еще несовершенна, но они","rocket is not yet perfect, but they"
"растений, произрастающих на огородах.",plants growing in vegetable gardens.
решили позабавиться. Они позволили,decided to have some fun. They allowed
"ZL/ZR - смена даты, Y - период","ZL/ZR - change date, Y - period"
собрать урожай прежде шадока.,harvest it before the Shadok.
"терпят неудачу потому, что не хватает",fail because there are not enough
транзисторов в системах безопасности.,transistors in the security systems.
"шадоку забраться в один из их огородов,","the Shadok to sneak into one of their gardens,"
"Получено: {}, (скорость не определена)","Received: {}, (speed undefined)"
Игры добавлены в список исключений,Games added to exclusion list
Новых игр в список исключений добавлено не было,No new games added to exclusion list
"Интервал автобекапа сейвов, дни","Save auto-backup interval, days"
Просмотр МТР устройства [{}],View MTP device [{}]
Просмотр USB диска [{}],View USB drive [{}]
Заряд батареи (сырое значение) : {},Battery charge (raw)           : {}
ru,en
Конфигурация зарядки            : {},Charging configuration          : {}
Режим Hi-Z включён              : {},Hi-Z mode enabled               : {}
Зарядка батареи включена        : {},Battery charging enabled        : {}
Маршрут электропитания          : {},Power route                     : {}
Напряжение источника            : {} mV,Source voltage                  : {} mV
Ток источника                   : {} mA,Source current                  : {} mA
Быстрая зарядка разрешена       : {},Fast charging allowed           : {}
[CRC ОШИБКА ФАЙЛА],[FILE CRC ERROR]
Целевая прошивка            : {}.{}.{},Target firmware             : {}.{}.{}
Поддерживаемая версия HOS   : {},Supported HOS version       : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,System firmware will be downloaded and installed from file {}.\n\nPress (+) to continue\nAny other button to cancel
Распаковка архива не удалась,Archive extraction failed
Сканирование архива не удалось,Archive scan failed
Установить все обновления из этой папки,Install all updates from this folder
Япония,Japan
Русский,Russian
Февраль,February
Октябрь,October
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,November
 {} минут, {} minutes
Игрок,Player
Время,Time
Язык    : ,Language: 
Контент,Content
[HASH: OK],[HASH: OK]
Красная,Red
Путь    : ,Path    : 
  Жак Руксель. Великолепие навыворот.,  Jacques Rouxel. Splendor Inside Out.
[HASH MISMATCH: Неисправимо],[HASH MISMATCH: Unfixable]
[ПРЕД],[WARN]
Альбом,Album
Выход,Exit
и т.д...,etc...
{} бекап,{} backup
874,874
Пишется тело: {}/{}MB \r,Writing body: {}/{}MB \r
Пишется скриншот\n,Writing screenshot\n
Пишется таблица хешей\n,Writing hash table\n
Пишется подпись видео\n,Writing video signature\n
Операция завершена\n,Operation completed\n
Предел входного тока (буст)     : {} mA,Input current limit (boost)     : {} mA
Предел тока быстрой зарядки     : {} mA,Fast charge current limit       : {} mA
Напряжение батареи              : {} mV,Battery voltage                 : {} mV
Контроллер источника получен    : {},Source controller received      : {}
OTG Запрошен                    : {},OTG Requested                   : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",System firmware will be downloaded and installed from file {}.\n\nWARNING!!! This version appears unsupported by current Atmosphere.\n\nPress (+) to continue\nAny other button to cancel
Копирование файла не удалось,File copy failed
Daybreak.nro не найден,Daybreak.nro not found
Изображение добавлено в альбом,Image added to album
Ошибка добавления изобржения в альбом: {},Error adding image to album: {}
Добавить в альбом,Add to album
Анализ mp4 файла,Analysing mp4 file
Длительность: {},Duration: {}
ОШИБКА! Файл не содержит один видео трек,ERROR! File does not contain one video track
ОШИБКА! Файл не содержит один аудио трек,ERROR! File does not contain one audio track
ОШИБКА! У видео трека неподдерживаемый кодек,ERROR! Unsupported video track codec
ОШИБКА! У аудио трека неподдерживаемый кодек,ERROR! Unsupported audio track codec
ОШИБКА! Аудио трек не стерео,ERROR! Audio track is not stereo
[{}] Общий тикет для {},[{}] Common ticket for {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,ERROR! Invalid audio track sample rate
ОШИБКА! У видео трека неподходящая ширина,ERROR! Invalid video track width
ОШИБКА! У видео трека неподходящая высота,ERROR! Invalid video track height
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,WARNING! Video stream may contain B-Frames. File might not play
"Похоже, это не MP4 файл",This does not look like an MP4 file
Открыть как RomFS,Open as RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Your SD card is a fake. It is recommended to replace the SD card with a genuine one.
[{}] Персональный тикет для {},[{}] Personal ticket for {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"It seems your SD card is fake.\n\nThere may be issues installing games.\nIn this case, it is recommended to replace the SD card with a verified one."
Информация о SD карте,SD card information
Производитель    : {:s} ({:02X}),Manufacturer    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Product Name     : {:s}
Ревизия продукта : {:s},Product revision : {:s}
Серийный номер   : {:s},Serial number   : {:s}
[ПОДПИСЬ: DBI],[SIGNATURE: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Play time    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR change date, Y period, X sort, (+) select user"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB of {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X select, Y invert selection, (+) menu, R3 sort, L3 launch"
Создать все известные ({}),Create all known ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X Select, Y Invert selection, (+) Menu, L3 Launch"
"DPAD или стики для перемещения, (+) Настройки","DPAD or sticks for movement, (+) Settings"
Просмотр HTTP/FTP/Github сервера...,Viewing HTTP/FTP/Github server...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Select, Y Invert selection, (+) Menu, R3 Sort"
"X выбор, Y обр. выбор, (+) меню","X select, Y rev. select, (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X select, Y invert selection, A open, (-) 2nd panel, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X select, Y inv. select, ⬅/➡ change panel, (-) close, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA FRAGMENT NOT NEEDED]
[КОНТЕНТ ОТСУТСТВУЕТ],[CONTENT MISSING]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[CANNOT CREATE PLACEHOLDER]
[НЕДОСТАТОЧНО МЕСТА],[NOT ENOUGH SPACE]
  Кодировка...,  Encoding...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[UNKNOWN COMPRESSION]
[ОТСУТСТВУЕТ],[MISSING]
[ОШБК],[ERR]
[ОШИБКА NCA MAGIC],[NCA MAGIC ERROR]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[PLACEHOLDER WRITE ERROR]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD UNPACK ERROR: {}]
[ОШИБКА РАСПАКОВКИ],[UNPACK ERROR]
[ОШИБКА],[ERROR]
[ОШИБКА] Отсутствует URL списка обновлений,[ERROR] Update list URL missing
[ПЕРЕДАЧА OK],[TRANSFER OK]
  Применить,  Apply
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFER ABORTED]
[ПОВРЕЖДЁННЫЙ NCA],[CORRUPTED NCA]
[ПОДПИСЬ: OK],[SIGNATURE: OK]
[ПОДПИСЬ: XCI➡NSP],[SIGNATURE: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[SIGNATURE: Fake]
[СТАРАЯ ПРОШИВКА],[OLD FIRMWARE]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[TITLE MODE REQUIRED]
[ФАЙЛ ПОВРЕЖДЁН],[FILE CORRUPTED]
[ХЕШ ИСПРАВЛЕН],[HASH FIXED]
  Редактирование,  Editing
[ХЕШ НЕ СОВПАДАЕТ],[HASH MISMATCH]
\nНачало обработки dlc {}: {:016X},\nStart processing dlc {}: {:016X}
\nНачало обработки программы {},\nStart processing program {}
\nНачало создания Data.nca,\nStart creating Data.nca
\nНачало создания Meta.nca,\nStart creating Meta.nca
\nОшибка USB обмена,\nUSB transfer error
\nСборка PFS0,\nBuilding PFS0
\nСборка RomFS,\nBuilding RomFS
\nСекция 0,\nSection 0
\nСекция 1,\nSection 1
 (по времени игры), (by game time)
\nСекция 2,\nSection 2
\nСоздан NSP: {},\nCreated NSP: {}
\nШифрование NCA,\nEncrypting NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Total: {} hour
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Total: {} hours
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Total: {} hours
{:4d} {}. Всего: {} час,{:4d} {}. Total: {} hour
{:4d} {}. Всего: {} часа,{:4d} {}. Total: {} hours
{:4d} {}. Всего: {} часов,{:4d} {}. Total: {} hours
 (по названию игры), (by game title)
{:4d}. Всего: {} час,{:4d}. Total: {} hour
{:4d}. Всего: {} часа,{:4d}. Total: {} hours
{:4d}. Всего: {} часов,{:4d}. Total: {} hours
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} items processed. {:>5} records found...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB already downloaded...\r
{} cохранение,{} save
{} cохранений,{} saves
{} cохранения,{} saves
 (по числу запусков), (by launch count)
{} бекапа,{} backup
{} бекапов,{} backups
{} записей ({}),{} records ({})
{} записи ({}),{} records ({})
{} запись ({}),{} record ({})
{} игр ({}),{} games ({})
{} игра ({}),{} game ({})
{} игры ({}),{} games ({})
{} сохранение,{} save
{} сохранений,{} saves
{} сохранения,{} saves
{} тикет,{} ticket
{} тикета,{} ticket
{} тикетов,{} tickets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Avg: {:.1f} MB/s, Cur: {:.1f} MB/s) Rem. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} orphaned record
{}: {} потерянных записей,{}: {} orphaned records
{}: {} потерянных записи,{}: {} orphaned records
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} Encryption: {} Install size: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [CANNOT OPEN FILE]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: skipping {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nBackup restore failed\n\nPress A - abort, any other button - continue"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB of {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«The situation with the Shadoks is satisfactory.
Ёмкость с завода   : {} mAh,Factory capacity   : {} mAh
АВТО,AUTO
Аватар установлен,Avatar set
Август,August
Австралия,Australia
Автозапуск FTP: ,Autolaunch FTP: 
Автозапуск MTP,Autolaunch MTP
Автозапуск списка homebrew,Autolaunch homebrew list
Автоповтор кнопок при удержании,Button autorepeat on hold
Автор   : ,Author  : 
Агрументы для ярлыка,Shortcut arguments
Адрес FTP сервера: {},FTP server address: {}
Адрес HTTP сервера: {},HTTP server address: {}
 {:>5} часа, {:>5} hours
Альбом (0°),Landscape (0°)
Американский английский,American English
Апрель,April
База этой игры не самодостаточна. Не забудьте установить обновление,This game base is not self-contained. Don't forget to install update
Базовое хранилище: ,Base storage: 
Бекапы,Backups
Бекапы сохранений ({}),Save backups ({})
Британский английский,British English
 {:>5} часов, {:>5} hours
В альбоме найден {} объект,Found {} item in album
В альбоме найдено {} объекта,Found {} items in album
В альбоме найдено {} объектов,Found {} items in album
В альбоме отсутствуют объекты,No items in album
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Required keys are missing in /switch/prod.keys.\n\nSome program functions will be unavailable.\n\nReboot to Hekate and use Lockpick_RCM.bin payload\nto dump keys from SysNAND.
ВНИМАНИЕ ,WARNING 
ВНИМАНИЕ! ,WARNING! 
ВНИМАНИЕ! Тайтл {:016X} не установлен,WARNING! Title {:016X} is not installed
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),WARNING! Installed version ({}) does not match desired ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,ERRORS FOUND DURING FILE TRANSFER. INSTALLATION ABORTED
 {} в чёрном списке., {} in blacklist.
Введите URL сервера (HTTP или (S)FTP),Enter server URL (HTTP or (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Enter shortcut arguments or leave empty
Введите желаемый номер страницы,Enter desired page number
Введите новое имя,Enter new name
Введите новое имя каталога,Enter new directory name
Введите новое имя файла,Enter new file name
Введите номер DLC,Enter DLC number
Версия  : ,Version : 
Версия {} [v{}],Version {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosphere version          : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Firmware version        : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,Instead of user {} use:
Внимание! ,Warning! 
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Warning!\nSome files were locked and skipped.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},During parsing\n\n{}\n\nthe following error occurred:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Errors occurred during ticket installation. Check for ES sigpatches
Во время экспорта были ошибки,Errors occurred during export
Возраст батареи                 : {}%,Battery age                     : {}%
Возраст батареи                : {},Battery age                    : {}
Возраст батареи                : {}%,Battery age                    : {}%
 {} минута, {} minute
Возрастной рейтинг,Age rating
Восстановить,Restore
Восстановить бекап...,Restore backup...
Восстановить для...,Restore for...
Восстановить как бекап сохранения,Restore as save backup
Восстановление бекапа,Backup restore
Восстановление не удалось,Restore failed
Восстановление успешно,Restore successful
Восстановление: {},Restoring: {}
 {} минуты, {} minutes
Время гашения экрана в секундах,Screen dim time in seconds
Время игры: {:02}:{:02}:{:02},Game time: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Transfer time {:d}:{:02d}:{:02d}
Все игровые сессии,All game sessions
Все игроки,All players
Все объекты,All items
Все файлы в порядке,All files are OK
Всего {} байт получен,Total {} byte received
Всего {} байт послан,Total {} byte sent
Всего {} байта получено,Total {} bytes received
 Да,Yes
Всего {} байта послано,Total {} bytes sent
Всего {} байтов получено,Total {} bytes received
Всего {} байтов послано,Total {} bytes sent
Всего записей: {},Total records: {}
Всего освобождено места : ,Total freed space  : 
Всего отослано: {} ({}/сек),Total sent: {} ({}/s)
Всего программ: {},Total programs: {}
Вставить,Paste
Вставка...,Pasting...
Всё время. Всего: {} час,All time. Total: {} hour
 Да ,Yes
Всё время. Всего: {} часа,All time. Total: {} hours
Всё время. Всего: {} часов,All time. Total: {} hours
Вы собираетесь удалить следующие бекапы:,You are about to delete the following backups:
Вы собираетесь удалить следующие игры:,You are about to delete the following games:
Вы собираетесь удалить следующие сохранения:,You are about to delete the following saves:
Вы собираетесь удалить следующие тикеты:,You are about to delete the following tickets:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Are you sure you want to delete {} records?\n\n(+) - YES   B - Cancel
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Are you sure you want to delete {} record?\n\n(+) - YES   B - Cancel
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Are you sure you want to delete {} object?\n\n(+) - YES   B - Cancel
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Are you sure you want to delete {} objects?\n\n(+) - YES   B - Cancel
    {:>2} сек,    {:>2} sec
 Закрытие игры, Game close
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Are you sure you want to delete {}?\n\n(+) - YES, any other button - NO"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Are you sure you want to delete\n{}?\n\n(+) - YES  B - Cancel
Выберите пользователя,Select user
Выберите тип сохранения,Select save type
Выбрать все файлы игры,Select all game files
Выбрать того же пользователя,Select same user
Выбрать ту же игру,Select same game
Выйти из DBI           : ,Exit DBI               : 
Выключать экран,Turn off screen
Выключить экран        : ,Turn off screen        : 
 Запуск игры, Game launch
Вырезать,Cut
Выход на рабочий стол,Exit to desktop
Вычисление хэша,Calculating hash
Вычисленное время конца : {},Calculated end time : {}
Вычисленное время начала: {},Calculated start time: {}
Генерация DLC [{:016X}][v{}],Generating DLC [{:016X}][v{}]
Генерация DLC анлокера...,Generating DLC unlocker...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generating unlocker for {:016X} with number {} and version {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generating shortcut for path '{}' and arguments '{}'...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m,User logout \x1b[36;1m{}\x1b[37;1m
Главное меню,Main menu
Голландский,Dutch
Да,Yes
"Да, я уверен","Yes, I am sure"
Дамп анлокера в '{}'...,Dumping unlocker to '{}'...
Дамп текущей прошивки,Dump current firmware
Дамп ярлыка в '{}'...,Dumping shortcut to '{}'...
Дата первого игрового события : {},First game event date         : {}
Действия с файлами,File actions
Действия с файлами ({}),File actions ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m,User login \x1b[36;1m{}\x1b[37;1m
Декабрь,December
День,Day
Диаграмма активности,Activity chart
Для бекапов,For backups
Для выхода нажмите любую кнопку,Press any button to exit
Для дампов,For dumps
Для логов,For logs
Добавить в любимые,Add to favorites
Добавлять суффикс к имени файла,Add suffix to filename
Достаточное питание            : {},Enough power                   : {}
 Переключение на игру, Switch to game
Европа,Europe
Есть исправление RCM бага   : {},RCM bug patch present       : {}
