original,translation
Уровень заряда батареи         : {},Nível de carga da bateria      : {}
Успешно разобран как PFS0 файл,Analisado com sucesso como arquivo PFS0
Устанавливается {},Instalando {}
Установить как аватар...,Definir como avatar...
Установка,Instalação
URL для проверки обновлений,URL para verificar atualizações
Установка анлокера...,Instalando unlocker...
Установка завершена,Instalação concluída
Установка игр (NAND),Instalar jogos (NAND)
Установка игр (SD Card),Instalar jogos (SD Card)
Установка игры завершена,A instalação do jogo foi concluída
Установка обновлений игр,Instalar atualizações de jogos
Установка прервана,Instalação interrompida
Установка с картриджа,Instalar do cartucho
Установка тайтлов ({}/{}),Instalando títulos ({}/{})
Установка через DBIbackend,Instalar via DBIbackend
USB Соединение,Conexão USB
Установка ярлыка...,Instalando atalho...
Установлен,Instalado
Установленные,Instalados
Установленные homebrew,Homebrews instalados
Установленные homebrew ({}),Homebrews instalados ({})
Установленные игры,Jogos instalados
Установленные тикеты,Tickets instalados
Установленные тикеты ({}),Tickets instalados ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,O arquivo está corrompido e não pode ser instalado. Assinatura HEAD não encontrada
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,O arquivo está corrompido e não pode ser instalado. Assinatura HFS0 não encontrada na seção root
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Endereço MAC Wireless: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,O arquivo está corrompido e não pode ser instalado. Assinatura HFS0 não encontrada na seção secure
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,O arquivo está corrompido e não pode ser instalado. Assinatura PFS0 não encontrada
Файл слишком большой для хранилища,Arquivo muito grande para o armazenamento
Файл: {},Arquivo: {}
Фиксация ФС...,Consolidando FS...
Финальный размер: {},Tamanho final: {}
Формирование списка...,Gerando lista...
Форсированный язык    : {},Idioma forçado    : {}
Форсированный язык    : {} ({}),Idioma forçado    : {} ({})
  Автоопределение,Detecção automática
Форсировано вклчение USB 3.0: {},Forçar USB 3.0 ativado: {}
Форсировать UTF-8,Forçar UTF-8
Форсировать язык,Forçar idioma
Французский,Francês
"Х:{}, Т:{}, РЦ:{}","X:{}, T:{}, RC:{}"
Хранилища MTP,Armazenamentos MTP
Хранилище только для чтения,Armazenamento somente leitura
Хэш версии              : {},Hash da versão          : {}
Целевая запись о контенте не найдена,Registro de conteúdo de destino não encontrado
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,PARTE DO CONTEÚDO ESTÁ AUSENTE. O JOGO NÃO FUNCIONARÁ
Число транзисторов: {:>3},Número de transistores: {:>3}
Число уникальных сыграных игр : {},Número de jogos únicos jogados: {}
Число ходов:        {:>3},Número de movimentos: {:>3}
Читать дату файлов,Ler data dos arquivos
Чтение каталога...,Lendo diretório...
Чтение списка файлов...,Lendo lista de arquivos...
Что-то плохое грядёт,Algo ruim está por vir
Что-то пошло не так. Пропускаем оставшийся файл,Algo deu errado. Pulando o arquivo restante
"Чтобы вернуться, нажмите B",Pressione B para voltar
Шадок у Гиби,Shadok no Gibi
Шифрование секции ,Criptografia de seção
Экзосфера очищает CAL0      : {},Exosphere limpa CAL0        : {}
Экран                 : ({:08X}) {},Tela                  : ({:08X}) {}
Экспорт SDK,Exportar SDK
Экспортировать,Exportar
Экспортировать SDK,Exportar SDK
Это действие будет нельзя отменить,Esta ação não poderá ser desfeita
Язык                    : {},Idioma                  : {}
Январь,Janeiro
Японский,Japonês
Ярлык   : ,Rótulo  : 
Ярлык для DBI,Atalho para DBI
"больше шансов, что оно заработает». Их",maior a chance de funcionar». Eles
быстро проникли в планы шадоков и,rapidamente penetraram nos planos
"всякий раз, когда растение расцветает",sempre que a planta floresce
"выражениях: «Чем больше неудач, тем","termos: «Quanto mais falhas,"
"вычислили, что у них есть по крайней",calcularam que eles têm pelo menos
да,sim
заработает… И они торопятся поскорее,funcione... E eles correm para
"и дает транзистор, они мчатся, чтобы","e dá um transistor, eles correm para"
"и не кончилось успехом». Или, в других","e não terminou com sucesso». Ou, em"
"мере один шанс из миллиона, что она",uma chance em um milhão de que ela
миллионная заработает».,a milionésima funcionará».
не является LFS папкой,não é uma pasta LFS
не является LFS папкой игры,não é uma pasta LFS de jogo
нет,não
"ничего, что бы непрерывно продолжалось",nada que continuasse continuamente
"но окружили его со всех сторон, и","mas o cercaram de todos os lados, e"
"опытов, чтобы быть уверенными, что",experiências para ter certeza que
осуществить 999999 первых неудачных,realizar as 999999 primeiras falhas
"очень умные благодаря своим шляпам,","muito inteligentes graças aos chapéus,"
"планету гиби искать транзисторы. Гиби,","planeta Gibi buscar transistores. Gibi,"
постоянно кончаясь неудачами.,constantemente terminando em falhas.
принципов шадокской логики: «Нет,princípios da lógica Shadok: «Não há
"ракета еще несовершенна, но они","foguete ainda é imperfeito, mas eles"
"растений, произрастающих на огородах.",plantas que crescem nas hortas.
решили позабавиться. Они позволили,decidiram se divertir. Eles deixaram
"ZL/ZR - смена даты, Y - период","ZL/ZR - mudar data, Y - período"
собрать урожай прежде шадока.,colher antes do Shadok.
"терпят неудачу потому, что не хватает",falham porque faltam
транзисторов в системах безопасности.,transistores nos sistemas de segurança.
"шадоку забраться в один из их огородов,","o Shadok entrar em uma de suas hortas,"
"Получено: {}, (скорость не определена)","Recebido: {}, (velocidade indefinida)"
Игры добавлены в список исключений,Jogos adicionados à lista de exceções
Новых игр в список исключений добавлено не было,Nenhum jogo novo adicionado à lista de exceções
"Интервал автобекапа сейвов, дни","Intervalo backup auto saves, dias"
Просмотр МТР устройства [{}],Ver dispositivo MTP [{}]
Просмотр USB диска [{}],Ver disco USB [{}]
Заряд батареи (сырое значение) : {},Carga da bateria (valor bruto) : {}
ru,br
Конфигурация зарядки            : {},Configuração de carga           : {}
Режим Hi-Z включён              : {},Modo Hi-Z ativado               : {}
Зарядка батареи включена        : {},Carregamento da bateria ligado  : {}
Маршрут электропитания          : {},Rota de energia                 : {}
Напряжение источника            : {} mV,Tensão da fonte                 : {} mV
Ток источника                   : {} mA,Corrente da fonte               : {} mA
Быстрая зарядка разрешена       : {},Carregamento rápido ativado     : {}
[CRC ОШИБКА ФАЙЛА],[ERRO DE CRC DO ARQUIVO]
Целевая прошивка            : {}.{}.{},Firmware alvo               : {}.{}.{}
Поддерживаемая версия HOS   : {},Versão HOS suportada    : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,O firmware do sistema será baixado e instalado de {}.\n\nPressione (+) para continuar\nQualquer outro botão para cancelar
Распаковка архива не удалась,Falha ao descompactar arquivo
Сканирование архива не удалось,Falha ao verificar arquivo
Установить все обновления из этой папки,Instalar todas as atualizações desta pasta
Япония,Japão
Русский,Russo
Февраль,Fevereiro
Октябрь,Outubro
[HASH MISMATCH: GC ➡ eShop],[ERRO HASH: GC ➡ eShop]
Ноябрь,Novembro
 {} минут,{} minutos
Игрок,Jogador
Время,Tempo
Язык    : ,Idioma  :
Контент,Conteúdo
[HASH: OK],[HASH: OK]
Красная,Vermelho
Путь    : ,Caminho :
  Жак Руксель. Великолепие навыворот.,Jacques Rouxel. Esplendor ao avesso.
[HASH MISMATCH: Неисправимо],[HASH INCOMPATÍVEL: Incorrigível]
[ПРЕД],[AVISO]
Альбом,Álbum
Выход,Sair
и т.д...,etc...
{} бекап,Backup {}
874,874
Пишется тело: {}/{}MB \r,Gravando corpo: {}/{}MB \r
Пишется скриншот\n,Salvando captura de tela\n
Пишется таблица хешей\n,Gravando tabela de hash\n
Пишется подпись видео\n,Gravando assinatura de vídeo\n
Операция завершена\n,Operação concluída\n
Предел входного тока (буст)     : {} mA,Limite entrada (boost)          : {} mA
Предел тока быстрой зарядки     : {} mA,Limite de carga rápida          : {} mA
Напряжение батареи              : {} mV,Tensão da bateria               : {} mV
Контроллер источника получен    : {},Controlador da fonte obtido     : {}
OTG Запрошен                    : {},OTG Solicitado                  : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",O firmware do sistema será baixado e instalado de {}.\n\nAVISO!!! Parece que esta versão não é suportada pelo Atmosphere atual.\n\nPressione (+) para continuar\nQualquer outro botão para cancelar
Копирование файла не удалось,Falha ao copiar arquivo
Daybreak.nro не найден,Daybreak.nro não encontrado
Изображение добавлено в альбом,Imagem adicionada ao álbum
Ошибка добавления изобржения в альбом: {},Erro ao adicionar imagem ao álbum: {}
Добавить в альбом,Adicionar ao álbum
Анализ mp4 файла,Análise de arquivo mp4
Длительность: {},Duração: {}
ОШИБКА! Файл не содержит один видео трек,ERRO! O arquivo não contém uma faixa de vídeo
ОШИБКА! Файл не содержит один аудио трек,ERRO! O arquivo não contém uma faixa de áudio
ОШИБКА! У видео трека неподдерживаемый кодек,ERRO! Codec de vídeo não suportado
ОШИБКА! У аудио трека неподдерживаемый кодек,ERRO! Codec de áudio não suportado
ОШИБКА! Аудио трек не стерео,ERRO! Faixa de áudio não é estéreo
[{}] Общий тикет для {},[{}] Ticket comum para {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,ERRO! Taxa de amostragem de áudio inválida
ОШИБКА! У видео трека неподходящая ширина,ERRO! Largura de vídeo inválida
ОШИБКА! У видео трека неподходящая высота,ERRO! Altura de vídeo inválida
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,ATENÇÃO! O fluxo de vídeo pode conter B-Frames. O arquivo pode não ser reproduzido
"Похоже, это не MP4 файл",Parece não ser um arquivo MP4
Открыть как RomFS,Abrir como RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Seu cartão SD é falso. Recomenda-se substituir o cartão SD por um verificado.
[{}] Персональный тикет для {},[{}] Ticket pessoal para {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Parece que o seu cartão SD é falso.\n\nPode haver problemas ao instalar jogos.\nNesse caso, recomenda-se substituir o cartão SD por um verificado."
Информация о SD карте,Informações do cartão SD
Производитель    : {:s} ({:02X}),Fabricante    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Nome do produto  : {:s}
Ревизия продукта : {:s},Revisão do produto : {:s}
Серийный номер   : {:s},Número de série   : {:s}
[ПОДПИСЬ: DBI],[ASSINATURA: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Tempo de jogo    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR alterar data, Y período, X ordenar, (+) selecionar usuário"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB de {}MB ({:.2f} MB/s)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X selecionar, Y inverter seleção, (+) menu, R3 ordenar, L3 iniciar"
Создать все известные ({}),Criar todos os conhecidos ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X selecionar, Y inverter seleção, (+) menu, L3 iniciar"
"DPAD или стики для перемещения, (+) Настройки","DPAD ou analógicos para mover, (+) Configurações"
Просмотр HTTP/FTP/Github сервера...,Visualizar servidor HTTP/FTP/Github...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Selecionar, Y Inverter seleção, (+) Menu, R3 Ordenar"
"X выбор, Y обр. выбор, (+) меню","X selecionar, Y sel. inv., (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X selecionar, Y inverter seleção, A abrir, (-) 2º painel, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X selecionar, Y inv. selecionar, ⬅/➡ mudar painel, (-) fechar, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[FRAGMENTO DELTA NÃO NECESSÁRIO]
[КОНТЕНТ ОТСУТСТВУЕТ],[CONTEÚDO AUSENTE]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NÃO FOI POSSÍVEL CRIAR O PLACEHOLDER]
[НЕДОСТАТОЧНО МЕСТА],[ESPAÇO INSUFICIENTE]
  Кодировка...,Codificação...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[COMPRESSÃO DESCONHECIDA]
[ОТСУТСТВУЕТ],[AUSENTE]
[ОШБК],[ERRO]
[ОШИБКА NCA MAGIC],[ERRO DE NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[ERRO AO ESCREVER NO PLACEHOLDER]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ERRO DE DESCOMPACTAÇÃO ZSTD: {}]
[ОШИБКА РАСПАКОВКИ],[ERRO DE DESCOMPACTAÇÃO]
[ОШИБКА],[ERRO]
[ОШИБКА] Отсутствует URL списка обновлений,[ERRO] Sem URL da lista de atualizações
[ПЕРЕДАЧА OK],[TRANSFERÊNCIA OK]
  Применить,  Aplicar
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFERÊNCIA INTERROMPIDA]
[ПОВРЕЖДЁННЫЙ NCA],[NCA CORROMPIDO]
[ПОДПИСЬ: OK],[ASSINATURA: OK]
[ПОДПИСЬ: XCI➡NSP],[ASSINATURA: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[ASSINATURA: Falsa]
[СТАРАЯ ПРОШИВКА],[FIRMWARE ANTIGO]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[REQUER MODO DE TÍTULO]
[ФАЙЛ ПОВРЕЖДЁН],[ARQUIVO CORROMPIDO]
[ХЕШ ИСПРАВЛЕН],[HASH CORRIGIDO]
  Редактирование,Edição
[ХЕШ НЕ СОВПАДАЕТ],[HASH NÃO CORRESPONDE]
\nНачало обработки dlc {}: {:016X},\nIniciando proc. dlc {}: {:016X}
\nНачало обработки программы {},\nInício processamento programa {}
\nНачало создания Data.nca,\nInício criação Data.nca
\nНачало создания Meta.nca,\nInício criação Meta.nca
\nОшибка USB обмена,\nErro de comunicação USB
\nСборка PFS0,\nMontando PFS0
\nСборка RomFS,\nMontando RomFS
\nСекция 0,\nSeção 0
\nСекция 1,\nSeção 1
 (по времени игры), (por tempo de jogo)
\nСекция 2,\nSeção 2
\nСоздан NSP: {},\nNSP Criado: {}
\nШифрование NCA,\nCriptografia NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Total: {} hora
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Total: {} horas
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Total: {} horas
{:4d} {}. Всего: {} час,{:4d} {}. Total: {} hora
{:4d} {}. Всего: {} часа,{:4d} {}. Total: {} horas
{:4d} {}. Всего: {} часов,{:4d} {}. Total: {} horas
 (по названию игры), (por título do jogo)
{:4d}. Всего: {} час,{:4d}. Total: {} hora
{:4d}. Всего: {} часа,{:4d}. Total: {} horas
{:4d}. Всего: {} часов,{:4d}. Total: {} horas
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objetos processados. {:>5} registros encontrados...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB baixados...\r
{} cохранение,{} save
{} cохранений,{} saves
{} cохранения,{} saves
 (по числу запусков), (por número de inicializações)
{} бекапа,Backup {}
{} бекапов,{} backups
{} записей ({}),{} registros ({})
{} записи ({}),{} registros ({})
{} запись ({}),{} registro ({})
{} игр ({}),{} jogos ({})
{} игра ({}),{} jogo ({})
{} игры ({}),{} jogos ({})
{} сохранение,{} save
{} сохранений,{} saves
{} сохранения,{} saves
{} тикет,{} ticket
{} тикета,Ticket {}
{} тикетов,{} tickets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Méd: {:.1f} MB/s, Atu: {:.1f} MB/s) Rest. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} registro perdido
{}: {} потерянных записей,{}: {} registros perdidos
{}: {} потерянных записи,{}: {} registros perdidos
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} Criptografia: {} Tamanho da instalação: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [NÃO FOI POSSÍVEL ABRIR O ARQUIVO]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/s)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: pulando {}/{} ({:.2f} MB/s)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nA restauração do backup falhou\n\nPressione A - abortar, outro botão - continuar"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB de {}MB ({:.2f} MB/s)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«A situação dos Shadoks é satisfatória.
Ёмкость с завода   : {} mAh,Capacidade fábrica : {} mAh
АВТО,AUTO
Аватар установлен,Avatar definido
Август,Agosto
Австралия,Austrália
Автозапуск FTP: ,Iniciar FTP auto:
Автозапуск MTP,Início auto. MTP
Автозапуск списка homebrew,Início auto. lista homebrew
Автоповтор кнопок при удержании,Repetição auto. de botões ao segurar
Автор   : ,Autor   : 
Агрументы для ярлыка,Argumentos para atalho
Адрес FTP сервера: {},Endereço servidor FTP: {}
Адрес HTTP сервера: {},Endereço servidor HTTP: {}
 {:>5} часа, {:>5} horas
Альбом (0°),Álbum (0°)
Американский английский,Inglês Americano
Апрель,Abril
База этой игры не самодостаточна. Не забудьте установить обновление,A base deste jogo não é autossuficiente. Não se esqueça de instalar a atualização
Базовое хранилище: ,Armazenamento base:
Бекапы,Backups
Бекапы сохранений ({}),Backups de saves ({})
Британский английский,Inglês Britânico
 {:>5} часов, {:>5} horas
В альбоме найден {} объект,{} objeto encontrado no álbum
В альбоме найдено {} объекта,{} objetos encontrados no álbum
В альбоме найдено {} объектов,{} objetos encontrados no álbum
В альбоме отсутствуют объекты,Não há objetos no álbum
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Chaves necessárias ausentes em /switch/prod.keys.\n\nAlgumas funções do programa estarão indisponíveis.\n\nReinicie no Hekate e use o payload Lockpick_RCM.bin\npara dumpar as chaves da SysNAND.
ВНИМАНИЕ ,ATENÇÃO 
ВНИМАНИЕ! ,ATENÇÃO! 
ВНИМАНИЕ! Тайтл {:016X} не установлен,ATENÇÃO! O título {:016X} não está instalado
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),ATENÇÃO! A versão instalada ({}) não corresponde à desejada ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,ERROS ENCONTRADOS DURANTE A TRANSFERÊNCIA DO ARQUIVO. INSTALAÇÃO INTERROMPIDA
 {} в чёрном списке.,{} na lista negra.
Введите URL сервера (HTTP или (S)FTP),Insira URL do servidor (HTTP ou (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Insira argumentos para o atalho ou deixe vazio
Введите желаемый номер страницы,Insira o número da página desejada
Введите новое имя,Insira novo nome
Введите новое имя каталога,Insira novo nome do diretório
Введите новое имя файла,Insira novo nome do arquivo
Введите номер DLC,Digite o número da DLC
Версия  : ,Versão  : 
Версия {} [v{}],Versão {} [v{}]
Версия атмосферы            : {}.{}.{},Versão Atmosphere           : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Versão Firmware         : {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,"Em vez do usuário {}, usar:"
Внимание! ,Atenção! 
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,"Atenção!\nAlguns arquivos foram bloqueados e, portanto, ignorados."
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Durante análise\n\n{}\n\nocorreu o seguinte erro:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Ocorreram erros durante a instalação dos tickets. Verifique a presença de sigpatches de ES
Во время экспорта были ошибки,Ocorreram erros durante a exportação
Возраст батареи                 : {}%,Idade da bateria                : {}%
Возраст батареи                : {},Idade da bateria               : {}
Возраст батареи                : {}%,Idade da bateria               : {}%
 {} минута, {} minuto
Возрастной рейтинг,Classificação etária
Восстановить,Restaurar
Восстановить бекап...,Restaurar backup...
Восстановить для...,Restaurar para...
Восстановить как бекап сохранения,Restaurar como backup de save
Восстановление бекапа,Restaurando backup
Восстановление не удалось,A restauração falhou
Восстановление успешно,Restauração bem-sucedida
Восстановление: {},Restaurando: {}
 {} минуты, {} minutos
Время гашения экрана в секундах,Tempo desligar tela em segundos
Время игры: {:02}:{:02}:{:02},Tempo de jogo: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Tempo de transferência {:d}:{:02d}:{:02d}
Все игровые сессии,Todas as sessões de jogo
Все игроки,Todos os jogadores
Все объекты,Todos os objetos
Все файлы в порядке,Todos os arquivos estão OK
Всего {} байт получен,Total de {} byte recebido
Всего {} байт послан,Total de {} bytes enviados
Всего {} байта получено,Total de {} bytes recebidos
 Да,Sim
Всего {} байта послано,Total de {} bytes enviados
Всего {} байтов получено,Total de {} bytes recebidos
Всего {} байтов послано,Total de {} bytes enviados
Всего записей: {},Total de registros: {}
Всего освобождено места : ,Espaço total liberado: 
Всего отослано: {} ({}/сек),Total enviado: {} ({}/s)
Всего программ: {},Total de programas: {}
Вставить,Colar
Вставка...,Colando...
Всё время. Всего: {} час,Todo o tempo. Total: {} hora
 Да ,Sim
Всё время. Всего: {} часа,Todo o tempo. Total: {} horas
Всё время. Всего: {} часов,Todo o tempo. Total: {} horas
