original,translation
Удачный экспорт,Başarılı ihracat
Уделение старого тикета...,Eski bilet siliniyor...
Упаковка каталога в RomFS,Dizini RomFS'ye paketleme
Упрощенный китайский,Basitleştirilmiş Çince
Уровень заряда батареи         : {},Pil şarj düzeyi : {}
Успешно разобран как PFS0 файл,PFS0 dosyası olarak başarıyla ayrıştırıldı
Устанавливается {},{} yükleniyor
Установить как аватар...,Avatar olarak ayarla...
Установка,Kurulum
URL для проверки обновлений,Sürüm bilgisi URL'si
Установка анлокера...,Kilit açıcı yükleniyor...
Установка завершена,Kurulum tamamlandı
Установка игр (NAND),Oyunları yükleme (NAND)
Установка игр (SD Card),Oyunları yükleyin (SD Kart)
Установка игры завершена,Oyunun kurulumu tamamlandı
Установка обновлений игр,Oyun güncellemelerini yükleme
Установка прервана,Kurulum iptal edildi
Установка с картриджа,Gamecard'dan yükle
Установка тайтлов ({}/{}),Başlıklar yükleniyor ({}/{})
Установка через DBIbackend,DBIbackend'den yükle
USB Соединение,USB Bağlantısı
Установка ярлыка...,Kısayol yükleniyor...
Установлен,Kuruldu
Установленные,Yüklendi
Установленные homebrew,Yüklü homebrew
Установленные homebrew ({}),Yüklü homebrew ({})
Установленные игры,Yüklü oyunlar
Установленные тикеты,Kurulu biletler
Установленные тикеты ({}),Yüklü biletler ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,HEAD magic hatası
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Kök HFS0 magic hatası
Wireless LAN MAC адрес: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Kablosuz LAN MAC adresi : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Güvenli HFS0 magic hatası
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,PFS0 magic hatası
Файл слишком большой для хранилища,Dosya depolama için çok büyük
Файл: {},Dosya: {}
Фиксация ФС...,DS bağlanıyor...
Финальный размер: {},Son boyut: {}
Формирование списка...,Liste oluşturuluyor...
Форсированный язык    : {},Zorunlu dil : {}
Форсированный язык    : {} ({}),Zorunlu dil : {} ({})
  Автоопределение,  Otomatik algılama
Форсировано вклчение USB 3.0: {},Zorunlu USB 3.0 etkinleştirildi: {}
Форсировать UTF-8,UTF-8'i zorla
Форсировать язык,Dili zorla
Французский,Fransızca
"Х:{}, Т:{}, РЦ:{}","X:{}, T:{}, RC:{}"
Хранилища MTP,MTP depoları
Хранилище только для чтения,Salt okunur depolama
Хэш версии              : {},Sürüm karması: {}
Целевая запись о контенте не найдена,Hedef içerik kaydı bulunamadı
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,BAZI İÇERİK EKSİK. OYUN ÇALIŞMAYACAK
Число транзисторов: {:>3},Transistör sayısı: {:>3}
Число уникальных сыграных игр : {},Oynanan benzersiz oyunlar : {}
Число ходов:        {:>3},Hamle sayısı:      {:>3}
Читать дату файлов,Dosya tarihini oku
Чтение каталога...,Dizin okunuyor...
Чтение списка файлов...,Dosya listesi okunuyor...
Что-то плохое грядёт,Bir şeyler ters gidiyor
Что-то пошло не так. Пропускаем оставшийся файл,Bir şeyler ters gitti. Kalan dosya atlanıyor
"Чтобы вернуться, нажмите B",Geri dönmek için B'ye basın
Шадок у Гиби,Gibi'deki Şadok
Шифрование секции ,Bölüm şifreleme
Экзосфера очищает CAL0      : {},Exosfer CAL0'ı temizliyor: {}
Экран                 : ({:08X}) {},Görüntüle: ({:08X}) {}
Экспорт SDK,SDK Dışa Aktar
Экспортировать,İhracat
Экспортировать SDK,SDK'yı Dışa Aktar
Это действие будет нельзя отменить,Bu işlem geri alınamaz
Язык                    : {},Dil : {}
Январь,Ocak
Японский,Japonca
Ярлык   : ,Etiket  :
Ярлык для DBI,DBI kısayolu
"больше шансов, что оно заработает». Их","çalışma şansı artar."" Onların"
быстро проникли в планы шадоков и,Şadokların planlarına hemen sızdılar ve
"всякий раз, когда растение расцветает",bitki her çiçek açtığında
"выражениях: «Чем больше неудач, тем","deyişle: ""Ne kadar çok başarısızlık,"
"вычислили, что у них есть по крайней",hesapladılar ki en azından
да,evet
заработает… И они торопятся поскорее,çalışacak... Ve acele ediyorlar
"и дает транзистор, они мчатся, чтобы","ve transistör verince, koşuyorlar"
"и не кончилось успехом». Или, в других","ve başarıyla bitmedi."" Veya, başka"
"мере один шанс из миллиона, что она",milyonda bir ihtimalle o
миллионная заработает».,"milyonuncusu çalışacak."""
не является LFS папкой,bir LFS klasörü değil
не является LFS папкой игры,bir LFS oyun klasörü değil
нет,hayır
"ничего, что бы непрерывно продолжалось",sürekli devam edip de
"но окружили его со всех сторон, и",ama etrafını sardılar ve
"опытов, чтобы быть уверенными, что","yapmaya, emin olmak için ki"
осуществить 999999 первых неудачных,ilk 999999 başarısız denemeyi
"очень умные благодаря своим шляпам,","şapkaları sayesinde çok zeki olan,"
"планету гиби искать транзисторы. Гиби,","Gibi gezegenine transistör aramaya. Gibiler,"
постоянно кончаясь неудачами.,hep başarısızlıkla biten bir şey.
принципов шадокской логики: «Нет,"Şadok mantığı ilkeleri: ""Yoktur"
"ракета еще несовершенна, но они","roket henüz kusurlu, ama onlar"
"растений, произрастающих на огородах.",bahçelerde yetişen bitkilerin.
решили позабавиться. Они позволили,eğlenmeye karar verdiler. İzin verdiler
"ZL/ZR - смена даты, Y - период","ZL/ZR - değişiklik tarihi, Y - dönem"
собрать урожай прежде шадока.,Şadok'tan önce hasadı toplamaya.
"терпят неудачу потому, что не хватает",başarısız oluyorlar çünkü eksik
транзисторов в системах безопасности.,güvenlik sistemlerinde transistörler.
"шадоку забраться в один из их огородов,","bir Şadok'un bahçelerine girmesine,"
"Получено: {}, (скорость не определена)","Alındı: {}, (hız belirlenemedi)"
Игры добавлены в список исключений,Oyunlar istisna listesine eklendi
Новых игр в список исключений добавлено не было,İstisna listesine yeni oyun eklenmedi
"Интервал автобекапа сейвов, дни",Oto. Kayıt Yedekleme Aralığı (Gün)
Просмотр МТР устройства [{}],MTP cihazını görüntüle [{}]
Просмотр USB диска [{}],USB diski görüntüleniyor [{}]
Заряд батареи (сырое значение) : {},Pil şarjı (ham): {}
ru,tr
Конфигурация зарядки            : {},Şarj yapılandırması             : {}
Режим Hi-Z включён              : {},Hi-Z modu etkin                 : {}
Зарядка батареи включена        : {},Pil şarjı etkin                 : {}
Маршрут электропитания          : {},Güç rotası                      : {}
Напряжение источника            : {} mV,Kaynak voltajı                  : {} mV
Ток источника                   : {} mA,Kaynak akımı                    : {} mA
Быстрая зарядка разрешена       : {},Hızlı şarj etkin                : {}
[CRC ОШИБКА ФАЙЛА],[CRC DOSYA HATASI]
Целевая прошивка            : {}.{}.{},Hedef yazılım               : {}.{}.{}
Поддерживаемая версия HOS   : {},Desteklenen HOS sürümü    : {}
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Sistem yazılımı {} dosyasından indirilip kurulacak.\n\nDevam için (+) basın\nİptal için başka tuşa basın
Распаковка архива не удалась,Arşiv açma başarısız
Сканирование архива не удалось,Arşiv tarama başarısız
Установить все обновления из этой папки,Bu klasördeki tüm güncellemeleri kur
Япония,Japonya
Русский,Rusça
Февраль,Şubat
Октябрь,Ekim
[HASH MISMATCH: GC ➡ eShop],[HASH UYUŞMAZ: GC → eShop]
Ноябрь,Kasım
 {} минут, {} dakika
Игрок,Oyuncu
Время,Zaman
Язык    : ,Dil: 
Контент,İçerik
[HASH: OK],[HASH: OK]
Красная,Kırmızı
Путь    : ,Yol     :
  Жак Руксель. Великолепие навыворот.,Jacques Rouxel. Tersine İhtişam.
[HASH MISMATCH: Неисправимо],[HASH UYUŞMAZLIĞI: Düzeltilemez]
[ПРЕД],[UYARI]
Альбом,Albüm
Выход,Çıkış
и т.д...,vb...
{} бекап,{} yedekleme
874,874
Пишется тело: {}/{}MB \r,Gövde: {}/{}MB \r
Пишется скриншот\n,Ekran resmi yazılıyor\n
Пишется таблица хешей\n,Hash tablosu yazılıyor\n
Пишется подпись видео\n,Video imzası yazılıyor\n
Операция завершена\n,İşlem tamamlandı\n
Предел входного тока (буст)     : {} mA,Giriş akım limiti (boost)       : {} mA
Предел тока быстрой зарядки     : {} mA,Hızlı şarj akım limiti          : {} mA
Напряжение батареи              : {} mV,Pil voltajı                     : {} mV
Контроллер источника получен    : {},Kaynak denetleyici alındı       : {}
OTG Запрошен                    : {},OTG İstendi                     : {}
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",Sistem yazılımı {} dosyasından indirilip kurulacak.\n\nDİKKAT!!! Bu sürüm mevcut Atmosphere tarafından desteklenmiyor gibi görünüyor.\n\nDevam için (+) basın\nİptal için başka tuşa basın
Копирование файла не удалось,Dosya kopyalanamadı
Daybreak.nro не найден,Daybreak.nro bulunamadı
Изображение добавлено в альбом,Resim albüme eklendi
Ошибка добавления изобржения в альбом: {},Resim albüme eklenirken hata: {}
Добавить в альбом,Albüme ekle
Анализ mp4 файла,mp4 dosyası analizi
Длительность: {},Süre: {}
ОШИБКА! Файл не содержит один видео трек,HATA! Dosya tek video izi içermiyor
ОШИБКА! Файл не содержит один аудио трек,HATA! Dosya tek ses izi içermiyor
ОШИБКА! У видео трека неподдерживаемый кодек,HATA! Video izi desteklenmeyen kodek
ОШИБКА! У аудио трека неподдерживаемый кодек,HATA! Ses izi desteklenmeyen kodek
ОШИБКА! Аудио трек не стерео,HATA! Ses izi stereo değil
[{}] Общий тикет для {},[{}] {} için ortak bilet
ОШИБКА! У аудио трека неподходящая частота дискретизации,HATA! Ses izi örnekleme hızı uygunsuz
ОШИБКА! У видео трека неподходящая ширина,HATA! Video izi genişliği uygunsuz
ОШИБКА! У видео трека неподходящая высота,HATA! Video izi yüksekliği uygunsuz
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,DİKKAT! Video akışı B-Frames içeriyor olabilir. Dosya oynatılamayabilir
"Похоже, это не MP4 файл",Bu bir MP4 dosyası değil gibi
Открыть как RomFS,RomFS olarak aç
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,SD kartınız sahtedir. SD kartın doğrulanmış bir kartla değiştirilmesi önerilir.
[{}] Персональный тикет для {},[{}] {} için kişisel bilet
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"SD kartınız sahte gibi görünüyor.\n\nOyun yüklerken sorunlar yaşanabilir.\nBu durumda, SD kartın doğrulanmış bir kartla değiştirilmesi önerilir."
Информация о SD карте,SD kart bilgileri
Производитель    : {:s} ({:02X}),Üretici    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID           : {:s} ({:s})
Имя продукта     : {:s},Ürün Adı         : {:s}
Ревизия продукта : {:s},Ürün revizyonu : {:s}
Серийный номер   : {:s},Seri numarası   : {:s}
[ПОДПИСЬ: DBI],[İMZA: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Oyun süresi    [32;1m{:02}:{:02}:{:02}[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR tarihi değiştir, Y dönem, X sıralama, (+) kullanıcı seç"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}/{}MB ({:.2f} MB/sn)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X seç, Y seçimi tersine çevir, (+) menü, R3 sırala, L3 başlat"
Создать все известные ({}),Bilinenlerin tümünü oluştur ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X seç, Y seçimi tersine çevir, (+) menü, L3 başlat"
"DPAD или стики для перемещения, (+) Настройки","Hareket için DPAD veya çubuklar, (+) Ayarlar"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github sunucusu görüntüleniyor...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Seç, Y Seçimi tersine çevir, (+) Menü, R3 Sırala"
"X выбор, Y обр. выбор, (+) меню","X seç, Y ters seç, (+) menü"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X seç, Y seçimi tersine çevir, A aç, (-) 2. panel, (+) menü"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X seç, Y ters seç, ⬅/➡ paneli değiştir, (-) kapat, (+) menü"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA PARÇASI GEREKLİ DEĞİLDİR]
[КОНТЕНТ ОТСУТСТВУЕТ],[İÇERİK EKSİK]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[YER TUTUCU OLUŞTURULAMAZ]
[НЕДОСТАТОЧНО МЕСТА],[YETERLİ ALAN YOK]
  Кодировка...,  Kodlanıyor...
[НЕИЗВЕСТНОЕ СЖАТИЕ],[BİLİNMEYEN SIKIŞTIRMA]
[ОТСУТСТВУЕТ],[EKSİK]
[ОШБК],[HATA]
[ОШИБКА NCA MAGIC],[GEÇERSİZ NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[YER TUTUCU YAZMA HATASI]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD DEKOMPRESYON HATASI: {}]
[ОШИБКА РАСПАКОВКИ],[DEKOMPRESYON HATASI]
[ОШИБКА],[HATA]
[ОШИБКА] Отсутствует URL списка обновлений,[ERROR] Güncelleme listesi URL'si eksik
[ПЕРЕДАЧА OK],[AKTARIM TAMAM]
  Применить,  Uygula
[ПЕРЕДАЧА ПРЕРВАНА],[AKTARIM İPTAL EDİLDİ]
[ПОВРЕЖДЁННЫЙ NCA],[BOZUK NCA]
[ПОДПИСЬ: OK],[İMZA: Tamam]
[ПОДПИСЬ: XCI➡NSP],[İMZA: XCI→NSP]
[ПОДПИСЬ: Поддельная],[İMZA: Sahte]
[СТАРАЯ ПРОШИВКА],[ESKİ SÜRÜM]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[BAŞLIK MODU GEREKLİ]
[ФАЙЛ ПОВРЕЖДЁН],[DOSYA BOZUK]
[ХЕШ ИСПРАВЛЕН],[HASH DÜZELTİLDİ]
  Редактирование,  Düzenleme
[ХЕШ НЕ СОВПАДАЕТ],[KARMA UYUŞMAZLIĞI]
\nНачало обработки dlc {}: {:016X},\ndlc {} işleniyor: {:016X}
\nНачало обработки программы {},\nProgram {} işleniyor
\nНачало создания Data.nca,\nData.nca oluşturuluyor
\nНачало создания Meta.nca,\nMeta.nca oluşturuluyor
\nОшибка USB обмена,\nUSB değiştirme hatası
\nСборка PFS0,\nPFS0 derleme
\nСборка RomFS,\nRomFS derleme
\nСекция 0,\nBölüm 0
\nСекция 1,\nBölüm 1
 (по времени игры), (oynama süresine göre)
\nСекция 2,\nBölüm 2
\nСоздан NSP: {},\nNSP oluştu: {}
\nШифрование NCA,\nNCA Şifreleme
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Toplam: {} saat
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Toplam: {} saat
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Toplam: {} saat
{:4d} {}. Всего: {} час,{:4d} {}. Toplam: {} saat
{:4d} {}. Всего: {} часа,{:4d} {}. Toplam: {} saat
{:4d} {}. Всего: {} часов,{:4d} {}. Toplam: {} saat
 (по названию игры), (oyun adına göre)
{:4d}. Всего: {} час,{:4d}. Toplam: {} saat
{:4d}. Всего: {} часа,{:4d}. Toplam: {} saat
{:4d}. Всего: {} часов,{:4d}. Toplam: {} saat
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} nesne işlendi. {:>5} kayıt bulundu...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB indirildi...\r
{} cохранение,{} kayıt
{} cохранений,{} kayıt
{} cохранения,{} kayıt
 (по числу запусков), (çalıştırma sayısına göre)
{} бекапа,{} yedekler
{} бекапов,{} yedekler
{} записей ({}),{} kayıt ({})
{} записи ({}),{} kayıt ({})
{} запись ({}),{} kayıt ({})
{} игр ({}),{} oyun ({})
{} игра ({}),{} oyun ({})
{} игры ({}),{} oyunlar ({})
{} сохранение,{} kayıt
{} сохранений,{} kayıt
{} сохранения,{} kayıt
{} тикет,{} bilet
{} тикета,{} bilet
{} тикетов,{} bilet
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Ort: {:.1f} MB/sn, Anl: {:.1f} MB/sn) Kal. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/sn"
{}: {} потерянная запись,{}: {} yetim kayıt
{}: {} потерянных записей,{}: {} artık kullanılmayan kayıtlar
{}: {} потерянных записи,{}: {} artık kullanılmayan kayıtlar
     {:<10} Шифрование: {} Размер установки: {}{:>10},     {:<10} Şifreleme: {} Yükleme boyutu: {}{:>10}
 [НЕ МОГУ ОТКРЫТЬ ФАЙЛ], [DOSYA AÇILAMIYOR]
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/sn)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/sn)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: {}/{} atlanıyor ({:.2f} MB/sn)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nYedekleme geri yükleme başarısız oldu\n\nA'ya basın - iptal et, diğer düğme - devam et"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/sn)\x1b[0K\r
«У шадоков ситуация удовлетворительна.,«Shadok'larda durum tatmin edici.
Ёмкость с завода   : {} mAh,Fabrika kapasitesi : {} mAh
АВТО,OTO
Аватар установлен,Avatar seti
Август,Ağustos
Австралия,Avustralya
Автозапуск FTP: ,FTP Otomatik Başlat:
Автозапуск MTP,MTP Otomatik Başlat
Автозапуск списка homebrew,Homebrew listesini oto. başlat
Автоповтор кнопок при удержании,Basılı tutarken düğmeleri otomatik olarak tekrarla
Автор   : ,Yazar: 
Агрументы для ярлыка,Kısayol bağımsız değişkenleri
Адрес FTP сервера: {},FTP sunucusu adresi: {}
Адрес HTTP сервера: {},HTTP sunucu adresi: {}
 {:>5} часа, {:>5} saat
Альбом (0°),Manzara (0°)
Американский английский,Amerikan İngilizcesi
Апрель,Nisan
База этой игры не самодостаточна. Не забудьте установить обновление,Bu oyun tabanı kendi kendine yeterli değildir. Güncellemeyi yüklemeyi unutmayın
Базовое хранилище: ,Temel depolama: 
Бекапы,Yedeklemeler
Бекапы сохранений ({}),Yedeklemeleri kaydet ({})
Британский английский,İngiliz İngilizcesi
 {:>5} часов, {:>5} saat
В альбоме найден {} объект,Albümde {} öğe bulundu
В альбоме найдено {} объекта,Albümde {} öğe bulundu
В альбоме найдено {} объектов,Albümde {} öğe bulundu
В альбоме отсутствуют объекты,Albümde öğe yok
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,/switch/prod.keys dosyasında gerekli anahtarlar eksik.\n\nBazı program işlevleri kullanılamayacak.\n\nHekate'yi yeniden başlatın ve anahtarları SysNAND'den boşaltmak için Lockpick_RCM.bin\npayload'ı kullanın.
ВНИМАНИЕ ,UYARI!
ВНИМАНИЕ! ,UYARI! 
ВНИМАНИЕ! Тайтл {:016X} не установлен,UYARI! Başlık {:016X} yüklü değil
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),UYARI! Yüklü sürüm ({}) istenenle eşleşmiyor ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,DOSYA AKTARIMI SIRASINDA BULUNAN HATALAR. KURULUM İPTAL EDİLDİ
 {} в чёрном списке.,{} kara listeye alındı.
Введите URL сервера (HTTP или (S)FTP),Sunucu URL'sini girin (HTTP veya (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Kısayol bağımsız değişkenlerini girin veya boş bırakın
Введите желаемый номер страницы,İstediğiniz sayfa numarasını girin
Введите новое имя,Yeni adı girin
Введите новое имя каталога,Yeni dizin adını girin
Введите новое имя файла,Yeni dosya adını girin
Введите номер DLC,DLC numarasını girin
Версия  : ,Sürüm: 
Версия {} [v{}],Sürüm {} [v{}]
Версия атмосферы            : {}.{}.{},Atmosfer sürümü: {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Donanım yazılımı sürümü: {}.{}.{}-{}.{}
Вместо пользователя {} использовать:,{} kullanıcısı yerine şunu kullanın:
Внимание! ,Uyarı! 
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Uyarı!\nBazı dosyalar kilitlendi ve bu nedenle atlandı.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Ayrıştırma sırasında\n\n{}\n\nşu hata oluştu:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Bilet kurulumu sırasında hatalar oluştu. ES işaret yamalarını kontrol edin
Во время экспорта были ошибки,Dışa aktarma sırasında hatalar oluştu
Возраст батареи                 : {}%,Pil yaşı: {}%
Возраст батареи                : {},Pil yaşı : {}
Возраст батареи                : {}%,Pil yaşı : {}%
 {} минута, {} dakika
Возрастной рейтинг,Yaş derecelendirmesi
Восстановить,Geri yükle
Восстановить бекап...,Yedeklemeyi geri yükle...
Восстановить для...,Şunun için geri yükle:
Восстановить как бекап сохранения,Kaydetme yedeği olarak geri yükle
Восстановление бекапа,Yedekleme geri yükleniyor
Восстановление не удалось,Geri yükleme başarısız oldu
Восстановление успешно,Başarılı bir şekilde geri yükle
